GO:0004175	GO:0016614	GO:0004553	GO:0022804	GO:0005102	GO:0046914	GO:0005215	GO:0008289	GO:0016616	GO:0098772	GO:0008092	GO:0043177	GO:0030247	GO:0015926	GO:0015923	GO:0019899	GO:0046983	GO:0016747	GO:0015075	GO:0004888	GO:0008509	GO:0022884	GO:0042578	GO:0042803	GO:0016788	GO:0048029	GO:0008514	GO:0030246	GO:0050839	GO:0038023	GO:0019842	GO:0016903	GO:0016746	GO:0042802	GO:0022857	GO:0016798	GO:0072341	GO:0031406	GO:0042887	GO:0060089	GO:0033218	GO:0004222	GO:0008270	GO:0140096	GO:0008233	GO:0016829	GO:0043178	GO:0042277	GO:0005319	GO:0004518	GO:0140104	GO:0016638	GO:0016298	GO:0033293	GO:0004930	GO:1904680	GO:0008237
0.30043020844459534	1.0	0.3722068667411804	0.3779454231262207	0.6490921974182129	0.45354899764060974	0.27376267313957214	0.816658079624176	1.0	0.9475815296173096	0.9106013774871826	0.4855221211910248	0.3928004503250122	0.3264721632003784	0.05750430375337601	0.6621534824371338	0.9110026955604553	0.8183791041374207	0.30856022238731384	0.5948562026023865	0.2577117085456848	0.5026430487632751	0.7572081685066223	0.9277747869491577	0.790598452091217	0.34282001852989197	0.2612713575363159	0.3157431185245514	0.6490073800086975	0.5595855712890625	0.6914074420928955	0.7789090871810913	0.4697215259075165	1.0	0.29577142000198364	0.16683977842330933	0.7445268630981445	0.5984187126159668	0.4361073076725006	0.5705989599227905	0.605901300907135	0.1516018509864807	0.6488564014434814	0.49142566323280334	0.3833046853542328	0.7639544606208801	0.7392992377281189	0.5259890556335449	0.7533215880393982	0.7228677868843079	0.7590413093566895	0.7363112568855286	0.5203440189361572	0.6514291167259216	0.5410690307617188	0.5363602042198181	0.20584870874881744
0.28141283988952637	0.9731382131576538	0.41420629620552063	0.4208574891090393	0.6806537508964539	0.4806009829044342	0.32913804054260254	0.8184559941291809	0.9687225222587585	0.949715793132782	0.9315258264541626	0.5375868082046509	0.43818506598472595	0.3928206264972687	0.13823628425598145	0.6859872937202454	0.9229218363761902	0.729809045791626	0.36848464608192444	0.6598482131958008	0.3152056038379669	0.5541067123413086	0.759863018989563	0.9383143186569214	0.7850630879402161	0.37402841448783875	0.2986360788345337	0.3643665015697479	0.693445086479187	0.6120374202728271	0.6831499934196472	0.7732113003730774	0.38099971413612366	0.9940094351768494	0.3509858548641205	0.23184418678283691	0.7592463493347168	0.6397439241409302	0.5035925507545471	0.6177360415458679	0.6297112107276917	0.16465049982070923	0.6489072442054749	0.4644472301006317	0.3558039367198944	0.739359438419342	0.7745853662490845	0.56106036901474	0.7845156788825989	0.7434113621711731	0.7323719263076782	0.7490627765655518	0.5353641510009766	0.6833524107933044	0.6009846329689026	0.5977823734283447	0.21680188179016113
0.3510998487472534	0.9421751499176025	0.4884797930717468	0.4548903703689575	0.715121865272522	0.47710007429122925	0.3656112253665924	0.8072683215141296	0.9353163242340088	0.9742923974990845	0.9390895962715149	0.5894383192062378	0.5090121030807495	0.4988093376159668	0.24325112998485565	0.7336006164550781	0.9201990962028503	0.7459006905555725	0.4128645360469818	0.7193465828895569	0.35810086131095886	0.5951502323150635	0.7993265390396118	0.9307228922843933	0.811726450920105	0.41347604990005493	0.34587857127189636	0.41555342078208923	0.731768786907196	0.6726111769676208	0.7153787016868591	0.7531875967979431	0.40050259232521057	0.972594141960144	0.3885515332221985	0.32458987832069397	0.7960531711578369	0.6735421419143677	0.5484230518341064	0.6788286566734314	0.6727325916290283	0.2301630675792694	0.6094508767127991	0.5129402875900269	0.41825464367866516	0.7690856456756592	0.7844696044921875	0.6157902479171753	0.8056671619415283	0.771649956703186	0.729128360748291	0.7572702765464783	0.5999600291252136	0.7195010185241699	0.6556411385536194	0.6376378536224365	0.2954663038253784
0.35948407649993896	0.8711355924606323	0.5404300689697266	0.6157290935516357	0.7562130093574524	0.4089033305644989	0.536461591720581	0.7932698726654053	0.8541221618652344	0.9584457278251648	0.9599764943122864	0.6241083741188049	0.5506989359855652	0.5807540416717529	0.308278888463974	0.7813799977302551	0.9114125370979309	0.6200922727584839	0.590406060218811	0.7770423889160156	0.5428295135498047	0.717516303062439	0.7876444458961487	0.9094345569610596	0.775182843208313	0.4416762888431549	0.484303742647171	0.4852733314037323	0.8052947521209717	0.6898236274719238	0.6629353761672974	0.6934112310409546	0.28233686089515686	0.9503905177116394	0.5671049356460571	0.36520916223526	0.8084583282470703	0.6918843388557434	0.6875243186950684	0.6835243701934814	0.7107437252998352	0.2515929043292999	0.5039103031158447	0.4528185725212097	0.407949835062027	0.6955865621566772	0.8048713207244873	0.6857479810714722	0.8762262463569641	0.777411699295044	0.6830024123191833	0.7389777302742004	0.5908658504486084	0.7191864848136902	0.7070285677909851	0.7474370002746582	0.3154102563858032
0.4206250309944153	0.8408105969429016	0.8083724975585938	1.0	0.8767971992492676	0.42064401507377625	0.9491522312164307	0.6835983991622925	0.7814053297042847	0.8700031638145447	0.9031518697738647	0.7394931316375732	0.7599192261695862	0.8510618805885315	0.6920372247695923	0.9694609045982361	0.8585746884346008	0.3727523386478424	1.0	0.9108752608299255	0.9961137771606445	0.9807137250900269	0.6895148158073425	0.8483665585517883	0.6499662399291992	0.6965436339378357	0.828103244304657	0.8818053007125854	0.9836682081222534	0.6481493711471558	0.5695803165435791	0.6497345566749573	0.09612968564033508	0.8258004784584045	0.9864086508750916	0.645458996295929	0.8438841700553894	0.7616252899169922	0.9454309940338135	0.6062780022621155	0.78708815574646	0.40888339281082153	0.28663644194602966	0.30671635270118713	0.47706282138824463	0.5522204041481018	0.7845628261566162	0.8702294826507568	0.9689382910728455	0.7016581296920776	0.5085050463676453	0.7615176439285278	0.6648224592208862	0.7239343523979187	0.8155637979507446	0.9461179375648499	0.4584903419017792
0.4800296425819397	0.8279340267181396	0.8031032681465149	0.9147989749908447	0.8978635668754578	0.43722644448280334	0.8624629974365234	0.7255032658576965	0.7648249864578247	0.8760237097740173	0.9288997054100037	0.7671193480491638	0.7951523065567017	0.8881862759590149	0.7056378722190857	0.9321162700653076	0.9117306470870972	0.3997481167316437	0.9285207390785217	0.9316511750221252	0.9106389284133911	0.9829382300376892	0.776005208492279	0.8988663554191589	0.734812319278717	0.7191804647445679	0.737742006778717	0.8738523125648499	0.9830738306045532	0.711550772190094	0.6277344226837158	0.6801218390464783	0.10649604350328445	0.8898894786834717	0.9007507562637329	0.6675431132316589	0.8662251234054565	0.8045623898506165	0.9425538182258606	0.6787862777709961	0.8094494938850403	0.47257089614868164	0.35516297817230225	0.3961082994937897	0.5403457880020142	0.5904494524002075	0.8082485198974609	0.8707500696182251	0.9406033158302307	0.7746116518974304	0.5276264548301697	0.8101356029510498	0.72513747215271	0.7680137157440186	0.847456157207489	0.9634667038917542	0.529692530632019
0.42968136072158813	0.843421459197998	0.780559241771698	0.8241223692893982	0.8193463087081909	0.4594689607620239	0.7888348698616028	0.6772333383560181	0.781057596206665	0.8587548732757568	0.8795795440673828	0.7094491720199585	0.7172528505325317	0.8174297213554382	0.6456698775291443	0.9084572196006775	0.8416883945465088	0.4238664209842682	0.8403562307357788	0.8619074821472168	0.8236528635025024	0.8692014813423157	0.7404475808143616	0.8374865055084229	0.6938683390617371	0.6853664517402649	0.6638990044593811	0.8431438207626343	0.8901602625846863	0.658345639705658	0.5830221176147461	0.6376809477806091	0.153854638338089	0.8212891817092896	0.8286438584327698	0.6605603098869324	0.7948271036148071	0.7509221434593201	0.8433206081390381	0.6289676427841187	0.7402119636535645	0.43089425563812256	0.36253443360328674	0.3927694261074066	0.505388617515564	0.6061152219772339	0.7283538579940796	0.7979699373245239	0.8668135404586792	0.7400444149971008	0.4798319637775421	0.7604197263717651	0.6520101428031921	0.7077040672302246	0.7694311141967773	0.8697828054428101	0.49290403723716736
0.5072442889213562	0.8216546177864075	0.8259130120277405	0.879974901676178	0.8356738090515137	0.4618259072303772	0.8406226634979248	0.6468958258628845	0.7642138004302979	0.8971951007843018	0.8723359704017639	0.7209780216217041	0.76028972864151	0.8654841184616089	0.6924616694450378	0.9685910940170288	0.8290702104568481	0.440303772687912	0.8978509306907654	0.9004807472229004	0.8819240927696228	0.9153198003768921	0.7589145302772522	0.8268163800239563	0.6972514986991882	0.7503594756126404	0.717328667640686	0.9081186056137085	0.916273832321167	0.6745496392250061	0.6017012000083923	0.6257711052894592	0.16973955929279327	0.7914565205574036	0.8856492638587952	0.7086942791938782	0.8060489296913147	0.7501291036605835	0.8868422508239746	0.6498798727989197	0.7484720945358276	0.49564439058303833	0.3363267779350281	0.43740931153297424	0.5711961388587952	0.6262097358703613	0.7091154456138611	0.826269268989563	0.88410884141922	0.7534863948822021	0.46490412950515747	0.7496113181114197	0.6836258769035339	0.7071711421012878	0.7931592464447021	0.9067001938819885	0.5538987517356873
0.5233515501022339	0.8432676196098328	0.7901609539985657	0.8821277022361755	0.7826358675956726	0.49005261063575745	0.8468062877655029	0.6114019751548767	0.7820168733596802	0.8553314805030823	0.8125542998313904	0.6802781820297241	0.7067123055458069	0.7920215129852295	0.6631714701652527	0.9595040678977966	0.7650294899940491	0.49751657247543335	0.8853828310966492	0.8178101181983948	0.8840064406394958	0.8803585767745972	0.6925504803657532	0.7654980421066284	0.6376566290855408	0.7358149290084839	0.7300851345062256	0.906546413898468	0.8711242079734802	0.5873871445655823	0.5586646199226379	0.6372542977333069	0.25990229845046997	0.7306984066963196	0.8914834856987	0.6624535918235779	0.7736114263534546	0.7071252465248108	0.8447226881980896	0.5570802688598633	0.7184062004089355	0.5143875479698181	0.34539538621902466	0.44239482283592224	0.5853596329689026	0.5951054096221924	0.6702170372009277	0.7954710721969604	0.8482316732406616	0.6987542510032654	0.44523152709007263	0.7359887361526489	0.6339818835258484	0.6606190800666809	0.7238097786903381	0.8577718734741211	0.5562719106674194
0.5958487391471863	0.8422133922576904	0.7991306185722351	0.813883900642395	0.7900634407997131	0.5248012542724609	0.7855129837989807	0.6108114123344421	0.785435676574707	0.8905133008956909	0.7980949878692627	0.6942504048347473	0.7352408766746521	0.797943115234375	0.6961762309074402	0.9717696905136108	0.777881383895874	0.5954799652099609	0.8110691905021667	0.8338141441345215	0.8094177842140198	0.8411441445350647	0.728182852268219	0.781739354133606	0.679916501045227	0.7491264939308167	0.6801323294639587	0.9036795496940613	0.8603354096412659	0.6136056780815125	0.6065503358840942	0.6589226722717285	0.34430116415023804	0.7335894703865051	0.8217155933380127	0.6862333416938782	0.7898744344711304	0.7098047137260437	0.80462646484375	0.5919409394264221	0.7215585708618164	0.5631833076477051	0.39375802874565125	0.5404262542724609	0.6599274277687073	0.6394925713539124	0.6824453473091125	0.7875789403915405	0.8324782848358154	0.7193936109542847	0.4803864359855652	0.7638108730316162	0.7084506750106812	0.6829063296318054	0.7398965358734131	0.8278353810310364	0.6124107837677002
