EC:3.6.4.13	EC:2.7.13.-	EC:7.1.1.2	EC:2.7.11.1	EC:3.4.22.69	EC:1.9.3.1	EC:7.1.1.-	EC:3.4.23.-	EC:2.4.2.-	EC:3.4.22.-	EC:3.4.19.-	EC:2.7.7.-	EC:2.3.2.27	EC:2.3.2.-	EC:2.7.11.-	EC:2.3.1.-	EC:1.9.3.-	EC:2.7.13.3	EC:3.1.3.-	EC:3.4.19.12	EC:2.7.7.48	EC:3.6.1.15	EC:3.4.24.-	EC:3.1.4.-	EC:2.7.1.107	EC:3.6.4.-	EC:3.6.1.-	EC:3.5.1.-	EC:2.7.8.-	GO:0005215	GO:0015075	GO:0022857
0.6653767824172974	0.792316198348999	0.5039223432540894	0.7062264084815979	0.6078795790672302	0.6783495545387268	0.5061957836151123	0.5740328431129456	0.5684645175933838	0.5328599214553833	0.5640756487846375	0.7409766316413879	0.6043214201927185	0.5832697749137878	0.7544550895690918	0.5186072587966919	0.6735291481018066	0.787432849407196	0.6915308237075806	0.5295188426971436	0.5994306802749634	0.7852778434753418	0.6338662505149841	0.4953887164592743	0.6126440763473511	0.8740126490592957	0.6957991123199463	0.556984007358551	0.46661999821662903	0.24380385875701904	0.22976720333099365	0.22511062026023865
0.6481765508651733	0.8505024909973145	0.4836284816265106	0.780064046382904	0.6036909222602844	0.6535654664039612	0.478655070066452	0.5775532722473145	0.5967448353767395	0.5074871778488159	0.5653030276298523	0.7586118578910828	0.6237802505493164	0.5971584916114807	0.8038927316665649	0.5380279421806335	0.6517082452774048	0.8439356684684753	0.7041130065917969	0.5324351787567139	0.5921052694320679	0.7693281173706055	0.6769027709960938	0.5325383543968201	0.6151614189147949	0.8883373141288757	0.6775192022323608	0.5903536081314087	0.47716024518013	0.28613412380218506	0.2706696391105652	0.26667240262031555
0.6481765508651733	0.8505024909973145	0.4836284816265106	0.780064046382904	0.6036909222602844	0.6535654664039612	0.478655070066452	0.5775532722473145	0.5967448353767395	0.5074871778488159	0.5653030276298523	0.7586118578910828	0.6237802505493164	0.5971584916114807	0.8038927316665649	0.5380279421806335	0.6517082452774048	0.8439356684684753	0.7041130065917969	0.5324351787567139	0.5921052694320679	0.7693281173706055	0.6769027709960938	0.5325383543968201	0.6151614189147949	0.8883373141288757	0.6775192022323608	0.5903536081314087	0.47716024518013	0.28613412380218506	0.2706696391105652	0.26667240262031555
0.6254737973213196	0.8486356735229492	0.5031996369361877	0.7402102947235107	0.6062271595001221	0.6855204105377197	0.527416467666626	0.5851616263389587	0.5961405634880066	0.5198025107383728	0.577200174331665	0.6849439144134521	0.6308965682983398	0.6166313290596008	0.7718923091888428	0.5561321973800659	0.6828718185424805	0.8434053659439087	0.7205851674079895	0.5450282692909241	0.5288472175598145	0.7523645758628845	0.6325789093971252	0.5311588048934937	0.6257258057594299	0.8224720358848572	0.6789529919624329	0.5968589186668396	0.48334404826164246	0.3007984757423401	0.28410953283309937	0.28174084424972534
0.6367462873458862	0.8443107008934021	0.5014932751655579	0.7296802997589111	0.604240894317627	0.7254328727722168	0.5326825380325317	0.6017183065414429	0.6020804643630981	0.5430166125297546	0.5765829086303711	0.687587559223175	0.6077167987823486	0.6022272109985352	0.7610159516334534	0.5491169095039368	0.7236238718032837	0.8387933969497681	0.7379940748214722	0.5421947836875916	0.5263072848320007	0.7985391020774841	0.6054588556289673	0.5069823861122131	0.6176443099975586	0.843980073928833	0.7118037343025208	0.593113899230957	0.48913630843162537	0.30184194445610046	0.27985671162605286	0.27946165204048157
0.5987646579742432	0.8732479810714722	0.48045486211776733	0.7938205003738403	0.5902428030967712	0.6563327312469482	0.5035103559494019	0.5771374106407166	0.6021432280540466	0.4745260179042816	0.5620799660682678	0.698065996170044	0.6346294283866882	0.6146731972694397	0.8164277076721191	0.5567217469215393	0.6543681025505066	0.866595447063446	0.7146743535995483	0.5340336561203003	0.5207247734069824	0.7122029662132263	0.683854877948761	0.5565837621688843	0.6160712838172913	0.8318235874176025	0.6336628198623657	0.609242856502533	0.4833013713359833	0.3525919020175934	0.3363862633705139	0.33138009905815125
0.5654042363166809	0.9287583827972412	0.43634656071662903	0.8513950705528259	0.5534460544586182	0.6338918805122375	0.46919387578964233	0.5617879033088684	0.6127192378044128	0.43465960025787354	0.5355141758918762	0.7120410799980164	0.6073031425476074	0.5875035524368286	0.864971399307251	0.5464029312133789	0.6326675415039062	0.9210206866264343	0.7225045561790466	0.5058046579360962	0.5074912309646606	0.7047391533851624	0.7055188417434692	0.5804404020309448	0.6016085147857666	0.8450828790664673	0.6174192428588867	0.6128464937210083	0.48338454961776733	0.5049929618835449	0.48996779322624207	0.4867606461048126
0.5842831134796143	0.8732969164848328	0.47743844985961914	0.7632855772972107	0.5720850229263306	0.6921265125274658	0.5124222636222839	0.5816734433174133	0.6042593121528625	0.4745575487613678	0.544026792049408	0.6732232570648193	0.5952089428901672	0.5834958553314209	0.7943227887153625	0.545780599117279	0.6891050934791565	0.8671569228172302	0.7399905920028687	0.5171387791633606	0.4856834411621094	0.7545830011367798	0.6514434814453125	0.5408761501312256	0.6131588816642761	0.8272609710693359	0.6672052145004272	0.5923340320587158	0.49424827098846436	0.4210413694381714	0.3932969570159912	0.3939692974090576
0.5665951371192932	0.9418039917945862	0.4451332092285156	0.867509126663208	0.5726290345191956	0.6615306735038757	0.4822913706302643	0.5819042325019836	0.622546374797821	0.4807335436344147	0.5433664917945862	0.6770134568214417	0.6078652739524841	0.5924897789955139	0.8696943521499634	0.538546085357666	0.661827027797699	0.9350659251213074	0.7945454716682434	0.5205173492431641	0.4880436658859253	0.7219812273979187	0.6799986362457275	0.5518038272857666	0.6230033040046692	0.8215053081512451	0.6434150338172913	0.622292160987854	0.4777306616306305	0.41628870368003845	0.3855057954788208	0.3887054920196533
0.4068903625011444	0.9550818800926208	0.581220269203186	0.9038364291191101	0.6203588843345642	0.7390984296798706	0.6437957286834717	0.5669482946395874	0.5931440591812134	0.44113820791244507	0.535463809967041	0.39584028720855713	0.7502347826957703	0.7089177966117859	0.9122549891471863	0.5735852718353271	0.7373837828636169	0.951874852180481	0.9327267408370972	0.5735277533531189	0.28147000074386597	0.4102296233177185	0.8517045378684998	0.5510965585708618	0.6827961206436157	0.5574396848678589	0.34382250905036926	0.6470930576324463	0.4213722050189972	0.4081866145133972	0.3505355715751648	0.37269294261932373
0.17042973637580872	0.7854346036911011	0.62712162733078	0.7569568753242493	0.4584018886089325	0.6863682866096497	0.7151318788528442	0.33610743284225464	0.36296936869621277	0.1844775676727295	0.32958510518074036	0.20497645437717438	0.7345110177993774	0.665482759475708	0.9154618978500366	0.5217810869216919	0.6692245602607727	0.7820522785186768	0.610271692276001	0.40438786149024963	0.1413167119026184	0.09608245640993118	0.8446357250213623	0.47717157006263733	0.5422535538673401	0.3131440281867981	0.09223391860723495	0.45471441745758057	0.28641387820243835	0.4109426736831665	0.33051785826683044	0.36879462003707886
0.3019599914550781	0.9023655652999878	0.4486134648323059	0.9104961156845093	0.41694438457489014	0.6018429398536682	0.5632852911949158	0.39500951766967773	0.48928743600845337	0.1525009274482727	0.3435407280921936	0.5561389923095703	0.6140368580818176	0.5732015371322632	0.9436281323432922	0.5276093482971191	0.5860117077827454	0.8899165391921997	0.5852368474006653	0.35523155331611633	0.3890795409679413	0.4132072329521179	0.9056618213653564	0.5105912685394287	0.4826132655143738	0.7182409167289734	0.30152153968811035	0.475797176361084	0.3749518096446991	0.2584629952907562	0.21831491589546204	0.22611965239048004
0.38197699189186096	0.7146609425544739	0.36695748567581177	0.7017613053321838	0.3749352991580963	0.49808573722839355	0.38075387477874756	0.4110255837440491	0.43440693616867065	0.18541781604290009	0.3554961383342743	0.6773804426193237	0.4888905882835388	0.4705481231212616	0.7839676141738892	0.4871632754802704	0.4885695278644562	0.7042333483695984	0.4842061996459961	0.32312437891960144	0.49315932393074036	0.5239145159721375	0.7281937599182129	0.43435877561569214	0.40724825859069824	0.7961120009422302	0.4371078610420227	0.4244430959224701	0.3848719298839569	0.2835293114185333	0.22405414283275604	0.2433093637228012
