EC:3.2.1.-	GO:0015267	GO:0099094	GO:0005102	GO:0005215	GO:0017076	GO:0032559	GO:0015075	GO:0015276	GO:0004888	GO:0008509	GO:0022843	GO:0032553	GO:0032555	GO:0022890	GO:0022834	GO:0005230	GO:0022824	GO:0008066	GO:0022832	GO:0005244	GO:0038023	GO:0044877	GO:0030594	GO:0022835	GO:0005217	GO:0042802	GO:0022857	GO:0005509	GO:0022836	GO:0098960	GO:0008324	GO:0060089	GO:0005267	GO:0005231	GO:0030554	GO:0019199	GO:0005262	GO:0015081	GO:0015079	GO:0046873	GO:0015085	GO:0005216	GO:0015318	GO:0097367	GO:0004930	GO:0022803	GO:0005261
0.39779096841812134	0.0	0.0	1.0	0.0	0.7836235165596008	0.8626985549926758	0.0	0.0	0.0936010405421257	1.0	0.7440382242202759	0.7509517669677734	0.7977389693260193	0.0	0.0	0.10558833926916122	0.1893438845872879	0.3271059989929199	0.8546291589736938	0.8527866005897522	0.12689022719860077	0.9940112829208374	0.31393301486968994	0.19681312143802643	0.6241759061813354	1.0	0.0	0.5462662577629089	0.0	0.3956984579563141	0.0	0.1483810693025589	0.5896241068840027	0.17644630372524261	0.8482003808021545	0.8383049964904785	0.2095354050397873	0.5721829533576965	0.662913978099823	0.0	0.27765387296676636	0.0	0.0	0.7063606381416321	0.8422728776931763	0.0	0.0
0.39779096841812134	0.0	0.0	1.0	0.0	0.7836235165596008	0.8626985549926758	0.0	0.0	0.0936010405421257	1.0	0.7440382242202759	0.7509517669677734	0.7977389693260193	0.0	0.0	0.10558833926916122	0.1893438845872879	0.3271059989929199	0.8546291589736938	0.8527866005897522	0.12689022719860077	0.9940112829208374	0.31393301486968994	0.19681312143802643	0.6241759061813354	1.0	0.0	0.5462662577629089	0.0	0.3956984579563141	0.0	0.1483810693025589	0.5896241068840027	0.17644630372524261	0.8482003808021545	0.8383049964904785	0.2095354050397873	0.5721829533576965	0.662913978099823	0.0	0.27765387296676636	0.0	0.0	0.7063606381416321	0.8422728776931763	0.0	0.0
0.3663478493690491	0.09172326326370239	0.10795895755290985	0.9404468536376953	0.09354948252439499	0.8220663666725159	0.8843455910682678	0.09118705987930298	0.10715461522340775	0.2055945247411728	0.9100838303565979	0.659762978553772	0.7862662672996521	0.832493245601654	0.09280168265104294	0.10733359307050705	0.21380192041397095	0.2665489912033081	0.3787972629070282	0.7468265891075134	0.7455075979232788	0.22497747838497162	0.9731267094612122	0.36219269037246704	0.27339494228363037	0.6477146744728088	0.8966144323348999	0.09300875663757324	0.5311622619628906	0.09907122701406479	0.4348848760128021	0.0918765440583229	0.24583035707473755	0.5163115859031677	0.26906850934028625	0.873950719833374	0.7873440980911255	0.25026771426200867	0.6288688778877258	0.5809403657913208	0.04797985404729843	0.3111724257469177	0.09219091385602951	0.08982693403959274	0.7253814339637756	0.8101414442062378	0.09166976809501648	0.09410244226455688
0.3718789219856262	0.1399444043636322	0.12503592669963837	0.8913663029670715	0.14241398870944977	0.7944713234901428	0.7749794721603394	0.13782484829425812	0.10366320610046387	0.07393596321344376	0.8048431873321533	0.5788396000862122	0.7349241375923157	0.8040899038314819	0.1535501331090927	0.10328313708305359	0.07356740534305573	0.1068907380104065	0.1885780245065689	0.6636419296264648	0.660337507724762	0.08885864168405533	1.0	0.21954168379306793	0.11210028827190399	0.5940558314323425	0.7783770561218262	0.1467202752828598	0.3779297471046448	0.11923718452453613	0.302887499332428	0.15438894927501678	0.10602536052465439	0.43804216384887695	0.12261562794446945	0.7632109522819519	0.6161386966705322	0.13695427775382996	0.4915490746498108	0.49738791584968567	0.020901188254356384	0.1843564510345459	0.1303209811449051	0.13558660447597504	0.6652066111564636	0.6492776274681091	0.13986404240131378	0.15179039537906647
0.3514309227466583	0.37418174743652344	0.3675561845302582	0.6796888709068298	0.37468650937080383	0.740671694278717	0.7321125864982605	0.36758363246917725	0.3865951597690582	0.4584677219390869	0.5845333337783813	0.3294231593608856	0.7002497315406799	0.7410976886749268	0.36593425273895264	0.3871499001979828	0.4236541986465454	0.3831281065940857	0.43380481004714966	0.3419014811515808	0.3428533375263214	0.444709450006485	0.7686339020729065	0.41947588324546814	0.38757434487342834	0.6038126945495605	0.5433931350708008	0.3757607638835907	0.40041375160217285	0.37074393033981323	0.45041272044181824	0.36492490768432617	0.45851728320121765	0.2555653154850006	0.38902220129966736	0.7348003387451172	0.5349116325378418	0.3253440856933594	0.5977857112884521	0.2996358275413513	0.19780467450618744	0.35153231024742126	0.3731507360935211	0.361868292093277	0.6183508038520813	0.6295098066329956	0.3741123676300049	0.37613445520401
0.3523893356323242	0.36818069219589233	0.3579808473587036	0.6832917332649231	0.36496782302856445	0.7514746785163879	0.7528787851333618	0.3572622835636139	0.3783299922943115	0.44538071751594543	0.6128472685813904	0.3671262860298157	0.703182578086853	0.7524691820144653	0.3540527820587158	0.3789577782154083	0.4283088743686676	0.38975128531455994	0.44578349590301514	0.3914492130279541	0.3925027847290039	0.43443620204925537	0.7582488656044006	0.4155530333518982	0.3946405053138733	0.6326732039451599	0.5765039920806885	0.36562854051589966	0.4289253056049347	0.36374586820602417	0.44796839356422424	0.35287341475486755	0.44777026772499084	0.29296913743019104	0.38806745409965515	0.755736231803894	0.5560362935066223	0.3570252060890198	0.6040055155754089	0.33119824528694153	0.21335677802562714	0.3848687410354614	0.3678215742111206	0.35476312041282654	0.6216428875923157	0.6369079351425171	0.3681384027004242	0.3660486340522766
0.3516625463962555	0.3887377977371216	0.3906075656414032	0.6764126420021057	0.3876911401748657	0.812309980392456	0.796570897102356	0.3789752721786499	0.3999384045600891	0.38875335454940796	0.6226475834846497	0.4411543011665344	0.779902994632721	0.8143265247344971	0.3820790648460388	0.4004175364971161	0.43219760060310364	0.38940855860710144	0.44536736607551575	0.4832742512226105	0.4843634366989136	0.3847247064113617	0.7869361042976379	0.37600177526474	0.3950860798358917	0.6914349794387817	0.5965327024459839	0.38735052943229675	0.46309471130371094	0.39400386810302734	0.4219015836715698	0.3820352554321289	0.3973420560359955	0.34577301144599915	0.3919869363307953	0.7979092001914978	0.5329514741897583	0.4220556616783142	0.6660987734794617	0.3642841577529907	0.2534605860710144	0.44883182644844055	0.390722393989563	0.37946978211402893	0.6911944150924683	0.5921177268028259	0.38864314556121826	0.39292973279953003
0.39926427602767944	0.35119307041168213	0.3312017619609833	0.7465283870697021	0.3228755295276642	0.7500139474868774	0.771723747253418	0.3116458058357239	0.3529021739959717	0.35013848543167114	0.6904963254928589	0.47125953435897827	0.7160487771034241	0.7574129700660706	0.30328261852264404	0.3534219563007355	0.422041654586792	0.39743903279304504	0.48010656237602234	0.5443024635314941	0.546220600605011	0.3516499996185303	0.8114209175109863	0.38611406087875366	0.40399444103240967	0.6757799386978149	0.6725174784660339	0.32384932041168213	0.4971473515033722	0.3518368899822235	0.4329284131526947	0.3044176995754242	0.3655446469783783	0.3812274634838104	0.3742544949054718	0.7682607173919678	0.5813145041465759	0.4489607810974121	0.5761190056800842	0.39156830310821533	0.21593286097049713	0.46993768215179443	0.35299229621887207	0.31654444336891174	0.6485100388526917	0.654888391494751	0.3511400818824768	0.3389626145362854
0.42203041911125183	0.33306172490119934	0.31104135513305664	0.7662038803100586	0.29708725214004517	0.7540022730827332	0.8025593161582947	0.28740447759628296	0.3385818302631378	0.3479737341403961	0.7366844415664673	0.547451913356781	0.7243134379386902	0.7626528143882751	0.2760334610939026	0.33927062153816223	0.44288894534111023	0.42659687995910645	0.5257007479667664	0.6268357038497925	0.6294048428535461	0.35483041405677795	0.8033154010772705	0.40105631947517395	0.4340273141860962	0.7137991786003113	0.7380868792533875	0.2974510192871094	0.5607165694236755	0.3362945020198822	0.44888126850128174	0.2767077684402466	0.36873626708984375	0.4545273780822754	0.3865049183368683	0.7990938425064087	0.640232503414154	0.5075523853302002	0.5979284644126892	0.4586574137210846	0.24374718964099884	0.5299895405769348	0.339006245136261	0.29766449332237244	0.6626161336898804	0.6966674327850342	0.33304429054260254	0.3165625035762787
0.45577114820480347	0.3470954895019531	0.29321545362472534	0.7448667883872986	0.304238498210907	0.6694843173027039	0.691663920879364	0.29436206817626953	0.3179653584957123	0.28173699975013733	0.7110462188720703	0.5168054103851318	0.61387038230896	0.6785252690315247	0.2813250720500946	0.31842392683029175	0.37109512090682983	0.35424917936325073	0.4426012933254242	0.6057358980178833	0.6077781319618225	0.2900330424308777	0.7744274139404297	0.3431756794452667	0.3608962893486023	0.6682256460189819	0.6949456334114075	0.30617350339889526	0.5074494481086731	0.3298453688621521	0.39141717553138733	0.2829200327396393	0.3018050193786621	0.4375036954879761	0.30910366773605347	0.6881773471832275	0.567164957523346	0.46241676807403564	0.4700390100479126	0.43900516629219055	0.2306317389011383	0.47349029779434204	0.34851256012916565	0.30500951409339905	0.5595174431800842	0.638910710811615	0.3471252918243408	0.32817962765693665
