GO:0043565	GO:0001067	GO:0001217	GO:0046983	GO:0008134	GO:0140110	GO:0000977	GO:0003690	GO:0000987	GO:0000976	GO:0003700	GO:0003677	GO:0003712	GO:1990837	GO:0000978	GO:0000981	GO:0001216
0.33135658502578735	0.4694719910621643	0.6240642666816711	0.37197044491767883	0.362667053937912	0.2989504039287567	0.4598739743232727	0.4586022198200226	0.5879432559013367	0.4721984267234802	0.3157169222831726	0.3195197880268097	0.8203662037849426	0.47210022807121277	0.5967457294464111	0.6934977769851685	0.43938449025154114
0.3708171844482422	0.3804836571216583	0.4435272812843323	0.3261485993862152	0.2776068150997162	0.5259484648704529	0.3460046648979187	0.2515699565410614	0.4469750225543976	0.38174253702163696	0.5388153195381165	0.41928529739379883	0.6044217944145203	0.36243221163749695	0.4406498670578003	0.5307925939559937	0.34755977988243103
0.2640607953071594	0.2274656593799591	0.23121404647827148	0.019778579473495483	0.024670155718922615	0.6349373459815979	0.1703222095966339	0.1828863024711609	0.28194329142570496	0.229069784283638	0.6539290547370911	0.5566375851631165	0.3054486811161041	0.22245876491069794	0.27358323335647583	0.2522089183330536	0.16499465703964233
0.2987763285636902	0.2783389389514923	0.3016318380832672	0.13571831583976746	0.1143033355474472	0.60455721616745	0.2342425137758255	0.26352551579475403	0.32544925808906555	0.27979186177253723	0.6221083998680115	0.5542367100715637	0.3558062016963959	0.2755752503871918	0.31909868121147156	0.28491878509521484	0.24675698578357697
0.4804970622062683	0.32367581129074097	0.21685488522052765	0.16559885442256927	0.08255084604024887	0.897491455078125	0.2497071772813797	0.341966450214386	0.25592607259750366	0.3231690227985382	0.9206119179725647	0.844120979309082	0.06250003725290298	0.30407658219337463	0.24344877898693085	0.19577524065971375	0.3103698790073395
0.2883642613887787	0.2075316309928894	0.13172706961631775	0.18665793538093567	0.13914428651332855	0.7250993251800537	0.15453660488128662	0.240895614027977	0.14819006621837616	0.20621149241924286	0.7055630087852478	0.6595308184623718	0.22260935604572296	0.1805306077003479	0.1406719982624054	0.09148691594600677	0.19792532920837402
0.02666500397026539	0.0	0.0	0.2671409845352173	0.1375742107629776	0.40127938985824585	0.0	0.035166673362255096	0.0	0.0	0.3474278151988983	0.3214830458164215	0.4934501051902771	0.0	0.0	0.014250434935092926	0.0
0.18747396767139435	0.16311098635196686	0.20842483639717102	0.5732167363166809	0.35559752583503723	0.2814399003982544	0.23295773565769196	0.217973530292511	0.20747455954551697	0.1651567667722702	0.23691074550151825	0.25376883149147034	0.7144185304641724	0.18653111159801483	0.2261970490217209	0.26713740825653076	0.16781508922576904
0.1790190041065216	0.16637735068798065	0.24713395535945892	0.7003509402275085	0.41756531596183777	0.24370457231998444	0.2585124671459198	0.17430497705936432	0.22743239998817444	0.16733546555042267	0.1961994469165802	0.17516054213047028	0.7879717946052551	0.1875874400138855	0.25851932168006897	0.290973961353302	0.15750105679035187
0.18645188212394714	0.13975776731967926	0.22359418869018555	0.654640257358551	0.39388033747673035	0.22941695153713226	0.24166032671928406	0.13549336791038513	0.23293286561965942	0.14269819855690002	0.19067883491516113	0.14226572215557098	0.8144422173500061	0.17058324813842773	0.2683689296245575	0.2927779257297516	0.17773544788360596
0.11134884506464005	0.12509559094905853	0.2892008423805237	0.6655339002609253	0.3931858539581299	0.1491011381149292	0.25846025347709656	0.13821740448474884	0.24992161989212036	0.12754730880260468	0.11167888343334198	0.09790869802236557	0.7995448708534241	0.15895627439022064	0.30212709307670593	0.23076577484607697	0.15339669585227966
0.20327502489089966	0.17075230181217194	0.31129521131515503	0.6322696805000305	0.4501214325428009	0.1775287389755249	0.3248824179172516	0.17831996083259583	0.3171398341655731	0.1746763288974762	0.1350114792585373	0.13071371614933014	0.8656840920448303	0.2241751253604889	0.38227787613868713	0.29106196761131287	0.17431792616844177
0.4841449558734894	0.36154523491859436	0.3685072660446167	0.7855041027069092	0.5646383166313171	0.39888569712638855	0.4852296710014343	0.46311989426612854	0.47066476941108704	0.36619481444358826	0.3581646680831909	0.33597156405448914	0.9043609499931335	0.431252121925354	0.4969816207885742	0.5288742780685425	0.3380204737186432
0.48677605390548706	0.4016921818256378	0.48688188195228577	0.796825110912323	0.6521235704421997	0.3710996210575104	0.5347356796264648	0.4575624167919159	0.5361226797103882	0.40667662024497986	0.33553898334503174	0.30662116408348083	0.9748275876045227	0.4854193925857544	0.5714772939682007	0.5418590307235718	0.4199354350566864
0.7116307616233826	0.5168615579605103	0.4916533827781677	0.7981175780296326	0.622514009475708	0.5682339072227478	0.6356001496315002	0.5891560316085815	0.614408016204834	0.5219494700431824	0.5442185997962952	0.49661603569984436	0.8638846278190613	0.5878869891166687	0.6402646899223328	0.6759951710700989	0.5261883735656738
0.7148591876029968	0.5012399554252625	0.43373167514801025	0.7631986141204834	0.5872372388839722	0.609817385673523	0.6315685510635376	0.6437147855758667	0.5927318930625916	0.5064827799797058	0.585144579410553	0.5581589341163635	0.7956303358078003	0.5695087313652039	0.6214780211448669	0.6470990180969238	0.44794967770576477
0.6991820931434631	0.46931132674217224	0.40999552607536316	0.6244990825653076	0.44606900215148926	0.6752282381057739	0.5501062870025635	0.4879702031612396	0.5434325337409973	0.47307589650154114	0.6607627868652344	0.5518238544464111	0.7086991667747498	0.5239360332489014	0.5550158023834229	0.5889819264411926	0.4996751546859741
0.7679206132888794	0.5373306274414062	0.47133898735046387	0.669113039970398	0.521817147731781	0.6737845540046692	0.6346487998962402	0.5763322114944458	0.6202075481414795	0.5417591333389282	0.6608497500419617	0.5712844729423523	0.7519124746322632	0.5965198278427124	0.6441389322280884	0.6549116373062134	0.5544576048851013
0.6861673593521118	0.5059477686882019	0.4423680901527405	0.5873319506645203	0.31079748272895813	0.6933755278587341	0.5510302782058716	0.4986727833747864	0.534351646900177	0.5098891854286194	0.6993774771690369	0.6373392939567566	0.6085971593856812	0.5030183792114258	0.5435752868652344	0.5372197031974792	0.4852500259876251
0.6157171130180359	0.47355833649635315	0.38642045855522156	0.5750271677970886	0.14451950788497925	0.680475652217865	0.4678336977958679	0.4280220866203308	0.4702644646167755	0.4752713143825531	0.6926223635673523	0.6249213814735413	0.55841064453125	0.42342448234558105	0.4550570845603943	0.51865154504776	0.40078386664390564
0.6146528124809265	0.6297862529754639	0.6638060212135315	0.6412338018417358	0.38223716616630554	0.5608227252960205	0.6131626963615417	0.6179934144020081	0.6578879952430725	0.6294945478439331	0.560997724533081	0.6056666374206543	0.7831479907035828	0.567659854888916	0.6367188096046448	0.7040859460830688	0.5935684442520142
0.7638456225395203	0.7779915928840637	0.8113741278648376	0.6732754111289978	0.5284477472305298	0.6661219596862793	0.7409873604774475	0.7260801196098328	0.7677298784255981	0.7777599692344666	0.6708577871322632	0.6729026436805725	0.8116443157196045	0.7203430533409119	0.7599356174468994	0.8465984463691711	0.7481045126914978
0.8471624255180359	0.8528919219970703	0.8537781834602356	0.7583433389663696	0.6666457653045654	0.7063688039779663	0.8411515355110168	0.8475363850593567	0.85509192943573	0.8523343205451965	0.7002878785133362	0.7156995534896851	0.8569864630699158	0.8068645000457764	0.8547765016555786	0.8967264294624329	0.8119345903396606
0.9253554940223694	0.9084264636039734	0.8088985681533813	0.7873243689537048	0.6936084628105164	0.7798468470573425	0.8605358004570007	1.0	0.8717532753944397	0.9080427885055542	0.7754337787628174	0.8139538764953613	0.8199927806854248	0.8918283581733704	0.856113076210022	0.912452757358551	0.8183369040489197
0.8411137461662292	0.8401248455047607	0.8364902138710022	0.7379776835441589	0.6318883895874023	0.7290107011795044	0.8214500546455383	0.8645998239517212	0.8401998281478882	0.8401054739952087	0.7225639820098877	0.7281137108802795	0.8546522259712219	0.800028383731842	0.8391786813735962	0.874642014503479	0.7981899380683899
0.7857407331466675	0.8360718488693237	0.9414353370666504	0.760255753993988	0.7610296607017517	0.7485343813896179	0.8129594326019287	0.7530472278594971	0.8333580493927002	0.8355603814125061	0.7375297546386719	0.6911723017692566	0.858124315738678	0.8148725032806396	0.8282567858695984	0.8288320302963257	0.9413107633590698
0.7937015891075134	0.8047703504562378	0.8641422986984253	0.790069580078125	0.7486911416053772	0.7369404435157776	0.7968883514404297	0.769050657749176	0.8017123937606812	0.8044313788414001	0.7182038426399231	0.6901784539222717	0.8586344718933105	0.7955965399742126	0.80049067735672	0.8127127289772034	0.8376923203468323
1.0	1.0	1.0	1.0	1.0	0.7460792660713196	1.0	0.9978156685829163	1.0	1.0	0.7284612059593201	0.7176517248153687	1.0	1.0	1.0	1.0	1.0
0.9267553687095642	0.9284836053848267	0.9243091940879822	0.9242914319038391	0.850462794303894	0.7022365927696228	0.9145137667655945	0.9807571768760681	0.9111602306365967	0.9279994964599609	0.6948011517524719	0.717274010181427	0.9108206629753113	0.9285827875137329	0.9113807678222656	0.9471254944801331	0.9475250244140625
0.6885775923728943	0.6937223076820374	0.6795494556427002	0.7624459862709045	0.6564717888832092	0.5997875928878784	0.7066124081611633	0.7981658577919006	0.7058421969413757	0.694580078125	0.5750629305839539	0.6018081307411194	0.8553473353385925	0.7200281620025635	0.7063247561454773	0.7019689679145813	0.6217702627182007
0.5825285315513611	0.5424368381500244	0.5038025379180908	0.7119432091712952	0.5726138353347778	0.47050637006759644	0.6115764379501343	0.729882538318634	0.576874315738678	0.5430116057395935	0.4455134868621826	0.5245645642280579	0.8063084483146667	0.566199004650116	0.5910875201225281	0.6475489735603333	0.40978094935417175
0.3512027859687805	0.3168585002422333	0.3962559401988983	0.5390989184379578	0.36196795105934143	0.31411004066467285	0.4168381690979004	0.4316820204257965	0.4104669392108917	0.3182314932346344	0.3000830411911011	0.35693684220314026	0.7467491626739502	0.3367709815502167	0.4340095520019531	0.5147227644920349	0.2586483657360077
0.35506534576416016	0.335540235042572	0.413280725479126	0.5688214302062988	0.400928258895874	0.3012208640575409	0.4310153126716614	0.45131248235702515	0.4297780990600586	0.3374392092227936	0.2857321500778198	0.35338082909584045	0.7679353952407837	0.3572448492050171	0.4497019350528717	0.5229299068450928	0.27590563893318176
0.35361871123313904	0.33943071961402893	0.4107869863510132	0.5770589709281921	0.411804735660553	0.29956623911857605	0.435197114944458	0.4657883048057556	0.4345938563346863	0.3412154018878937	0.2835651636123657	0.3509698510169983	0.7741325497627258	0.3605080842971802	0.4551694393157959	0.5238139033317566	0.2657565176486969
0.3165733516216278	0.2817591726779938	0.35761305689811707	0.5585619807243347	0.3554460406303406	0.26439884305000305	0.38471993803977966	0.39542916417121887	0.39412176609039307	0.28364837169647217	0.24934861063957214	0.30043789744377136	0.7779150009155273	0.30803561210632324	0.41438955068588257	0.4926005005836487	0.23996001482009888
0.41651833057403564	0.3736684024333954	0.42252621054649353	0.6253585815429688	0.4177597463130951	0.37690961360931396	0.46644362807273865	0.5001875162124634	0.45049598813056946	0.37492796778678894	0.356649249792099	0.40797922015190125	0.7572175860404968	0.39103981852531433	0.47264304757118225	0.5316287279129028	0.28089579939842224
0.4192447066307068	0.371632844209671	0.4145304560661316	0.6852050423622131	0.4818127453327179	0.34168386459350586	0.46553608775138855	0.467058002948761	0.45611679553985596	0.3732396364212036	0.3189251124858856	0.35752591490745544	0.7895582914352417	0.4041888117790222	0.4728447496891022	0.5244646668434143	0.3167867362499237
0.41991162300109863	0.3771630823612213	0.42290985584259033	0.6696613430976868	0.49135345220565796	0.32397568225860596	0.47218412160873413	0.4848940074443817	0.4645789563655853	0.3790590167045593	0.30659863352775574	0.3653195798397064	0.779154896736145	0.4132019877433777	0.47969377040863037	0.5430461168289185	0.318903386592865
0.6055108904838562	0.5098497867584229	0.3958089053630829	0.632826566696167	0.43635568022727966	0.5520145297050476	0.5426318049430847	0.6999225616455078	0.5404424667358398	0.5108726620674133	0.5343166589736938	0.5766167044639587	0.726391077041626	0.5352674722671509	0.5337908267974854	0.6109742522239685	0.33845528960227966
