EC:2.7.13.-	EC:2.7.7.-	EC:2.7.13.3	EC:6.3.2.-	EC:2.7.7.7	GO:0016301	GO:0046914	GO:0005215	GO:0008289	GO:0019899	GO:0046983	GO:0016874	GO:0042803	GO:0016772	GO:0038023	GO:0019842	GO:0042802	GO:0022857	GO:0050660	GO:0072341	GO:0031406	GO:0016627	GO:0060089	GO:0033218	GO:0003677	GO:1901681	GO:0140096	GO:0008233	GO:0042277	GO:0016853	GO:0003723	GO:0097367	GO:0071949
0.5147179961204529	0.3169805109500885	0.5054203867912292	0.49094000458717346	0.39329051971435547	0.12657605111598969	0.4067060649394989	0.4720194637775421	0.696143627166748	0.22378826141357422	0.3608606457710266	0.6992776393890381	0.21640674769878387	0.16910888254642487	0.3641951382160187	0.5728089213371277	0.047028493136167526	0.30156266689300537	0.9698480367660522	0.6121237277984619	0.35620999336242676	1.0	0.3020627200603485	0.31038546562194824	0.3987802267074585	0.38753053545951843	0.32866939902305603	0.34443405270576477	0.2340417355298996	1.0	0.5446121692657471	0.0875076875090599	0.7219712734222412
0.5168999433517456	0.3240828812122345	0.5075532793998718	0.49301132559776306	0.39811497926712036	0.057994239032268524	0.33780500292778015	0.5232183337211609	0.7078366279602051	0.19970513880252838	0.33738693594932556	0.6216845512390137	0.1991221010684967	0.13299740850925446	0.3591765761375427	0.5589331388473511	0.0	0.33248522877693176	1.0	0.5976877808570862	0.3564777672290802	0.9874087572097778	0.28873226046562195	0.2972220778465271	0.33483827114105225	0.3909444212913513	0.2671591341495514	0.27718931436538696	0.22104880213737488	0.9900282025337219	0.5356070399284363	0.03625086322426796	0.745423436164856
0.5060521364212036	0.3296184539794922	0.49608179926872253	0.49519267678260803	0.39969387650489807	0.11379311233758926	0.4116416275501251	0.5179702043533325	0.7043825387954712	0.2187867909669876	0.3090565800666809	0.6181630492210388	0.2034837156534195	0.15507708489894867	0.3920668363571167	0.5787985324859619	0.06820713728666306	0.34914684295654297	0.9553556442260742	0.589475691318512	0.42024311423301697	0.8843936920166016	0.3249944746494293	0.29317453503608704	0.33174023032188416	0.3822060823440552	0.2779855728149414	0.27631884813308716	0.22898195683956146	0.9016969203948975	0.5272542834281921	0.09688370674848557	0.7548069357872009
0.5089102983474731	0.3268337845802307	0.4989786148071289	0.49257034063339233	0.3999723494052887	0.06709092855453491	0.39775219559669495	0.5071335434913635	0.7054716944694519	0.19229118525981903	0.2962161600589752	0.6135984659194946	0.16985954344272614	0.11585245281457901	0.3612813353538513	0.5517149567604065	0.001408978016115725	0.32287245988845825	0.9798917770385742	0.5869731307029724	0.381723552942276	0.935197114944458	0.288913756608963	0.27356135845184326	0.3346270024776459	0.36760953068733215	0.24716632068157196	0.2510412931442261	0.20722119510173798	0.948417067527771	0.5125290751457214	0.04264364764094353	0.7470741271972656
0.5083298683166504	0.3239975869655609	0.49837955832481384	0.4917326271533966	0.3975282907485962	0.09219120442867279	0.4212040901184082	0.507838785648346	0.7382749915122986	0.21345698833465576	0.30924656987190247	0.6170508861541748	0.19542033970355988	0.14098750054836273	0.3965359032154083	0.5778420567512512	0.019815342500805855	0.3204129636287689	0.9841697812080383	0.6032440066337585	0.415128231048584	0.9154670238494873	0.32745134830474854	0.2999582290649414	0.3462855815887451	0.38724425435066223	0.25761285424232483	0.2480597347021103	0.2311202585697174	0.9403240084648132	0.5224639773368835	0.06573226302862167	0.7598391771316528
0.4980049729347229	0.32201623916625977	0.4876735806465149	0.49243369698524475	0.39093923568725586	0.15055686235427856	0.45050880312919617	0.49429062008857727	0.7396501898765564	0.25094112753868103	0.3309936821460724	0.5674528479576111	0.24454201757907867	0.19496884942054749	0.4374229609966278	0.6025080680847168	0.11549520492553711	0.33121582865715027	0.9129199385643005	0.5831101536750793	0.46795395016670227	0.7801810503005981	0.3761574625968933	0.3191688656806946	0.3870713412761688	0.39814868569374084	0.285295307636261	0.2526663839817047	0.25571560859680176	0.8324080109596252	0.559604823589325	0.14674286544322968	0.7446778416633606
0.4627516269683838	0.30768442153930664	0.45057857036590576	0.48084741830825806	0.3579379618167877	0.2664257884025574	0.5025585889816284	0.5660239458084106	0.8383970260620117	0.42006716132164	0.3626495599746704	0.4316643476486206	0.35716480016708374	0.2962627410888672	0.5925349593162537	0.6625989079475403	0.3577882945537567	0.4418826997280121	0.775490403175354	0.6099503636360168	0.5991628766059875	0.5478129386901855	0.5461621880531311	0.4331662058830261	0.41272345185279846	0.4616801142692566	0.3686056435108185	0.2854868769645691	0.4288772642612457	0.6679168939590454	0.5733490586280823	0.21670618653297424	0.7236143350601196
0.5033831000328064	0.32823896408081055	0.49339210987091064	0.4884590208530426	0.38799625635147095	0.3504035174846649	0.5380364060401917	0.7252894639968872	0.9138695001602173	0.48667019605636597	0.4291498064994812	0.4911513030529022	0.43797269463539124	0.39332690834999084	0.6565545201301575	0.7326037287712097	0.37178462743759155	0.6077443361282349	0.8405048847198486	0.6981649398803711	0.6703341007232666	0.6480045318603516	0.6149523854255676	0.5263286828994751	0.3137284517288208	0.5595488548278809	0.4127790629863739	0.3271557092666626	0.5169304609298706	0.7298154830932617	0.623978853225708	0.2990144193172455	0.7705754041671753
0.5351458191871643	0.32602062821388245	0.5258183479309082	0.4749365448951721	0.3925841748714447	0.2803936004638672	0.47191759943962097	0.7224770188331604	0.9123287796974182	0.5034983158111572	0.4295179843902588	0.4321315288543701	0.424119770526886	0.2982909381389618	0.6245132088661194	0.6608697772026062	0.3891100287437439	0.6044604778289795	0.8215368986129761	0.6811031699180603	0.6017951369285583	0.5920669436454773	0.5798511505126953	0.5116945505142212	0.27761074900627136	0.5168413519859314	0.39029666781425476	0.2750313878059387	0.5330029129981995	0.6894122958183289	0.61336350440979	0.21729473769664764	0.7466829419136047
0.4961503744125366	0.34693464636802673	0.48428088426589966	0.46117404103279114	0.3845478892326355	0.24988962709903717	0.4201609194278717	0.645089864730835	0.8230313658714294	0.4069739878177643	0.33538123965263367	0.3722168207168579	0.33780309557914734	0.23269809782505035	0.6101287007331848	0.5444371104240417	0.370715856552124	0.5303235054016113	0.7503793239593506	0.5879465341567993	0.5482802391052246	0.41695451736450195	0.5671775937080383	0.4248392581939697	0.2710892856121063	0.40653231739997864	0.2851828932762146	0.1656079739332199	0.4480806887149811	0.5540419816970825	0.5813769102096558	0.19076815247535706	0.703304648399353
0.5282076597213745	0.42986682057380676	0.5187888741493225	0.4571422338485718	0.34410175681114197	0.34018996357917786	0.5011214017868042	0.7449479699134827	0.701630175113678	0.4586745500564575	0.44335588812828064	0.40717005729675293	0.38567888736724854	0.3428635001182556	0.5009540915489197	0.5053565502166748	0.36269477009773254	0.6668815016746521	0.5535375475883484	0.4748487174510956	0.4699491262435913	0.32040807604789734	0.4702613055706024	0.42045387625694275	0.34233421087265015	0.39647677540779114	0.4191427528858185	0.2904551923274994	0.41807621717453003	0.312032014131546	0.5695670247077942	0.46020179986953735	0.5450697541236877
0.5082623362541199	0.3961908221244812	0.4977201223373413	0.4701537787914276	0.3779231011867523	0.5587857365608215	0.6184937953948975	0.7931093573570251	0.8534259796142578	0.583026111125946	0.5855748653411865	0.7118998169898987	0.5712714195251465	0.5342743396759033	0.7151697874069214	0.7008989453315735	0.5285674333572388	0.7532939910888672	0.8043335676193237	0.7933075428009033	0.6415310502052307	0.5717481374740601	0.708989143371582	0.6855066418647766	0.23745933175086975	0.7143628001213074	0.4329192042350769	0.32484307885169983	0.6728603839874268	0.6110730171203613	0.7154639959335327	0.5766564011573792	0.7585935592651367
0.5629695653915405	0.38989052176475525	0.5533665418624878	0.424763947725296	0.39324915409088135	0.470098614692688	0.5882148146629333	0.7412272095680237	0.8408220410346985	0.5340943336486816	0.4819047152996063	0.628473162651062	0.47940850257873535	0.41586634516716003	0.6825811266899109	0.6492587924003601	0.5048037767410278	0.6973392963409424	0.777728796005249	0.7316722273826599	0.6234450936317444	0.5115344524383545	0.6675977110862732	0.5936241745948792	0.23596914112567902	0.5884543657302856	0.4180370569229126	0.31131842732429504	0.6099498867988586	0.5854088068008423	0.6318313479423523	0.4472975730895996	0.7440178394317627
0.5433998107910156	0.3949887454509735	0.5321301221847534	0.42549991607666016	0.3355100154876709	0.5543301701545715	0.6478571891784668	0.774017870426178	0.8421947360038757	0.6081223487854004	0.5939722061157227	0.7021743655204773	0.5752851366996765	0.48066046833992004	0.7176584601402283	0.7018705606460571	0.6025756001472473	0.741268515586853	0.7320052981376648	0.7699469923973083	0.6172033548355103	0.5719285011291504	0.7173160910606384	0.6549156904220581	0.24668481945991516	0.6383363604545593	0.5009905695915222	0.3864520490169525	0.6686298251152039	0.608811616897583	0.6444393396377563	0.5402120351791382	0.7034716606140137
0.5487663149833679	0.33544662594795227	0.5387811064720154	0.43497493863105774	0.3137778043746948	0.7372258305549622	0.7121554613113403	0.8343758583068848	0.9556755423545837	0.7607511878013611	0.7006691694259644	0.7554174065589905	0.6771864295005798	0.7070518732070923	0.7751690149307251	0.7735801339149475	0.6158024668693542	0.8062736988067627	0.708254337310791	0.8905972242355347	0.6749574542045593	0.4873264729976654	0.7860079407691956	0.8171721696853638	0.2793211042881012	0.8153655529022217	0.5549061894416809	0.4086032509803772	0.8117407560348511	0.6450228095054626	0.7720339298248291	0.7128595113754272	0.6861543655395508
0.5097905993461609	0.4075463116168976	0.4985775649547577	0.4407883584499359	0.3554537296295166	0.7684782147407532	0.6556829214096069	0.9034759402275085	0.882110595703125	0.6861440539360046	0.7095924019813538	0.8331171274185181	0.7058584094047546	0.7641556859016418	0.8027064204216003	0.7324672937393188	0.6216132640838623	0.908694326877594	0.7908437848091125	0.8949273824691772	0.6830953359603882	0.6061378717422485	0.8213307857513428	0.8338419795036316	0.21350865066051483	0.8450479507446289	0.548913300037384	0.446620911359787	0.812145471572876	0.6493077874183655	0.8459497690200806	0.7586033344268799	0.7444972395896912
0.5874870419502258	0.4116131663322449	0.5785260200500488	0.4310429096221924	0.41156962513923645	0.5613728165626526	0.5568199157714844	0.879764199256897	0.8475088477134705	0.5744683742523193	0.5390546917915344	0.6831539869308472	0.5480392575263977	0.5448682308197021	0.7194571495056152	0.6697477698326111	0.5365647077560425	0.8552247285842896	0.7872695922851562	0.7758249044418335	0.6481764912605286	0.5572136640548706	0.7162137627601624	0.6765028834342957	0.1747276782989502	0.6648698449134827	0.4950094521045685	0.4092387557029724	0.6738069653511047	0.5910049676895142	0.7061445713043213	0.5503458380699158	0.7472818493843079
