EC:3.2.2.-	EC:3.6.1.23	EC:3.6.1.-	GO:0046914	GO:0005198	GO:0017076	GO:0016818	GO:0032559	GO:0032553	GO:0032555	GO:0016788	GO:0034062	GO:0097747	GO:0016772	GO:0017111	GO:0000287	GO:0016817	GO:0035639	GO:0003677	GO:0030554	GO:0140096	GO:0008233	GO:0016853	GO:0140098	GO:0003723	GO:0005524	GO:0016779	GO:0016462	GO:0097367
0.4265936017036438	0.5415822863578796	0.5013068318367004	0.019209500402212143	0.5224975943565369	0.4664718806743622	0.36380311846733093	0.48722386360168457	0.49397435784339905	0.46401551365852356	0.23525209724903107	0.3465394079685211	0.34924444556236267	0.3825850188732147	0.4138419032096863	0.37278881669044495	0.3631117641925812	0.4685795307159424	0.2457943856716156	0.4897059202194214	0.0	0.0	0.7314828038215637	0.33605462312698364	0.4239867925643921	0.48849552869796753	0.35011374950408936	0.3891589939594269	0.44678324460983276
0.43575993180274963	0.5400522947311401	0.5028889179229736	0.11331389099359512	0.6318029165267944	0.5462666153907776	0.4615028202533722	0.5642254948616028	0.5691379904747009	0.5435314178466797	0.5574586391448975	0.4591106176376343	0.4594516158103943	0.46051254868507385	0.5291584730148315	0.3902318477630615	0.45979851484298706	0.5497783422470093	0.4657439589500427	0.5671653747558594	0.22218963503837585	0.23310145735740662	0.7856141328811646	0.44654566049575806	0.5627054572105408	0.5675837993621826	0.45486828684806824	0.47633811831474304	0.5290830135345459
0.43825894594192505	0.5476071834564209	0.526118814945221	0.12109207361936569	0.6684349775314331	0.5293272733688354	0.45620205998420715	0.5487531423568726	0.5531056523323059	0.5267937779426575	0.5171838402748108	0.46173834800720215	0.46061044931411743	0.4642256498336792	0.5230556726455688	0.41601380705833435	0.4541681706905365	0.5318868160247803	0.41602858901023865	0.5515667796134949	0.26763251423835754	0.3161071240901947	0.8270666599273682	0.4189952313899994	0.5852422714233398	0.5514594912528992	0.45063504576683044	0.47168976068496704	0.5173049569129944
0.4462709128856659	0.5400540232658386	0.5224103331565857	0.35012173652648926	0.8889067769050598	0.584456741809845	0.6296435594558716	0.5891812443733215	0.60516357421875	0.5819520354270935	0.6957452893257141	0.5434603095054626	0.5377760529518127	0.5505346655845642	0.6608049273490906	0.45480284094810486	0.626309871673584	0.5840117931365967	0.6744732856750488	0.592683732509613	0.6842337250709534	0.7315530180931091	0.7333253026008606	0.39743879437446594	0.7570382952690125	0.5919198393821716	0.533698320388794	0.6200850605964661	0.5998904705047607
0.4660094380378723	0.5415927767753601	0.5474546551704407	0.3878569006919861	0.8496921062469482	0.5778652429580688	0.6282612085342407	0.5799785852432251	0.5901510119438171	0.5754401683807373	0.7543042898178101	0.5267254710197449	0.5202942490577698	0.5434008836746216	0.653034508228302	0.3712620139122009	0.6245815753936768	0.5758257508277893	0.657712459564209	0.5834238529205322	0.7336059808731079	0.8419833183288574	0.7719014883041382	0.42314696311950684	0.7512773871421814	0.5809428691864014	0.5344019532203674	0.6158914566040039	0.5915423035621643
0.47774428129196167	0.5804393291473389	0.5936699509620667	0.36134785413742065	0.8587430119514465	0.6200874447822571	0.63545823097229	0.6274530291557312	0.6342296004295349	0.6182464361190796	0.7315067648887634	0.5878956317901611	0.581257164478302	0.593360960483551	0.6761483550071716	0.41001638770103455	0.6325753331184387	0.6198540329933167	0.691743791103363	0.6301611661911011	0.690176784992218	0.7291401624679565	0.776134192943573	0.5023117065429688	0.8257468938827515	0.6287572979927063	0.5969627499580383	0.6282832622528076	0.6361282467842102
0.4641614556312561	0.6162731647491455	0.6430985331535339	0.33178064227104187	0.8091936111450195	0.5897327661514282	0.5877522826194763	0.6007897853851318	0.6084527969360352	0.5883466005325317	0.5853472352027893	0.5476392507553101	0.541275680065155	0.569817066192627	0.6272037029266357	0.44860321283340454	0.5853626132011414	0.5892699956893921	0.6060700416564941	0.602917492389679	0.550561249256134	0.5402063131332397	0.7254992127418518	0.4691241979598999	0.7822500467300415	0.6010079383850098	0.5562172532081604	0.5846425890922546	0.6046230792999268
0.4651243984699249	0.6327735185623169	0.6658055186271667	0.33939826488494873	0.8412929177284241	0.5949052572250366	0.5944428443908691	0.6018089056015015	0.6119550466537476	0.5935536623001099	0.5764394998550415	0.5556315779685974	0.5501407384872437	0.5634064674377441	0.6272306442260742	0.42488572001457214	0.5922932624816895	0.5947853922843933	0.6352999210357666	0.6039146184921265	0.5275459885597229	0.50766521692276	0.6684166193008423	0.49903348088264465	0.7875756025314331	0.6024357080459595	0.5622321367263794	0.5878690481185913	0.6096833348274231
0.47192174196243286	0.6296278238296509	0.6552827954292297	0.36553964018821716	0.8316090106964111	0.6161553263664246	0.6010069251060486	0.6240621209144592	0.6363182663917542	0.6146436333656311	0.5986341238021851	0.5565880537033081	0.5520964860916138	0.5772689580917358	0.6339208483695984	0.460049033164978	0.5988641381263733	0.6171115636825562	0.6609652638435364	0.6262282729148865	0.5748613476753235	0.5151576995849609	0.6771436929702759	0.5027956962585449	0.7600221633911133	0.625536322593689	0.5656386017799377	0.5946869254112244	0.6349749565124512
0.47192174196243286	0.6296278238296509	0.6552827954292297	0.36553964018821716	0.8316090106964111	0.6161553263664246	0.6010069251060486	0.6240621209144592	0.6363182663917542	0.6146436333656311	0.5986341238021851	0.5565880537033081	0.5520964860916138	0.5772689580917358	0.6339208483695984	0.460049033164978	0.5988641381263733	0.6171115636825562	0.6609652638435364	0.6262282729148865	0.5748613476753235	0.5151576995849609	0.6771436929702759	0.5027956962585449	0.7600221633911133	0.625536322593689	0.5656386017799377	0.5946869254112244	0.6349749565124512
