EC:2.4.2.-	EC:3.4.22.-	EC:2.3.2.-	EC:1.14.13.-	EC:1.14.11.-	EC:3.4.24.-	EC:3.4.14.-	EC:3.5.1.-	EC:3.4.21.-	GO:0004175	GO:0008234	GO:0005102	GO:0005215	GO:0008236	GO:0008289	GO:0098772	GO:0008201	GO:0019899	GO:0046983	GO:0004252	GO:0052689	GO:0016788	GO:0030246	GO:0050839	GO:0038023	GO:0044877	GO:0004197	GO:0042802	GO:0005509	GO:0004620	GO:0005539	GO:0061134	GO:0060089	GO:0140096	GO:0008233	GO:0038024	GO:0005044	GO:0017171	GO:0016298	GO:0030234
0.6950470805168152	0.5468693971633911	0.6853558421134949	0.7364742755889893	0.7374117374420166	0.5841455459594727	0.4387141466140747	0.7076913714408875	0.6353598833084106	0.46420013904571533	1.0	0.080891452729702	0.8174309730529785	0.3325954079627991	0.5234870314598083	1.0	0.0	0.6750805974006653	0.5274544954299927	0.26420095562934875	0.3928503692150116	0.8424586057662964	0.10049041360616684	0.31817948818206787	0.27224159240722656	0.0	1.0	0.6764265298843384	0.0	0.2795114815235138	0.0	0.15402308106422424	0.38029471039772034	1.0	0.9142006635665894	0.0	0.0	0.31100696325302124	0.24145933985710144	1.0
0.7042452692985535	0.5583600401878357	0.6896538734436035	0.7542956471443176	0.7559804320335388	0.5815355181694031	0.4711255729198456	0.7022140622138977	0.6416018009185791	0.43579280376434326	0.9483461976051331	0.13311977684497833	0.8525415062904358	0.360515832901001	0.5569692254066467	0.943717360496521	0.10032393038272858	0.6772611737251282	0.5290534496307373	0.2990523874759674	0.39111167192459106	0.7918421626091003	0.17115387320518494	0.36139094829559326	0.34452754259109497	0.09094534814357758	0.962562620639801	0.6633980870246887	0.0634770616889	0.29358553886413574	0.09814278036355972	0.23973964154720306	0.4357354938983917	0.9543248414993286	0.8476575613021851	0.08664793521165848	0.07327107340097427	0.33965882658958435	0.25313666462898254	0.9534643292427063
0.7535627484321594	0.6130407452583313	0.6804199814796448	0.792149007320404	0.7668491005897522	0.6246777176856995	0.582607626914978	0.6333158612251282	0.6405012011528015	0.4708386957645416	0.9287072420120239	0.18761956691741943	0.8688144087791443	0.3971458375453949	0.5799545645713806	0.8791483640670776	0.14561127126216888	0.652765691280365	0.540675938129425	0.34316784143447876	0.3996140658855438	0.7732238173484802	0.18453474342823029	0.37805208563804626	0.3944701850414276	0.13012118637561798	0.94999098777771	0.6657115817070007	0.08415623009204865	0.33563899993896484	0.14210058748722076	0.2510365843772888	0.47838282585144043	0.9258277416229248	0.8539218306541443	0.13386967778205872	0.1174943670630455	0.37836092710494995	0.2940727174282074	0.9003932476043701
0.8069392442703247	0.6471799612045288	0.7278323769569397	0.8744751214981079	0.8367889523506165	0.6535910964012146	0.7161000370979309	0.6269620060920715	0.7102710008621216	0.38470253348350525	0.7711279392242432	0.22618409991264343	0.7823687195777893	0.46840283274650574	0.5550965666770935	0.8150928020477295	0.30105847120285034	0.6361696124076843	0.7124515771865845	0.4356667399406433	0.5624608993530273	0.768511950969696	0.38908326625823975	0.4717456102371216	0.44744354486465454	0.25824785232543945	0.7844705581665039	0.7939431667327881	0.21921269595623016	0.3946360945701599	0.3597298860549927	0.33390897512435913	0.5249261260032654	0.7702900767326355	0.7292059063911438	0.3227469027042389	0.2745104134082794	0.45660510659217834	0.3840799033641815	0.8035356998443604
0.8405171036720276	0.6819420456886292	0.7353326678276062	0.8976041078567505	0.8676882982254028	0.6968817710876465	0.7959058880805969	0.6048376560211182	0.7258152365684509	0.22911551594734192	0.47450196743011475	0.6515379548072815	0.926501989364624	0.5286401510238647	0.8199407458305359	0.6061289310455322	0.9327404499053955	0.7524322867393494	0.8800814747810364	0.5625361800193787	0.6763365864753723	0.5781457424163818	0.6943820714950562	0.8239043951034546	1.0	0.8308191299438477	0.6047884821891785	0.8992324471473694	0.5371643900871277	0.6258414387702942	1.0	0.8157444000244141	1.0	0.49823302030563354	0.35703691840171814	0.8415289521217346	0.7532523274421692	0.5321910977363586	0.6000396013259888	0.6039052605628967
0.908240795135498	0.7346662282943726	0.7658335566520691	0.9692462086677551	0.9169070720672607	0.7301583290100098	0.9395277500152588	0.5795148611068726	0.7806010246276855	0.1117449477314949	0.3191453814506531	0.47696903347969055	0.9045023918151855	0.4116106629371643	0.4300174415111542	0.3179624080657959	0.7298463582992554	0.7466700673103333	0.6209280490875244	0.47178027033805847	0.4352242946624756	0.29651814699172974	0.5387043952941895	0.7596787810325623	0.8928373456001282	0.8274547457695007	0.49198123812675476	0.7148823738098145	0.6399708986282349	0.40172630548477173	0.8271722793579102	0.49442166090011597	0.8799875974655151	0.2626458406448364	0.1719730645418167	0.7532438039779663	0.5535996556282043	0.41511908173561096	0.4199202358722687	0.3068254590034485
0.9219843745231628	0.7536592483520508	0.7975582480430603	1.0	0.9386438131332397	0.7502946257591248	1.0	0.5529794692993164	0.8110056519508362	0.026678074151277542	0.2695319354534149	0.4578382670879364	0.9596636295318604	0.3886563777923584	0.35764947533607483	0.2273375391960144	0.7170201539993286	0.8061100840568542	0.6297705769538879	0.44252657890319824	0.4469708800315857	0.2926563620567322	0.5253577828407288	0.8178487420082092	0.9231853485107422	0.8811041116714478	0.4698447585105896	0.74341881275177	0.6331515908241272	0.39163175225257874	0.8295736908912659	0.3798249661922455	0.9066733717918396	0.177700012922287	0.08580223470926285	0.7514470815658569	0.5075458288192749	0.3923361003398895	0.42589718103408813	0.19251000881195068
0.8930702209472656	0.6934343576431274	0.8492699861526489	0.9253853559494019	0.9181715250015259	0.8051918745040894	0.8387550115585327	0.5338171720504761	0.6602004170417786	0.0	0.24591124057769775	0.480517715215683	0.9299166798591614	0.36900824308395386	0.35995352268218994	0.18788179755210876	0.7177508473396301	0.8527222871780396	0.6752977967262268	0.401581346988678	0.5250600576400757	0.30560198426246643	0.5425931811332703	0.8940335512161255	0.8938255906105042	0.9288896322250366	0.4906110167503357	0.7675094604492188	0.6597598195075989	0.45660343766212463	0.8392996788024902	0.34763389825820923	0.8786526918411255	0.1239108070731163	0.051925599575042725	0.7963350415229797	0.5228104591369629	0.3761773109436035	0.49115800857543945	0.10860812664031982
0.8763765692710876	0.6757863163948059	0.8508105874061584	0.9143911004066467	0.890899658203125	0.8179130554199219	0.813259482383728	0.5534160137176514	0.6713318824768066	0.03979789465665817	0.2171931117773056	0.4993143081665039	0.9151281118392944	0.35661327838897705	0.2822592854499817	0.14144252240657806	0.6959488987922668	0.8797121644020081	0.7027891278266907	0.403433620929718	0.5639002919197083	0.3130796253681183	0.5042786002159119	0.9345590472221375	0.8865176439285278	0.930502712726593	0.48962947726249695	0.8035016059875488	0.6602108478546143	0.483845591545105	0.8269583582878113	0.2744179666042328	0.8788116574287415	0.06304846704006195	0.055460795760154724	0.8034992814064026	0.5159637928009033	0.3669908344745636	0.5345270037651062	0.02578219771385193
0.8086978197097778	0.6197000741958618	0.8548130393028259	0.8731775879859924	0.8740920424461365	0.7787429690361023	0.6985775828361511	0.6273472309112549	0.7038017511367798	0.013384231366217136	0.16491718590259552	0.5033661723136902	0.9250904321670532	0.3776260316371918	0.2068394273519516	0.14948292076587677	0.7648906111717224	0.970382809638977	0.7760274410247803	0.4588313698768616	0.617466926574707	0.31552037596702576	0.49087435007095337	1.0	0.9477875828742981	1.0	0.4602895677089691	0.8918863534927368	0.6879439949989319	0.48845502734184265	0.9250796437263489	0.29824283719062805	0.9393050670623779	0.0	0.0	0.8550320863723755	0.5544677972793579	0.3922690153121948	0.5597583055496216	0.0
0.6853358745574951	0.5807671546936035	0.8018383979797363	0.6817203164100647	0.7513510584831238	0.8023353815078735	0.46375802159309387	0.5609801411628723	0.4861372709274292	0.21335183084011078	0.34657689929008484	0.4937693178653717	1.0	0.3602696359157562	0.24378734827041626	0.25489547848701477	0.6396905779838562	1.0	0.5894728302955627	0.43291422724723816	0.47961676120758057	0.32159167528152466	0.2758471369743347	0.9125396013259888	0.8671283721923828	0.8886913657188416	0.6611301898956299	0.7508836984634399	0.5961161851882935	0.49134892225265503	0.734116792678833	0.2905651926994324	0.867451012134552	0.16980352997779846	0.18757513165473938	0.6996761560440063	0.4558875262737274	0.36871084570884705	0.5192863345146179	0.13599225878715515
