EC:2.7.11.1	EC:3.4.19.-	EC:2.7.7.-	EC:2.7.11.-	EC:2.7.7.n1	GO:0005215	GO:0008289	GO:0098772	GO:0008092	GO:0019899	GO:0005543	GO:0042578	GO:0042803	GO:0016788	GO:0044877	GO:0030695	GO:0042802	GO:0022857	GO:0005509	GO:0072341	GO:0033218	GO:0140096	GO:0003779	GO:0030234	GO:0060589	GO:0008047	GO:0035091
0.682986855506897	0.6374740600585938	0.27909839153289795	0.621381938457489	0.5342274308204651	0.3049376904964447	0.0	0.23395676910877228	0.2055848240852356	0.4424445629119873	0.056651320308446884	0.12574948370456696	0.2739887237548828	0.7021302580833435	0.04089881852269173	0.8693091869354248	0.513566792011261	0.369083434343338	0.0	0.6705520153045654	0.13746486604213715	0.43060633540153503	0.1504044234752655	0.26764217019081116	0.8780320882797241	0.8041336536407471	0.3628653585910797
0.7106406688690186	0.5962203741073608	0.3698400855064392	0.6605104207992554	0.4917185306549072	0.5078950524330139	0.3806721568107605	0.5461124181747437	0.5535333752632141	0.7599281072616577	0.47849956154823303	0.5589985251426697	0.6147425770759583	0.9986321330070496	0.36672407388687134	1.0	0.7611767053604126	0.5609014630317688	0.16903825104236603	0.8051309585571289	0.3390478491783142	0.6556069254875183	0.5141055583953857	0.5577453970909119	1.0	1.0	0.6973607540130615
0.7223789691925049	0.5767980813980103	0.406205415725708	0.6798318028450012	0.443606972694397	0.5869842767715454	0.47326022386550903	0.555404782295227	0.5881721377372742	0.7291465997695923	0.5087717175483704	0.503606379032135	0.6544151306152344	0.8591054081916809	0.49334776401519775	0.8891569375991821	0.7597241997718811	0.612604558467865	0.24661818146705627	0.8483082056045532	0.5304316282272339	0.6582167744636536	0.5615856647491455	0.5459054112434387	0.90638667345047	0.8999927639961243	0.6842712163925171
0.7232794761657715	0.5867486596107483	0.42388293147087097	0.6886455416679382	0.40792176127433777	0.8012704253196716	0.613686203956604	0.5873079299926758	0.6412076950073242	0.7895523309707642	0.6294116377830505	0.6273416876792908	0.755544900894165	0.9715403318405151	0.6317926645278931	0.8333960771560669	0.8463166356086731	0.8443798422813416	0.1435273140668869	1.0	0.7469658851623535	0.7657601833343506	0.670011043548584	0.5586948990821838	0.8844128251075745	0.9177777171134949	0.7789544463157654
0.7555036544799805	0.5836734771728516	0.42881813645362854	0.7242509722709656	0.4217701554298401	0.9351504445075989	0.9471026062965393	0.9010385274887085	0.9794309139251709	0.9497318267822266	0.9174822568893433	0.6793383955955505	0.9574428796768188	0.753894031047821	0.989668071269989	0.9646976590156555	0.937144935131073	0.913348376750946	0.6709089279174805	0.9188927412033081	0.888125479221344	0.8524762392044067	0.9799107909202576	0.8647914528846741	0.9827683568000793	0.9073664546012878	0.9434677958488464
0.7361839413642883	0.5875075459480286	0.4458247125148773	0.7177766561508179	0.4325112998485565	1.0	0.934066653251648	0.7373794317245483	0.8995283246040344	0.8380230069160461	0.8640525341033936	0.6390684843063354	0.9530725479125977	0.6616160273551941	0.9408199787139893	0.7537801265716553	0.9401199817657471	0.9981936812400818	0.6482142806053162	0.9457404017448425	0.9565607905387878	0.7067448496818542	0.9299854636192322	0.6877473592758179	0.793037474155426	0.7690721154212952	0.8643590807914734
0.8112895488739014	0.5922876596450806	0.44785362482070923	0.8011974096298218	0.46921467781066895	0.9406769871711731	0.9620575308799744	0.8854135274887085	1.0	0.9834865927696228	0.9639881253242493	0.8311478495597839	1.0	0.7970797419548035	1.0	0.939244270324707	0.9517822861671448	0.9265409111976624	0.7849969863891602	0.9351270794868469	0.8896733522415161	0.7877799868583679	1.0	0.8627311587333679	0.9497150778770447	0.9024364948272705	1.0
0.7778217196464539	0.6143602132797241	0.4204857051372528	0.7621220350265503	0.49534666538238525	0.8452292084693909	0.7658194303512573	0.6674925088882446	0.8625496029853821	0.8123680353164673	0.7354646921157837	0.6419450640678406	0.9552372097969055	0.6399713754653931	0.8180862665176392	0.8357268571853638	0.934474527835846	0.8506255149841309	0.869796633720398	0.9273588061332703	0.8187625408172607	0.6372151374816895	0.8500320315361023	0.6477121114730835	0.8265342712402344	0.7269017696380615	0.8100542426109314
0.7534587979316711	0.6433336138725281	0.45152896642684937	0.7533795833587646	0.5034050345420837	0.7246819734573364	0.5981382131576538	0.4898907542228699	0.6998182535171509	0.6067858338356018	0.6058833599090576	0.6017356514930725	0.7387298941612244	0.5088232755661011	0.6668705344200134	0.6578293442726135	0.7427352666854858	0.7295307517051697	0.9176775813102722	0.7015172839164734	0.6126307845115662	0.4421389698982239	0.692922830581665	0.5061740279197693	0.6598288416862488	0.5662465691566467	0.632720947265625
0.7035938501358032	0.665427565574646	0.4012102782726288	0.6864510774612427	0.5158763527870178	0.6028397679328918	0.42230740189552307	0.30794718861579895	0.47639793157577515	0.40764427185058594	0.40909865498542786	0.4320633113384247	0.585168719291687	0.36411893367767334	0.42066434025764465	0.5469846129417419	0.6451460719108582	0.6245843172073364	0.8683439493179321	0.6030091643333435	0.4904535412788391	0.3406696617603302	0.4445829689502716	0.3295251429080963	0.5317950248718262	0.4363323748111725	0.43503257632255554
0.6880893707275391	0.6864751577377319	0.40281298756599426	0.6716936230659485	0.5297462940216064	0.7554662823677063	0.6485317349433899	0.5120370984077454	0.6814495921134949	0.5613929629325867	0.6846235990524292	0.6057729721069336	0.7207968235015869	0.4514317214488983	0.6032474040985107	0.6793090105056763	0.7529705762863159	0.7538517713546753	1.0	0.5951361060142517	0.4819204807281494	0.40906575322151184	0.6457920670509338	0.539604127407074	0.6588272452354431	0.5897818207740784	0.6351641416549683
0.6433218121528625	0.7483660578727722	0.4133283495903015	0.618133008480072	0.49346357583999634	0.6579843759536743	0.5119929909706116	0.38122788071632385	0.5576580166816711	0.4647722542285919	0.5002678036689758	0.5045883655548096	0.7119349241256714	0.4492517411708832	0.4980590045452118	0.6143772006034851	0.7460638880729675	0.6828039884567261	0.9260438680648804	0.6502220630645752	0.4964713156223297	0.44246459007263184	0.5304507613182068	0.3927614390850067	0.5963671207427979	0.4885079860687256	0.502083420753479
0.7667322754859924	0.7761175036430359	0.26145344972610474	0.7374663949012756	0.5136435627937317	0.6622957587242126	0.5477115511894226	0.4769640862941742	0.5459988713264465	0.5384822487831116	0.5672162771224976	0.5683124661445618	0.6376155614852905	0.4949430227279663	0.4915675222873688	0.678152322769165	0.6697574853897095	0.6693735122680664	0.8325443267822266	0.624833345413208	0.529958963394165	0.5021509528160095	0.5064648985862732	0.49777108430862427	0.6594359874725342	0.5824253559112549	0.5668665766716003
0.7366186380386353	0.6770434975624084	0.32690170407295227	0.7009695768356323	0.5632539987564087	0.6903077960014343	0.5702849626541138	0.4703972339630127	0.5837015509605408	0.5472848415374756	0.5914285182952881	0.5829348564147949	0.690711498260498	0.48294925689697266	0.5252552032470703	0.6572305560112	0.730837881565094	0.7018814086914062	0.9335299730300903	0.6232839226722717	0.5228671431541443	0.4530739188194275	0.5381505489349365	0.4927564859390259	0.6311251521110535	0.5606275200843811	0.5781299471855164
0.6603484749794006	0.6809478402137756	0.41520780324935913	0.6191304922103882	0.45244917273521423	0.4543118178844452	0.5032948851585388	0.402671217918396	0.6175161004066467	0.5030569434165955	0.5867897868156433	0.7413857579231262	0.6775546073913574	0.6319550275802612	0.49846866726875305	0.5784567594528198	0.6768301129341125	0.4566129744052887	0.914360761642456	0.4871542453765869	0.34848737716674805	0.3470808267593384	0.6219466328620911	0.44794031977653503	0.5654522180557251	0.49169760942459106	0.5752049088478088
0.7025594115257263	0.6240027546882629	0.3259085714817047	0.6575912237167358	0.49537280201911926	0.5416277647018433	0.548724353313446	0.4397912323474884	0.6585695147514343	0.5513159036636353	0.5988537073135376	0.7070505023002625	0.7748374938964844	0.6675259470939636	0.5563520193099976	0.6471626162528992	0.7626976370811462	0.5444323420524597	0.9124067425727844	0.6473857760429382	0.45724159479141235	0.4712737202644348	0.6699924468994141	0.46439239382743835	0.6354170441627502	0.5418228507041931	0.6122506260871887
0.7639718055725098	0.6849414110183716	0.2867306172847748	0.7376833558082581	0.5886499881744385	0.5971536636352539	0.6010234951972961	0.5497235655784607	0.6045029163360596	0.6508695483207703	0.6519613265991211	0.7496957182884216	0.718777596950531	0.7463254332542419	0.5559965372085571	0.7010995745658875	0.7254926562309265	0.6016249060630798	0.7618285417556763	0.7395041584968567	0.5923507213592529	0.6530596613883972	0.5861285328865051	0.5671412348747253	0.6875333786010742	0.6590570211410522	0.6610099673271179
0.6861695647239685	0.6577929258346558	0.36057987809181213	0.6361964344978333	0.4960894286632538	0.5724284052848816	0.6176400184631348	0.5628722310066223	0.6602473258972168	0.5912434458732605	0.6920284032821655	0.6681248545646667	0.6617597341537476	0.6005765795707703	0.6165444850921631	0.6467751264572144	0.6713876724243164	0.5664197206497192	0.9021745324134827	0.4770236015319824	0.38186556100845337	0.45240655541419983	0.6360192894935608	0.6024304032325745	0.6398004293441772	0.5958849191665649	0.6395617127418518
0.7332772612571716	0.793204665184021	0.25929152965545654	0.6717237234115601	0.45832210779190063	0.5979469418525696	0.705071210861206	0.6159288883209229	0.7459667921066284	0.6733722686767578	0.7912796139717102	0.8171034455299377	0.7717900276184082	0.7803515195846558	0.6539397239685059	0.730692982673645	0.8401551842689514	0.597730278968811	0.9058108329772949	0.5245251655578613	0.346118301153183	0.399865061044693	0.7235411405563354	0.6728490591049194	0.7016170620918274	0.7123377919197083	0.6976104378700256
0.665756106376648	0.7851824164390564	0.3880283534526825	0.6159681677818298	0.5834138989448547	0.6600518822669983	0.7485697269439697	0.6651755571365356	0.790303647518158	0.7189317345619202	0.8471356630325317	0.9084692001342773	0.7974956631660461	0.8596599698066711	0.6835135817527771	0.7898032069206238	0.8433355689048767	0.6504095792770386	0.8599715232849121	0.6027592420578003	0.40985292196273804	0.5106936693191528	0.7924004793167114	0.7138615250587463	0.7723590135574341	0.7674077153205872	0.7771691083908081
0.699718713760376	0.6860196590423584	0.32125937938690186	0.6343517303466797	0.5422192215919495	0.5836346745491028	0.7888244986534119	0.7776339650154114	0.8048085570335388	0.7920479774475098	0.8462215662002563	0.7342716455459595	0.7686797976493835	0.7267484664916992	0.7564752697944641	0.8128723502159119	0.7639417052268982	0.5592367649078369	0.8094445466995239	0.5668143033981323	0.4951596260070801	0.5579705238342285	0.7769370079040527	0.8052210211753845	0.7963753938674927	0.7759318947792053	0.7924541234970093
0.6865658164024353	0.7037926912307739	0.3026021718978882	0.6152113080024719	0.5060150623321533	0.5205846428871155	0.7498545050621033	0.7470813989639282	0.7959199547767639	0.7720982432365417	0.8058174252510071	0.7049022316932678	0.7484593987464905	0.6831465363502502	0.7389616966247559	0.7934700846672058	0.7400095462799072	0.49979814887046814	0.8559485673904419	0.5314646363258362	0.46108826994895935	0.5182215571403503	0.7616440653800964	0.7825374007225037	0.7707403898239136	0.7370243072509766	0.7551446557044983
0.7465110421180725	0.8543838262557983	0.26594090461730957	0.6882660984992981	0.4493808150291443	0.7846550345420837	0.8760595917701721	0.8819441795349121	0.9101998209953308	1.0	0.944701075553894	0.9184024333953857	0.9434464573860168	1.0	0.855912983417511	0.8874726891517639	0.9737473130226135	0.7941492795944214	0.7822364568710327	0.7981287837028503	0.6866589784622192	0.6679694652557373	0.8739244937896729	0.9106186628341675	0.8615527749061584	0.9255796670913696	0.9036435484886169
0.6510595083236694	0.6231628060340881	0.4021587669849396	0.5961142778396606	0.6351019740104675	0.7585642337799072	0.7399621605873108	0.7312503457069397	0.7047528028488159	0.7739317417144775	0.7611139416694641	0.7383242845535278	0.6915711164474487	0.7572796940803528	0.6988152861595154	0.7616288065910339	0.7080654501914978	0.7506676912307739	0.5990785956382751	0.7076275944709778	0.6697599291801453	0.7599286437034607	0.6956920623779297	0.7317463755607605	0.788455605506897	0.7799636721611023	0.7536869645118713
0.5835872292518616	0.7509804964065552	0.48771148920059204	0.5234859585762024	0.6841853857040405	0.6915563344955444	0.8865890502929688	0.8867470026016235	0.8877316117286682	0.8127757906913757	0.9815417528152466	0.7701781988143921	0.761077880859375	0.7408584356307983	0.8102554082870483	0.924547553062439	0.7453035116195679	0.6408479809761047	0.7732527852058411	0.5613346099853516	0.45947369933128357	0.6705213189125061	0.865986704826355	0.9098393321037292	0.9187027812004089	0.8805174231529236	0.9029040336608887
0.7062237858772278	0.7857171297073364	0.4321047365665436	0.6925861239433289	0.7422572374343872	0.7142916321754456	0.8431423902511597	0.820626974105835	0.8124868273735046	0.760079026222229	0.9080487489700317	0.7355250120162964	0.7250097990036011	0.7266391515731812	0.7343000173568726	0.8393729329109192	0.6834335327148438	0.6559497117996216	0.5414392948150635	0.6290943026542664	0.5519145727157593	0.7216718792915344	0.8094314932823181	0.8087441325187683	0.8658446073532104	0.8581369519233704	0.8680025339126587
0.8158636689186096	0.768834114074707	0.29578301310539246	0.8057839870452881	0.6780769228935242	0.4167736768722534	0.6019845604896545	0.585077166557312	0.6450973749160767	0.5444071888923645	0.5763882398605347	0.44956812262535095	0.6322470307350159	0.5033660531044006	0.49640092253685	0.7144272327423096	0.6129212379455566	0.3570328652858734	0.40068870782852173	0.5273380875587463	0.4661952257156372	0.46659359335899353	0.6343016028404236	0.5542393922805786	0.7245950102806091	0.6605785489082336	0.6460289359092712
0.8506372570991516	0.7365543246269226	0.3419618010520935	0.851152777671814	0.7804726362228394	0.5357196927070618	0.7150644659996033	0.6285067796707153	0.7457823157310486	0.5308672189712524	0.6273276805877686	0.28613144159317017	0.6478827595710754	0.3568127155303955	0.6040456891059875	0.7341785430908203	0.6572728753089905	0.4374508559703827	0.3194366991519928	0.5511496067047119	0.5114544034004211	0.35407108068466187	0.7627748250961304	0.5744715929031372	0.7631244659423828	0.699450671672821	0.6916096210479736
0.698045015335083	0.7357826828956604	0.44952690601348877	0.670396625995636	0.7624678611755371	0.8031343221664429	0.7648035883903503	0.7276817560195923	0.7135516405105591	0.648108959197998	0.7489269971847534	0.48423171043395996	0.6349520087242126	0.5265358090400696	0.6891703605651855	0.7857178449630737	0.6555747389793396	0.7514397501945496	0.44206035137176514	0.6896265149116516	0.640914261341095	0.6615784168243408	0.7181179523468018	0.7008072733879089	0.8297516703605652	0.7888007760047913	0.7352175116539001
0.8051059246063232	0.7921111583709717	0.33602175116539	0.7874242663383484	0.6729591488838196	0.5165378451347351	0.8054637312889099	0.7483577728271484	0.9027892351150513	0.6851056218147278	0.8221285343170166	0.5230484008789062	0.7474007606506348	0.5546726584434509	0.7030287981033325	0.9189884662628174	0.7711247801780701	0.4204876720905304	0.6088460683822632	0.561740517616272	0.398820698261261	0.32755324244499207	0.9059349894523621	0.7545296549797058	0.9013217091560364	0.8429343700408936	0.8468926548957825
0.8300871849060059	0.8095303177833557	0.27210280299186707	0.8145714998245239	0.7153237462043762	0.4696153998374939	0.7255347967147827	0.6585347652435303	0.7935374975204468	0.5360515117645264	0.6649012565612793	0.29915979504585266	0.6535015106201172	0.33899226784706116	0.6002395749092102	0.7982550859451294	0.6518301963806152	0.359324187040329	0.47369349002838135	0.47928595542907715	0.41163015365600586	0.2606804668903351	0.7957013845443726	0.6203752160072327	0.8067910075187683	0.7048290967941284	0.7184683084487915
0.7984057068824768	0.8134432435035706	0.2868618965148926	0.7678685188293457	0.7299617528915405	0.5959177017211914	0.718307375907898	0.6461108326911926	0.7537720799446106	0.5113165378570557	0.6531435251235962	0.2316485494375229	0.6107969880104065	0.2819731533527374	0.5859670639038086	0.8130102753639221	0.6618573069572449	0.5013140439987183	0.4793723225593567	0.4697493612766266	0.41137200593948364	0.24364036321640015	0.7441200613975525	0.612346887588501	0.8224728107452393	0.7159716486930847	0.6918332576751709
0.6692827939987183	0.8823860883712769	0.3889268934726715	0.6175840497016907	0.7240042090415955	0.8229956030845642	0.8412858843803406	0.7669408917427063	0.8217041492462158	0.6787685751914978	0.8684858679771423	0.5683877468109131	0.7199656367301941	0.6045239567756653	0.7113929390907288	0.8844550251960754	0.7876428365707397	0.7752643823623657	0.5841770768165588	0.6442444324493408	0.4939935803413391	0.4549403190612793	0.8170474171638489	0.7652187347412109	0.8931034207344055	0.8593644499778748	0.8095943331718445
0.6945453882217407	0.805816113948822	0.3239404261112213	0.661113440990448	0.5757614374160767	0.830527126789093	0.8058908581733704	0.6533897519111633	0.8316181898117065	0.5977992415428162	0.7822993397712708	0.4322271943092346	0.7517138719558716	0.4607750475406647	0.7146183848381042	0.8407387733459473	0.8398803472518921	0.7673884630203247	0.6895962953567505	0.6097748279571533	0.44762352108955383	0.31080561876296997	0.8467851877212524	0.6468917727470398	0.8503307104110718	0.7735621929168701	0.7690547704696655
0.7236912250518799	0.8289029002189636	0.28454506397247314	0.6781965494155884	0.6292158961296082	0.5635179877281189	0.6340285539627075	0.5681717395782471	0.6850235462188721	0.5272507667541504	0.5768774747848511	0.31475216150283813	0.630719780921936	0.33862292766571045	0.5927849411964417	0.7165992856025696	0.6714342832565308	0.517636239528656	0.6764262318611145	0.5663923621177673	0.48816466331481934	0.2536436915397644	0.6731860637664795	0.5588281154632568	0.7176298499107361	0.6092656850814819	0.5879838466644287
0.8051233887672424	0.843414306640625	0.162227600812912	0.7470117807388306	0.59220951795578	0.5858738422393799	0.7317243218421936	0.6659605503082275	0.7267532348632812	0.563133955001831	0.6672552824020386	0.2745381295681	0.6385054588317871	0.303731769323349	0.649239718914032	0.7583897709846497	0.6938396692276001	0.5175633430480957	0.6668232679367065	0.4696464240550995	0.43985894322395325	0.21137845516204834	0.6922679543495178	0.6567058563232422	0.7522631287574768	0.6736792325973511	0.6366473436355591
0.8872917294502258	0.8100542426109314	0.10695677250623703	0.8435086011886597	0.5811165571212769	0.4065321683883667	0.5632705688476562	0.4740169942378998	0.6658082604408264	0.4535665810108185	0.4559744596481323	0.18450218439102173	0.628879964351654	0.2581706643104553	0.477851539850235	0.6437073349952698	0.6891180872917175	0.3523802161216736	0.5142196416854858	0.4242817163467407	0.40657785534858704	0.026545308530330658	0.6473121643066406	0.4408917725086212	0.6342621445655823	0.5383047461509705	0.5333890318870544
0.9046701788902283	0.7950400710105896	0.13456201553344727	0.8683205246925354	0.6081427931785583	0.4641277492046356	0.6600395441055298	0.5899488925933838	0.7132487893104553	0.4255702495574951	0.5367904901504517	0.02663649059832096	0.5833979845046997	0.10919603705406189	0.5490520000457764	0.7303879857063293	0.6307539939880371	0.3601284623146057	0.4393627345561981	0.3924870789051056	0.3875051438808441	0.09033556282520294	0.6850031018257141	0.5420445203781128	0.7355220317840576	0.619056761264801	0.5758100748062134
