EC:2.3.2.27	EC:2.3.2.-	GO:0004857	GO:0061135	GO:0005102	GO:0046914	GO:0005198	GO:0008289	GO:0098772	GO:0008092	GO:0008201	GO:0030674	GO:0019899	GO:0046983	GO:0005543	GO:0004888	GO:0042803	GO:0061659	GO:0005178	GO:0030246	GO:0050839	GO:0038023	GO:0044877	GO:0019901	GO:0042802	GO:0005509	GO:0005539	GO:0061134	GO:0019900	GO:0060089	GO:0046982	GO:0033218	GO:0004842	GO:0003677	GO:0008270	GO:1901681	GO:0061630	GO:0140096	GO:0038024	GO:0042277	GO:0019787	GO:0045296	GO:0003779	GO:0030234	GO:0060090	GO:0043130	GO:0019904	GO:0097367	GO:0060589	GO:0008047
0.8014724254608154	0.9015853404998779	0.5646491646766663	0.3128633201122284	0.3385219871997833	0.06214725226163864	0.3372671604156494	0.753400444984436	0.6928591132164001	0.7241641283035278	0.456595778465271	0.6068637371063232	0.8776998519897461	0.643869936466217	0.7344761490821838	0.8339930176734924	0.8028900027275085	0.39704588055610657	0.512442409992218	0.25398001074790955	0.418632447719574	0.8093289732933044	0.5440173745155334	0.8637081384658813	0.7497817277908325	0.2711851894855499	0.37137988209724426	0.2888181209564209	0.8618988990783691	0.8167538642883301	0.720221757888794	0.4909982681274414	0.4415779709815979	0.9188937544822693	0.574672520160675	0.6695892810821533	0.385750412940979	0.32429039478302	0.29098424315452576	0.36799779534339905	0.4568145275115967	0.41308653354644775	0.7903515100479126	0.6512759923934937	0.631302535533905	0.7097095251083374	0.6099855899810791	0.5764530301094055	0.6845242977142334	0.6482064723968506
0.6532168388366699	1.0	0.6612468957901001	0.3303655683994293	0.38359004259109497	0.07372421771287918	0.16446509957313538	0.9147433042526245	0.8376476168632507	0.8144546747207642	0.2789609134197235	0.517031192779541	0.7657371759414673	0.3096994161605835	0.8155041337013245	0.85075843334198	0.646392822265625	0.21016865968704224	0.47455504536628723	0.19873714447021484	0.41919198632240295	0.9019373059272766	0.36960309743881226	0.6537396311759949	0.4726153612136841	0.19237618148326874	0.1852584332227707	0.32625898718833923	0.6337792873382568	0.9083894491195679	0.33493009209632874	0.31739696860313416	0.35954171419143677	0.844092607498169	0.6273197531700134	0.4600234031677246	0.20732150971889496	0.17641466856002808	0.22744818031787872	0.20825891196727753	0.3647165596485138	0.4046950340270996	0.8363299369812012	0.7815331816673279	0.563045859336853	0.6070553064346313	0.5748780369758606	0.3023538291454315	0.847493588924408	0.8137152194976807
0.5279931426048279	0.8947873115539551	0.45137274265289307	0.045668378472328186	0.3719201982021332	0.04538077116012573	0.2914654314517975	0.8459206819534302	0.6622241139411926	0.7311036586761475	0.02722393162548542	0.42097723484039307	0.5419292449951172	0.15672916173934937	0.7041310667991638	0.7478530406951904	0.45327046513557434	0.0	0.21635077893733978	0.0350063294172287	0.28381961584091187	0.8323562741279602	0.19198141992092133	0.3303160071372986	0.2948761582374573	0.0	0.0	0.06408876925706863	0.3254084885120392	0.8385604619979858	0.15495356917381287	0.039436910301446915	0.17827150225639343	0.7987979054450989	0.5426872968673706	0.04648217186331749	0.006862110458314419	0.0	0.04324512928724289	0.0005601387820206583	0.17366020381450653	0.2355594038963318	0.7139892578125	0.617129921913147	0.4516976773738861	0.37255895137786865	0.4803811013698578	0.09838445484638214	0.8266088962554932	0.6566609740257263
0.765735924243927	0.8405979871749878	0.4787570834159851	0.12971307337284088	0.0	0.22554539144039154	0.31378135085105896	0.7892938852310181	0.5249459147453308	0.571361243724823	0.15351073443889618	0.28558608889579773	0.5814362168312073	0.22059758007526398	0.5072498321533203	0.6982964277267456	0.5046713948249817	0.053373921662569046	0.0	0.05220774933695793	0.0	0.7740838527679443	0.10831911116838455	0.32434141635894775	0.4050176441669464	0.021592196077108383	0.10931605845689774	0.08307508379220963	0.3285883367061615	0.7797645926475525	0.19157743453979492	0.11412791162729263	0.13462531566619873	0.9128506779670715	0.8381341695785522	0.3928661048412323	0.03698598966002464	0.21798643469810486	0.0	0.0	0.15169228613376617	0.0	0.626528263092041	0.5320279002189636	0.30912667512893677	0.4104529023170471	0.2592683434486389	0.5789017677307129	0.6806117296218872	0.5353491306304932
0.9411458373069763	0.7464706897735596	0.5425025820732117	0.23564378917217255	0.06175050884485245	0.0958673357963562	0.5957204103469849	0.8585273027420044	0.41556456685066223	0.6475383043289185	0.5284056663513184	0.4449383020401001	1.0	0.7403885126113892	0.6460247039794922	0.9376257658004761	1.0	0.27580907940864563	0.392262727022171	0.20071415603160858	0.2788550555706024	0.8951354026794434	0.4554331302642822	0.804244875907898	1.0	0.1360594928264618	0.40160971879959106	0.18860308825969696	0.7860766053199768	0.9088425636291504	0.6911429762840271	0.6494259834289551	0.3636198043823242	0.9968433976173401	0.8001775741577148	0.9670140147209167	0.25018811225891113	0.4871475100517273	0.22106525301933289	0.4381957948207855	0.38588017225265503	0.3541460931301117	0.7365707755088806	0.5391878485679626	0.48489445447921753	0.5980552434921265	0.45031988620758057	0.9404294490814209	0.5500830411911011	0.4749324321746826
0.8808584213256836	0.923347532749176	0.6864617466926575	0.3941822946071625	0.2539330720901489	0.03659725934267044	0.31486183404922485	0.9173747897148132	0.6682305932044983	0.7245326042175293	0.43725526332855225	0.5635898113250732	0.8793724179267883	0.5799846053123474	0.7458286285400391	0.876226544380188	0.9071483016014099	0.32016146183013916	0.4707341194152832	0.3139209747314453	0.40167373418807983	0.8941549062728882	0.4316169321537018	0.7977430820465088	0.7743757963180542	0.3442681133747101	0.3337753415107727	0.35050156712532043	0.7947577238082886	0.9000304341316223	0.5519081354141235	0.612010657787323	0.39619284868240356	0.856694757938385	0.5934675335884094	0.7750731706619263	0.3060165345668793	0.3120041787624359	0.29926159977912903	0.366677850484848	0.41680723428726196	0.4374176859855652	0.8213691115379333	0.7170658707618713	0.5926550030708313	0.6950796842575073	0.4959975779056549	0.6129136085510254	0.7211205363273621	0.6596383452415466
1.0	0.8031145334243774	0.604929506778717	0.2983778119087219	0.21782875061035156	0.0	0.3938915729522705	0.8368967175483704	0.5824956893920898	0.6980630159378052	0.5503762364387512	0.42164018750190735	0.9117308259010315	0.6608532667160034	0.6213186979293823	0.9129320383071899	0.9339898824691772	0.19424933195114136	0.4795999825000763	0.16427992284297943	0.36774682998657227	0.9027144312858582	0.4498680531978607	0.7448670268058777	0.8537220358848572	0.10143012553453445	0.4037844240665436	0.24560342729091644	0.733954906463623	0.9140881896018982	0.6410670280456543	0.5850862860679626	0.299895703792572	1.0	0.6804174780845642	0.9238988757133484	0.17210981249809265	0.29026392102241516	0.17553220689296722	0.39718422293663025	0.32397207617759705	0.325273722410202	0.7707998752593994	0.6003270745277405	0.47510266304016113	0.5799386501312256	0.45966336131095886	0.771406352519989	0.5685509443283081	0.5305875539779663
0.5842520594596863	0.4403477609157562	0.07050233334302902	0.014160760678350925	0.7370521426200867	0.11124943196773529	0.5886846780776978	0.15631884336471558	0.38556814193725586	0.4363853931427002	0.9048017263412476	0.07148783653974533	0.4741969108581543	0.90090411901474	0.3173269033432007	0.33583635091781616	0.5497416257858276	0.008133000694215298	0.6189678311347961	0.0	0.4608083665370941	0.3140552043914795	0.7165952324867249	0.550277829170227	0.6727221608161926	0.09875146299600601	0.8234298825263977	0.0050651864148676395	0.5734966993331909	0.31673312187194824	0.9905267357826233	0.09886758774518967	0.0	0.7823828458786011	0.3816208839416504	0.8433259129524231	0.0	0.31440868973731995	0.18974439799785614	0.30826565623283386	0.0	0.08750268071889877	0.3720457851886749	0.19164353609085083	0.14348526298999786	0.04558151960372925	0.38700947165489197	0.9704329967498779	0.11206360161304474	0.3675518333911896
0.6793109178543091	0.4370163083076477	0.4730401933193207	0.4654845595359802	0.8493162393569946	0.11117609590291977	0.39027902483940125	0.3253050744533539	0.8324871063232422	0.6146085262298584	1.0	0.16196487843990326	0.5539482235908508	0.7490482330322266	0.4896898865699768	0.304353266954422	0.5418804287910461	0.15002000331878662	0.8599622845649719	0.05758259445428848	0.6124861240386963	0.3378088176250458	0.7873638868331909	0.6790328621864319	0.5228951573371887	0.21563981473445892	0.8578943014144897	0.43077418208122253	0.6802613139152527	0.3369579613208771	0.8834640979766846	0.18483951687812805	0.14877156913280487	0.7305720448493958	0.3753991425037384	0.9953817129135132	0.14238519966602325	0.34800589084625244	0.3109695017337799	0.37858709692955017	0.1536639779806137	0.24854516983032227	0.5843749046325684	0.6017985343933105	0.2644067406654358	0.32563117146492004	0.49198371171951294	0.8449609875679016	0.3810984790325165	0.743697464466095
0.6824128031730652	0.5140548944473267	0.28105512261390686	0.3386594355106354	0.5691836476325989	0.5662506818771362	0.6006333231925964	0.08654464781284332	0.49185609817504883	0.22914215922355652	0.9121885299682617	0.04812023043632507	0.30590033531188965	0.9380407333374023	0.19080694019794464	0.09309640526771545	0.4773363173007965	0.28399449586868286	0.6644611358642578	0.2317064106464386	0.4201928973197937	0.10322768241167068	0.624839723110199	0.38831228017807007	0.6216015219688416	0.44663679599761963	0.905796468257904	0.3062867224216461	0.40331804752349854	0.10494726896286011	1.0	0.18417225778102875	0.16315686702728271	0.6275483965873718	0.804565966129303	0.8454880714416504	0.26800110936164856	0.6416260004043579	0.43485331535339355	0.3402467966079712	0.170707568526268	0.19040708243846893	0.23346993327140808	0.33240869641304016	0.10905124992132187	0.14665848016738892	0.25883445143699646	0.9350951313972473	0.11778771132230759	0.41344696283340454
