EC:1.13.11.-	EC:3.2.1.-	EC:3.1.1.-	GO:0004553	GO:0046914	GO:0051539	GO:0016757	GO:0004497	GO:0030151	GO:0043177	GO:0046983	GO:0005506	GO:0042803	GO:0016758	GO:0043546	GO:0051536	GO:0030246	GO:0046906	GO:0016701	GO:0004177	GO:0042802	GO:0016798	GO:0051540	GO:0016810	GO:0031406	GO:0051213	GO:0033218	GO:0008270	GO:0008238	GO:0140096	GO:0008233	GO:0016705	GO:0016829	GO:0016853	GO:0005507	GO:0016702	GO:0016709	GO:0020037	GO:0097367
0.2967865765094757	0.5200698375701904	0.4643782675266266	0.8302701711654663	0.5971015095710754	0.753316342830658	0.9125451445579529	0.6307659149169922	0.45028752088546753	0.8589126467704773	0.8348210453987122	0.7850239872932434	0.8930544853210449	0.8893044590950012	0.516356885433197	0.8024047017097473	0.9319920539855957	0.3857307732105255	0.8729779720306396	0.5772879719734192	0.8270857334136963	0.8519152402877808	0.8044084906578064	0.9422941207885742	0.9512009620666504	0.8887566328048706	0.774209201335907	0.6374565362930298	0.6815592050552368	0.6053017973899841	0.6977351903915405	0.6156184077262878	1.0	0.9193071126937866	0.7937637567520142	0.8855381608009338	0.6652708053588867	0.2252037227153778	0.6017844080924988
0.30161601305007935	0.5010552406311035	0.4343879818916321	0.910131573677063	0.678242564201355	0.8653988838195801	0.8434751629829407	0.6908482909202576	0.5152662992477417	0.9140421748161316	0.8306535482406616	0.8828457593917847	0.9277339577674866	0.8980867266654968	0.5872361660003662	0.8846415877342224	0.9978615045547485	0.5638523101806641	0.9573281407356262	0.6048738956451416	0.8609462380409241	0.9451180100440979	0.8852211236953735	0.9477980136871338	0.9369282722473145	1.0	0.7763484716415405	0.6698034405708313	0.7434941530227661	0.6087861061096191	0.733920156955719	0.7300814390182495	0.9288851618766785	0.9699618220329285	0.8915526270866394	0.9734914898872375	0.7383270263671875	0.42486822605133057	0.5765981078147888
0.38274210691452026	0.5884377956390381	0.49580639600753784	0.9605177640914917	0.6918885707855225	0.9795990586280823	0.8398742079734802	0.7855331897735596	0.6198352575302124	0.9167186617851257	0.857725977897644	1.0	0.9979091882705688	0.9175029397010803	0.7228153347969055	1.0	1.0	0.6490999460220337	0.952715277671814	0.5895401835441589	0.9414916634559631	1.0	1.0	1.0	0.9439493417739868	0.9359133243560791	0.8102768659591675	0.6678128242492676	0.723933219909668	0.5025166273117065	0.7300060391426086	0.8055609464645386	0.9499004483222961	1.0	0.9941092133522034	0.9210601449012756	0.8245121240615845	0.5157070755958557	0.5304113030433655
0.44982340931892395	0.49717977643013	0.4678494930267334	0.91884446144104	0.7698630690574646	0.9152476191520691	0.8299990296363831	0.7496317028999329	0.617320716381073	0.8745927214622498	0.7539655566215515	0.8923996090888977	0.8740713000297546	0.9249048829078674	0.7094394564628601	0.9042912125587463	0.9081678986549377	0.5928998589515686	0.9078295826911926	0.6711292862892151	0.8177815675735474	0.9490842223167419	0.9032003879547119	0.8152387142181396	0.9311013221740723	0.8976911306381226	0.8069765567779541	0.7468730211257935	0.7893272638320923	0.6048708558082581	0.7842679023742676	0.7586970329284668	0.8860838413238525	0.985074520111084	0.9228512048721313	0.8991636037826538	0.8066555261611938	0.4689120650291443	0.48997706174850464
0.3633471727371216	0.48726534843444824	0.4551720917224884	1.0	0.7770087718963623	0.9787037372589111	0.8003571629524231	0.7134079933166504	0.7822186946868896	1.0	0.8044464588165283	0.9035300016403198	0.959684431552887	1.0	0.7774036526679993	0.8934506177902222	0.9568331241607666	0.6510006189346313	0.8186240792274475	0.862591028213501	0.8921513557434082	0.9979131817817688	0.8906292915344238	0.8017171621322632	1.0	0.8144716620445251	1.0	0.8262822031974792	1.0	0.912115752696991	1.0	0.711381196975708	0.8868508338928223	0.9755064249038696	1.0	0.8254159092903137	0.7857632040977478	0.5641222596168518	0.5448389053344727
0.5214793682098389	0.5545119643211365	0.5117231011390686	0.7112369537353516	0.6815884113311768	0.7995719313621521	0.6033436059951782	0.5629095435142517	0.7733780741691589	0.6612993478775024	0.6450158357620239	0.7012314796447754	0.6883275508880615	0.7448408007621765	0.8072238564491272	0.7135536670684814	0.6172392964363098	0.7032573223114014	0.5919291973114014	0.7571243643760681	0.6177871227264404	0.6897590756416321	0.7106395363807678	0.5063328742980957	0.6770009398460388	0.6507564187049866	0.6957330703735352	0.6646438837051392	0.763654351234436	0.7920399308204651	0.7056135535240173	0.6318827867507935	0.5326880216598511	0.610431432723999	0.7751166224479675	0.6530854105949402	0.6770216226577759	0.6907059550285339	0.5934212803840637
0.515415370464325	0.4152491092681885	0.46766406297683716	0.6852121353149414	0.638535737991333	0.7486010193824768	0.6845824718475342	0.5482722520828247	0.738956868648529	0.5848962068557739	0.6699280738830566	0.6199170351028442	0.6953584551811218	0.76950603723526	0.7470787763595581	0.6691649556159973	0.5502141714096069	0.5798070430755615	0.48427408933639526	0.7182379364967346	0.638047993183136	0.6626612544059753	0.6665697693824768	0.48260876536369324	0.6804423928260803	0.4941974878311157	0.7019835710525513	0.6735654473304749	0.7139205932617188	0.7522323727607727	0.6888244152069092	0.5630508661270142	0.6169961094856262	0.5932475924491882	0.7199163436889648	0.5203903913497925	0.650339663028717	0.5409138202667236	0.6051494479179382
0.524955689907074	0.43177157640457153	0.4473620653152466	0.6296761631965637	0.6826112270355225	0.6676161289215088	0.6388960480690002	0.516409158706665	0.7157462239265442	0.5017319321632385	0.6379680037498474	0.583419680595398	0.6542840600013733	0.7064260244369507	0.7449131608009338	0.6074857711791992	0.5113786458969116	0.5213371515274048	0.4526478946208954	0.7573360800743103	0.5958763360977173	0.5960706472396851	0.605297863483429	0.44068819284439087	0.6168256998062134	0.4760943651199341	0.666295051574707	0.7278319001197815	0.7365714907646179	0.8044381141662598	0.7014001607894897	0.545484185218811	0.6018182039260864	0.5375404953956604	0.6462037563323975	0.49826279282569885	0.6146966218948364	0.4870990216732025	0.5955528616905212
0.7522507905960083	0.3986101448535919	0.5599055290222168	0.5598617792129517	0.5809365510940552	0.602933943271637	0.6717628836631775	0.44590356945991516	0.492567777633667	0.43083706498146057	0.7246482968330383	0.516325056552887	0.6905360221862793	0.679087221622467	0.49243444204330444	0.5711277723312378	0.494750440120697	0.5173447132110596	0.4558072090148926	0.50649493932724	0.6666550636291504	0.5556021332740784	0.5711682438850403	0.6034772396087646	0.6005515456199646	0.5699708461761475	0.5359532237052917	0.568668782711029	0.5328645706176758	0.6928051114082336	0.5623202919960022	0.5279666185379028	0.708164393901825	0.4536161720752716	0.4945999085903168	0.5150567889213562	0.4625752568244934	0.4802522659301758	0.8076215982437134
0.7704549431800842	0.4848128855228424	0.619890570640564	0.5047468543052673	0.6266272068023682	0.5447954535484314	0.6155564188957214	0.44606831669807434	0.48364290595054626	0.38544875383377075	0.6659983992576599	0.4673907458782196	0.6281107068061829	0.6170059442520142	0.4960377812385559	0.5132774114608765	0.44837579131126404	0.4831494987010956	0.463339626789093	0.5938481688499451	0.5992027521133423	0.492239385843277	0.5120193958282471	0.48516982793807983	0.5586029291152954	0.5631197690963745	0.5389713644981384	0.6114015579223633	0.5978000164031982	0.6960201859474182	0.5840297937393188	0.5207707285881042	0.643947422504425	0.4428544342517853	0.47800061106681824	0.5246739983558655	0.48316219449043274	0.44770848751068115	0.7248011231422424
0.7646093368530273	0.40947583317756653	0.6360570192337036	0.6251559853553772	0.903128981590271	0.7491230964660645	0.8271413445472717	0.6958763003349304	0.7873782515525818	0.6396613121032715	0.8746504187583923	0.7296902537345886	0.8572542071342468	0.8921421766281128	0.7964785099029541	0.7477718591690063	0.8027350902557373	0.6250985860824585	0.6493307948112488	0.7343701720237732	0.8452531695365906	0.6306036114692688	0.7474353313446045	0.7485436797142029	0.7931294441223145	0.7917951941490173	0.7716234922409058	0.7807807326316833	0.7644485235214233	0.9968211650848389	0.8417847156524658	0.7330501079559326	0.8743471503257751	0.624444842338562	0.8142091631889343	0.7247403264045715	0.6815214157104492	0.6722896695137024	0.7415457367897034
