GO:0004540	GO:0046914	GO:0140097	GO:0043565	GO:0016757	GO:0004529	GO:0003727	GO:0034061	GO:0008289	GO:0098772	GO:0016895	GO:0016896	GO:0140102	GO:0043177	GO:0003682	GO:0019899	GO:0008168	GO:0046983	GO:0008134	GO:0008757	GO:0016894	GO:0016799	GO:0003725	GO:0016888	GO:0052689	GO:0008173	GO:0042578	GO:0140110	GO:0042803	GO:0016788	GO:0016758	GO:0003684	GO:0003690	GO:0016741	GO:0016289	GO:0016772	GO:0016835	GO:0004527	GO:0044877	GO:0016893	GO:0004536	GO:0004532	GO:0019842	GO:0042802	GO:0003887	GO:0016798	GO:0003729	GO:0008194	GO:0016790	GO:0004620	GO:0008408	GO:0072341	GO:0031406	GO:0003697	GO:0004112	GO:0003677	GO:0004519	GO:0003712	GO:0140096	GO:0008233	GO:0016782	GO:0008081	GO:0016829	GO:0016791	GO:0016853	GO:0140098	GO:1990837	GO:0140101	GO:0003723	GO:0004518	GO:0008170	GO:0016779	GO:0016763	GO:0016298	GO:0016891	GO:0030234	GO:0016796	GO:0004520	GO:0004521	GO:0097367	GO:0008409	GO:0016597
0.6646464467048645	0.4778781831264496	0.6961597204208374	0.5757277607917786	0.8445999026298523	0.5816693902015686	0.6050187349319458	0.7498723864555359	0.3684333562850952	0.2656562626361847	0.5811691284179688	0.4639919698238373	0.7647910118103027	0.4061959683895111	0.33418652415275574	0.3445160388946533	0.7993966937065125	0.18352551758289337	0.3560377359390259	0.7763292193412781	0.8487264513969421	0.949113667011261	0.7604210376739502	0.8344274163246155	0.6061751842498779	0.8136579990386963	0.533909797668457	0.10488744080066681	0.3290805518627167	0.7206521034240723	0.8413906097412109	0.733782172203064	0.5867018699645996	0.7253988981246948	0.419383704662323	0.5734402537345886	0.34533122181892395	0.4646763801574707	0.23737622797489166	0.7824122309684753	0.6803860068321228	0.46588394045829773	0.28298890590667725	0.2709767818450928	0.7468579411506653	0.7500882148742676	0.5203593373298645	0.6570993661880493	0.47855499386787415	0.30095890164375305	0.573720395565033	0.3134024143218994	0.456756055355072	0.6811493635177612	0.5828784108161926	0.8858174681663513	0.7658818364143372	0.1281973272562027	0.4978182911872864	0.4181519150733948	0.5672444701194763	0.5009746551513672	0.5671868920326233	0.6036768555641174	0.7887829542160034	0.8396999835968018	0.590437114238739	0.8979912400245667	0.5472050905227661	0.7468984723091125	0.5844035744667053	0.5929182767868042	0.7423259019851685	0.3039298951625824	0.6882734298706055	0.36488935351371765	0.3568253517150879	0.8066927790641785	0.6865983009338379	0.5648846626281738	0.7021244168281555	0.4633692502975464
0.6911367774009705	0.47032952308654785	0.6951614618301392	0.6104527115821838	0.7672412395477295	0.5938394069671631	0.6308208107948303	0.7566847801208496	0.40677982568740845	0.2749022841453552	0.5932251214981079	0.5067687630653381	0.7785640954971313	0.4439913034439087	0.354021817445755	0.35622909665107727	0.7990623116493225	0.216901034116745	0.36817124485969543	0.7791436910629272	0.8355609178543091	0.847147524356842	0.7684114575386047	0.8396165370941162	0.5888721346855164	0.8261315822601318	0.5663861036300659	0.1794261634349823	0.339582622051239	0.726996660232544	0.788619875907898	0.719308078289032	0.6151872277259827	0.7081367373466492	0.4279617965221405	0.6191929578781128	0.37522268295288086	0.5034869909286499	0.2538546919822693	0.798755943775177	0.6898391842842102	0.5085470080375671	0.2952691316604614	0.2699511647224426	0.7533133625984192	0.7183623909950256	0.5229679942131042	0.6450498104095459	0.4717714190483093	0.3444395959377289	0.6102346777915955	0.3725743889808655	0.47318166494369507	0.6906348466873169	0.5926986932754517	0.881464958190918	0.7726481556892395	0.1770363748073578	0.4901931583881378	0.45442426204681396	0.6056329011917114	0.5299163460731506	0.539463996887207	0.6147741079330444	0.7522516250610352	0.8610555529594421	0.6252654194831848	0.9010061621665955	0.5681931376457214	0.7487605214118958	0.6171239614486694	0.638167142868042	0.708185613155365	0.34539616107940674	0.7112017273902893	0.3548700511455536	0.4033329486846924	0.8061555624008179	0.7011399865150452	0.6090981364250183	0.6800075173377991	0.47676441073417664
0.6697447896003723	0.5174418091773987	0.7867948412895203	0.6912571787834167	0.7078759670257568	0.647538423538208	0.7053176164627075	0.8084801435470581	0.463151752948761	0.326351523399353	0.6490300893783569	0.5843704342842102	0.777020275592804	0.5222564339637756	0.432545006275177	0.42637577652931213	0.8307690620422363	0.32480505108833313	0.4354320168495178	0.8267101645469666	0.8640458583831787	0.8086066246032715	0.8058412075042725	0.9082815647125244	0.5448892712593079	0.8513747453689575	0.6035552024841309	0.31714189052581787	0.40507447719573975	0.6548590064048767	0.6738287210464478	0.8006482720375061	0.6909914016723633	0.7772130966186523	0.4488276243209839	0.7250399589538574	0.4083860516548157	0.5849505066871643	0.34438902139663696	0.8046784400939941	0.7548950910568237	0.5881354212760925	0.3262151777744293	0.36033254861831665	0.806003212928772	0.7519240975379944	0.591177225112915	0.6042639017105103	0.46871352195739746	0.34736505150794983	0.6895617842674255	0.4385469853878021	0.5350580811500549	0.7724112272262573	0.6372435092926025	0.9556924700737	0.7669515609741211	0.24703583121299744	0.5402911901473999	0.5363641381263733	0.6628882884979248	0.5628672242164612	0.5707066059112549	0.6503764986991882	0.8210911154747009	0.8178640007972717	0.6992262601852417	0.9008541107177734	0.6168919205665588	0.7305348515510559	0.7209383249282837	0.7467093467712402	0.6713716387748718	0.3518301248550415	0.7104632258415222	0.39487823843955994	0.49424439668655396	0.8619980216026306	0.674771249294281	0.69118732213974	0.7322247624397278	0.542790949344635
0.631255030632019	0.46619027853012085	0.6736688017845154	0.736717164516449	0.6546305418014526	0.5249998569488525	0.6923910975456238	0.7278223633766174	0.5477897524833679	0.386953741312027	0.5271291136741638	0.5213496088981628	0.8762038350105286	0.6103295087814331	0.47341784834861755	0.45839056372642517	0.9969605207443237	0.38705259561538696	0.49491727352142334	0.8980724215507507	0.7942702174186707	0.7270320057868958	0.7731303572654724	0.81740403175354	0.5514460802078247	0.9018933176994324	0.5719313025474548	0.45990318059921265	0.4694540500640869	0.605073869228363	0.7200589776039124	0.6900929808616638	0.7088850736618042	0.8676596879959106	0.5549478530883789	0.6907458305358887	0.48461395502090454	0.4809170365333557	0.3311902582645416	0.7643328905105591	0.6374657154083252	0.5228369235992432	0.41077059507369995	0.3849225342273712	0.723132312297821	0.7327796220779419	0.5558658242225647	0.6692014932632446	0.5393385887145996	0.46368709206581116	0.6251489520072937	0.6252567768096924	0.5820134878158569	0.7437962293624878	0.5995937585830688	0.8933894634246826	0.6932671666145325	0.4261346161365509	0.5414081811904907	0.5588467717170715	0.8102338314056396	0.5604599714279175	0.5892746448516846	0.5789986848831177	0.7046887874603271	0.8418492078781128	0.7442348599433899	0.8832879066467285	0.5610979199409485	0.6364160180091858	0.7780929207801819	0.7027754187583923	0.6907586455345154	0.46911048889160156	0.6966506838798523	0.4067777991294861	0.3984977900981903	0.7634071707725525	0.6354421973228455	0.6792742609977722	0.5898237824440002	0.6006855964660645
0.5984878540039062	0.5930160880088806	0.8107886910438538	0.8963666558265686	0.6687968373298645	0.7149321436882019	0.9121416807174683	0.8223530650138855	0.8832456469535828	0.7523798942565918	0.7237352132797241	0.7636176943778992	0.8659453988075256	0.8803086876869202	0.8048304319381714	0.7809109687805176	1.0	0.7276240587234497	0.7960203886032104	1.0	0.8707051873207092	0.833523690700531	0.8772053718566895	0.9333736300468445	0.7265062928199768	0.9447651505470276	0.816059410572052	0.7363741993904114	0.757033109664917	0.4779052734375	0.6365948915481567	0.8920215368270874	0.8757681250572205	0.9156732559204102	0.8241069316864014	0.8678207397460938	0.45991355180740356	0.6484913229942322	0.7606694102287292	0.7867041230201721	0.7522395253181458	0.7688066959381104	0.5485446453094482	0.6891018748283386	0.8235607743263245	0.8162682056427002	0.8479531407356262	0.7891820073127747	0.8072541356086731	0.8130996823310852	0.80858314037323	0.889044463634491	0.8457863330841064	0.8933866620063782	0.8316709399223328	0.8006865978240967	0.6454551219940186	0.7797867655754089	0.8179810047149658	0.8397722840309143	0.8747379779815674	0.8159799575805664	0.5938140749931335	0.8187105655670166	0.83558589220047	0.6771900653839111	0.9141280651092529	0.7765047550201416	0.6643679141998291	0.5675138235092163	0.9861820936203003	0.8826538920402527	0.6773135662078857	0.8229777812957764	0.7631343007087708	0.7688021659851074	0.6555872559547424	0.8436461687088013	0.6116178035736084	0.8673232197761536	0.7153171896934509	0.7787862420082092
0.7071897387504578	0.4750266969203949	0.6617015600204468	0.7459192872047424	0.7454802989959717	0.612255871295929	0.9120386838912964	0.8056445121765137	0.7345187664031982	0.5307615399360657	0.6150368452072144	0.7178531289100647	0.9574481844902039	0.7415913343429565	0.6392451524734497	0.607678234577179	0.9173032641410828	0.5069995522499084	0.641106128692627	0.9404369592666626	0.8400135636329651	0.7381560802459717	0.906298041343689	0.8753875494003296	0.8018696904182434	0.9721346497535706	0.7522095441818237	0.5254874229431152	0.5799143314361572	0.5849080085754395	0.7649396657943726	0.8145745992660522	0.7655227184295654	0.8202327489852905	0.6986398100852966	0.8068553805351257	0.38936924934387207	0.5789255499839783	0.5633726119995117	0.8582069277763367	0.6770643591880798	0.7200177907943726	0.41450968384742737	0.46935415267944336	0.7950727939605713	0.6851046085357666	0.7482321858406067	0.7638174295425415	0.7267186641693115	0.733012855052948	0.7938826084136963	0.742487370967865	0.7063374519348145	0.8672412037849426	0.7258084416389465	0.7218617796897888	0.7567968964576721	0.5795904994010925	0.5904489755630493	0.6850864291191101	0.8608048558235168	0.7574346661567688	0.5384420156478882	0.6983153820037842	0.6664522886276245	0.8717472553253174	0.8102354407310486	0.9378819465637207	0.664800226688385	0.6708734631538391	0.8524333238601685	0.8045709729194641	0.7540140748023987	0.7313389182090759	0.8101155757904053	0.5540346503257751	0.53340083360672	0.7995103597640991	0.7207839488983154	0.795352578163147	0.6125307083129883	0.6657476425170898
0.7976441979408264	0.44445353746414185	0.8410912752151489	0.7404171228408813	0.8653513789176941	0.8095370531082153	0.9233766198158264	0.8674504160881042	0.7520027756690979	0.5159261226654053	0.8163080811500549	0.7691094279289246	1.0	0.7333997488021851	0.6153097152709961	0.6059115529060364	0.9556271433830261	0.4580574929714203	0.6149311065673828	0.9805341958999634	0.9777077436447144	0.9654032588005066	0.9391522407531738	0.9791654944419861	0.8115421533584595	1.0	0.8094291090965271	0.3828147053718567	0.5671157240867615	0.721739649772644	0.9228870272636414	0.8923460841178894	0.7566289305686951	0.876449465751648	0.7482564449310303	0.7916491031646729	0.5171266794204712	0.6925039291381836	0.5602808594703674	0.9289191365242004	0.8454551696777344	0.7694776654243469	0.40358659625053406	0.4388009011745453	0.8676469922065735	0.8599758744239807	0.7818407416343689	0.9118320345878601	0.7710641622543335	0.7685343027114868	0.8135749101638794	0.7204338312149048	0.7172197103500366	0.8627496957778931	0.8026765584945679	0.7210056781768799	0.870916485786438	0.49392983317375183	0.6611393094062805	0.7244285345077515	0.8738354444503784	0.7831432819366455	0.6230871677398682	0.8231521844863892	0.7318573594093323	0.9453036189079285	0.8007688522338867	1.0	0.7053694725036621	0.8179135918617249	0.8843932151794434	0.8131463527679443	0.8203046321868896	0.7690462470054626	0.8765757083892822	0.5695810914039612	0.7000478506088257	0.9224061369895935	0.8273789286613464	0.7882122993469238	0.7972793579101562	0.7403464913368225
0.7369934916496277	0.5239147543907166	0.7384799718856812	0.740111231803894	0.865386962890625	0.670035719871521	0.9003196358680725	0.826971709728241	0.7347458600997925	0.5102081298828125	0.6740396618843079	0.7256350517272949	0.9395204782485962	0.7903194427490234	0.6266103982925415	0.5841732025146484	0.9413765668869019	0.47470179200172424	0.6207216382026672	0.9455981850624084	0.8972116708755493	0.7747359275817871	0.9125556945800781	0.9108516573905945	0.743930995464325	0.9707648754119873	0.7500365972518921	0.4569053649902344	0.5812355279922485	0.5999953746795654	0.8590436577796936	0.8385517001152039	0.758730411529541	0.8569682836532593	0.6999795436859131	0.8018423914909363	0.4885019361972809	0.6041667461395264	0.5747821927070618	0.8606863617897034	0.7310465574264526	0.7286577224731445	0.45542460680007935	0.45637351274490356	0.8256043195724487	0.7290318608283997	0.7552493214607239	0.8274815678596497	0.6995581388473511	0.6749029755592346	0.770250141620636	0.7693115472793579	0.7580757737159729	0.8539604544639587	0.7559976577758789	0.7183854579925537	0.7871171832084656	0.5243164896965027	0.6265307664871216	0.7170996069908142	0.8901967406272888	0.7413974404335022	0.6430528163909912	0.7366753220558167	0.7039752006530762	0.8950290083885193	0.8051034808158875	0.9750691652297974	0.685721755027771	0.7121195793151855	0.849118709564209	0.8112668991088867	0.8646498918533325	0.6721375584602356	0.8083205223083496	0.5547311902046204	0.587128758430481	0.8338837623596191	0.7531276345252991	0.8245558142662048	0.6978945136070251	0.7641111016273499
0.7476338744163513	0.534288763999939	0.7158264517784119	0.745021402835846	0.860171377658844	0.6972405910491943	0.9044913649559021	0.7998324632644653	0.8237290382385254	0.6038729548454285	0.7026427388191223	0.7265335917472839	0.913650631904602	0.8063033819198608	0.6991150975227356	0.6750906705856323	0.8538444638252258	0.47758984565734863	0.7019196152687073	0.8898119926452637	0.9105757474899292	0.7673577070236206	0.9141013026237488	0.8483131527900696	0.856358528137207	0.937693178653717	0.7931311726570129	0.45170170068740845	0.6215922236442566	0.6253311038017273	0.8939443230628967	0.8452590107917786	0.7654801607131958	0.7442449331283569	0.8053305745124817	0.7303400635719299	0.47227442264556885	0.5830579996109009	0.6823428273200989	0.821770191192627	0.7275151610374451	0.7252001166343689	0.4606893062591553	0.47337475419044495	0.7965753674507141	0.7019714713096619	0.8319646120071411	0.8705894351005554	0.8027661442756653	0.813187837600708	0.7590764760971069	0.8142220377922058	0.7884668111801147	0.8304272890090942	0.8107966780662537	0.614419162273407	0.7785888910293579	0.6287263631820679	0.7157997488975525	0.7817978858947754	0.8192256093025208	0.8015414476394653	0.6041228175163269	0.7899200320243835	0.6291391253471375	0.8569194078445435	0.8270483016967773	0.9255332350730896	0.7040900588035583	0.7069305181503296	0.8307875394821167	0.738509476184845	0.8533611297607422	0.8047065734863281	0.8235635161399841	0.6474345326423645	0.6130818724632263	0.8113614320755005	0.7818622589111328	0.8126169443130493	0.6931858658790588	0.7964527606964111
0.8132396936416626	0.5752018690109253	0.7061529159545898	0.739588737487793	0.7992020845413208	0.7321207523345947	0.892245888710022	0.818602442741394	0.7836200594902039	0.5986087918281555	0.737201988697052	0.7567736506462097	0.868125319480896	0.7950604557991028	0.6959642767906189	0.6800011396408081	0.7699331641197205	0.43774619698524475	0.7058624029159546	0.8263342976570129	0.9195507764816284	0.6678553223609924	0.9387531280517578	0.839363157749176	0.8751964569091797	0.9087284207344055	0.8497799038887024	0.4213032126426697	0.6140183210372925	0.6947351098060608	0.8779109120368958	0.817588210105896	0.7856531143188477	0.6575664281845093	0.7797914147377014	0.7336116433143616	0.5171177387237549	0.6051681041717529	0.6846792101860046	0.8466801047325134	0.7313802242279053	0.7535074353218079	0.4369550943374634	0.4427153170108795	0.8141986131668091	0.621315062046051	0.8443771004676819	0.8389849662780762	0.7716019153594971	0.8149303197860718	0.7722188830375671	0.7761509418487549	0.777008593082428	0.7887319922447205	0.8533148169517517	0.6037980914115906	0.8211420774459839	0.598939061164856	0.7488442063331604	0.7944416403770447	0.73268061876297	0.8495866656303406	0.590020477771759	0.8355427384376526	0.5555667877197266	0.9000024795532227	0.8436916470527649	0.9362213611602783	0.7308878898620605	0.754364550113678	0.8009448051452637	0.7381269335746765	0.8171969056129456	0.8035857081413269	0.871828019618988	0.6422045826911926	0.6504186391830444	0.806286633014679	0.8484367728233337	0.8322597742080688	0.7016507983207703	0.8000988960266113
