EC:2.7.11.1	EC:2.4.2.-	EC:3.4.19.-	EC:3.2.1.-	EC:2.7.7.-	EC:2.3.2.27	EC:2.3.1.48	EC:2.3.2.-	EC:2.7.11.-	EC:2.3.1.-	EC:3.1.13.-	EC:3.2.2.-	EC:3.4.19.12	EC:2.7.7.48	EC:2.1.1.-	EC:3.1.4.-	EC:3.6.4.-	EC:3.5.1.-	EC:1.5.1.-	GO:0046914	GO:0140110	GO:0038023	GO:0042802	GO:0003700	GO:0060089	GO:0003677	GO:0008270
0.9007363319396973	0.8293151259422302	0.6240586638450623	0.4099033772945404	0.47236189246177673	0.617182195186615	0.6557068824768066	0.6248763203620911	0.8875977993011475	0.5825448632240295	0.5223903656005859	0.753931999206543	0.5931065678596497	0.44927525520324707	0.6672775745391846	0.42637139558792114	0.6714003086090088	0.459771990776062	0.27199289202690125	0.07627124339342117	0.79707932472229	0.9155625104904175	0.7028311491012573	0.7663552761077881	0.9223330020904541	0.6066250205039978	0.8019439578056335
0.9583964943885803	0.7781973481178284	0.6649604439735413	0.3550952672958374	0.6177071332931519	0.6926383376121521	0.6450778841972351	0.685714066028595	0.9436240792274475	0.5337808728218079	0.39573612809181213	0.5754706859588623	0.6441047191619873	0.5452355742454529	0.4178604185581207	0.3752089738845825	0.751214325428009	0.4790678024291992	0.18336619436740875	0.14578649401664734	0.8196747899055481	0.9718014001846313	0.9365208148956299	0.7645999193191528	0.9795956611633301	0.47300833463668823	0.7349032759666443
0.9799098968505859	0.8434746861457825	0.6632888317108154	0.3977814018726349	0.6222323179244995	0.6815144419670105	0.6895354986190796	0.668095052242279	0.9670847654342651	0.5208090543746948	0.4510515034198761	0.6925684213638306	0.6426820755004883	0.5525286793708801	0.4589163362979889	0.4137067198753357	0.7551543116569519	0.4427103102207184	0.22138957679271698	0.15467680990695953	0.8401291966438293	0.9677082300186157	0.920425534248352	0.785953938961029	0.9724499583244324	0.46803706884384155	0.7043758034706116
0.9252927303314209	0.784053385257721	0.6252537965774536	0.30384889245033264	0.5647473931312561	0.6604047417640686	0.6518688797950745	0.6411441564559937	0.903355062007904	0.4724714457988739	0.4077092111110687	0.5595571398735046	0.5974862575531006	0.47283512353897095	0.44601601362228394	0.3078339695930481	0.7732753753662109	0.2719130516052246	0.20683756470680237	0.11736535280942917	0.8725200891494751	0.9859987497329712	1.0	0.8230372071266174	0.9941567182540894	0.5148876309394836	0.7157425284385681
0.8766109943389893	0.7935333251953125	0.6680004000663757	0.4663756787776947	0.7955706715583801	0.48834407329559326	0.6502495408058167	0.4058779776096344	0.8446342945098877	0.404335618019104	0.4691697061061859	0.6992532014846802	0.6074702143669128	0.6161137819290161	0.4302385449409485	0.5394836664199829	0.783499002456665	0.3549945652484894	0.3585209250450134	0.001655718544498086	0.789945662021637	1.0	0.9284244179725647	0.7353332042694092	1.0	0.3695596754550934	0.6702110171318054
0.8834269642829895	0.8019766807556152	0.6782587766647339	0.5433621406555176	0.8973019123077393	0.4597276747226715	0.678474485874176	0.3501627743244171	0.8645215034484863	0.373584121465683	0.47948285937309265	0.7070299386978149	0.6040948033332825	0.7119512557983398	0.4026286005973816	0.5933607220649719	0.8673998117446899	0.42763248085975647	0.3604384660720825	0.0833236426115036	0.8349325060844421	0.9943057298660278	0.8457297682762146	0.7841086983680725	0.9933029413223267	0.4291492998600006	0.7108824849128723
0.8229478001594543	0.6892668008804321	0.5318344235420227	0.22212766110897064	0.4727168381214142	0.5412390828132629	0.45955926179885864	0.4980381429195404	0.7781745195388794	0.387340247631073	0.4395647943019867	0.5741835832595825	0.47066009044647217	0.3494269549846649	0.4747146964073181	0.371185839176178	0.6475975513458252	0.1864883154630661	0.1824226677417755	0.09876734763383865	0.8266600370407104	0.9375892877578735	0.6976702809333801	0.7860006093978882	0.938911497592926	0.4920418858528137	0.7185209393501282
0.6745227575302124	0.6597256660461426	0.5432813167572021	0.3833811283111572	0.6273177862167358	0.3024131655693054	0.429768443107605	0.253401517868042	0.6301106810569763	0.3200029134750366	0.26776936650276184	0.4918630123138428	0.45566800236701965	0.4272787570953369	0.1842254400253296	0.46387824416160583	0.5614083409309387	0.36693963408470154	0.26692885160446167	0.11446224898099899	0.8279610276222229	0.9661936163902283	0.8044255971908569	0.7805721163749695	0.9649141430854797	0.4335396885871887	0.7003393769264221
0.6296116709709167	0.6739434003829956	0.5365564227104187	0.45516303181648254	0.6315387487411499	0.2589951157569885	0.4716394543647766	0.2060621678829193	0.59584641456604	0.37218010425567627	0.29130271077156067	0.539158046245575	0.44127216935157776	0.44196781516075134	0.20021718740463257	0.5544368624687195	0.5476245880126953	0.43634817004203796	0.2947244346141815	0.10031440109014511	0.7142536044120789	0.8442533612251282	0.6658927798271179	0.678119421005249	0.8437994122505188	0.4138074815273285	0.6306954026222229
0.7472360730171204	0.7533392310142517	0.6958868503570557	0.4861100912094116	0.7144919037818909	0.2967512011528015	0.4842768907546997	0.19228336215019226	0.7363038659095764	0.3142045736312866	0.2704899311065674	0.5828999876976013	0.5848559141159058	0.6193315386772156	0.31236013770103455	0.55433589220047	0.7216342091560364	0.5310609936714172	0.2445632517337799	0.0	0.6508192420005798	0.7632929086685181	0.488069087266922	0.6311919689178467	0.7656638026237488	0.4416239261627197	0.6082122325897217
