GO:0004857	GO:0016301	GO:0008234	GO:0005102	GO:0046914	GO:0005215	GO:0016757	GO:0016818	GO:0008289	GO:0098772	GO:0008092	GO:0043177	GO:0019899	GO:0046983	GO:0005543	GO:0008134	GO:0004888	GO:0032553	GO:0019203	GO:0052689	GO:0042578	GO:0042803	GO:0016788	GO:0016758	GO:0016289	GO:0016772	GO:0061659	GO:0030246	GO:0050839	GO:0038023	GO:0044877	GO:0004197	GO:0042562	GO:0019901	GO:0030695	GO:0042802	GO:0022857	GO:0005509	GO:0016798	GO:0008194	GO:0016790	GO:0004620	GO:0005539	GO:0004721	GO:0016817	GO:0072341	GO:0031406	GO:0019900	GO:0060089	GO:0004112	GO:0046982	GO:0033218	GO:0004842	GO:0003677	GO:0004114	GO:0004519	GO:0004725	GO:0003993	GO:1901681	GO:0061630	GO:0008252	GO:0140096	GO:0008233	GO:0005516	GO:0008081	GO:0016791	GO:0043178	GO:0042277	GO:0005319	GO:0019787	GO:0003723	GO:0004518	GO:1901981	GO:0016779	GO:0016462	GO:0016298	GO:0003779	GO:0004722	GO:0030234	GO:0097367	GO:0060589	GO:0008047	GO:0004930	GO:0035091	GO:0016773
0.6148852109909058	0.8678874969482422	0.35392484068870544	0.6272307634353638	0.6703692674636841	0.7858854532241821	0.5370724201202393	0.7430421710014343	0.6088383793830872	0.49686259031295776	0.23906433582305908	0.7251543998718262	0.30611032247543335	0.7446650862693787	0.608130693435669	0.655681312084198	0.6118720769882202	0.8669449090957642	0.5207467079162598	0.5560048222541809	0.05344030261039734	0.7283452153205872	0.0008236663998104632	0.7201775312423706	0.6320032477378845	0.8623268604278564	0.40864139795303345	0.6946294903755188	0.6006824374198914	0.5900641679763794	0.5464348196983337	0.38247913122177124	0.5515527725219727	0.1533818393945694	0.4547341465950012	0.8305721879005432	0.8582584857940674	0.6087249517440796	0.7302350401878357	0.543444037437439	0.5742567181587219	0.3951078951358795	0.7085018754005432	0.07620836049318314	0.7417757511138916	0.7783371210098267	0.7519847750663757	0.14997243881225586	0.6397955417633057	0.613528847694397	0.6749069690704346	0.7204834818840027	0.46498915553092957	0.6876223087310791	0.564756453037262	0.6916784048080444	0.10458656400442123	0.33663660287857056	0.7761382460594177	0.4126662611961365	0.5797052383422852	0.2675808370113373	0.6003618836402893	0.5632744431495667	0.5694579482078552	0.08936596661806107	0.5071451663970947	0.6913478374481201	0.6385314464569092	0.5485833883285522	0.6764690279960632	0.6395763754844666	0.44020703434944153	0.8199593424797058	0.7349981665611267	0.4085794985294342	0.1511930674314499	0.1412813812494278	0.5099263787269592	0.7830295562744141	0.48778337240219116	0.3790804147720337	0.7102031707763672	0.5151976346969604	0.8912535905838013
0.5186511874198914	0.4912465214729309	0.2710876762866974	0.5451058745384216	0.4446399211883545	0.5164651870727539	0.31637275218963623	0.5003678798675537	0.5647707581520081	0.49042361974716187	0.1813298463821411	0.4637807607650757	0.16792190074920654	0.6197647452354431	0.5442792177200317	0.46288278698921204	0.42062535881996155	0.550815224647522	0.3752833306789398	0.5188327431678772	0.21523062884807587	0.555500864982605	0.19432620704174042	0.5645354986190796	0.48227283358573914	0.5849246978759766	0.2480441927909851	0.6457656621932983	0.4973183870315552	0.37464654445648193	0.4419097304344177	0.25379782915115356	0.32737788558006287	0.08502457290887833	0.38650742173194885	0.6525310277938843	0.5032243728637695	0.49838149547576904	0.6015139222145081	0.5048777461051941	0.4625909924507141	0.4916260838508606	0.5224226117134094	0.2358713150024414	0.49759912490844727	0.5518735647201538	0.5002741813659668	0.0632963478565216	0.4300968647003174	0.452223539352417	0.5271953344345093	0.46812960505485535	0.3050518035888672	0.6175075769424438	0.39103642106056213	0.6047064661979675	0.17845293879508972	0.27175936102867126	0.519431471824646	0.24926786124706268	0.4684985876083374	0.19539107382297516	0.3940601646900177	0.315310001373291	0.5182298421859741	0.2290225476026535	0.3790336549282074	0.4599129855632782	0.47749990224838257	0.37060368061065674	0.5704785585403442	0.6064580082893372	0.3908078074455261	0.6464865207672119	0.5027233362197876	0.509103536605835	0.09418638050556183	0.006775068584829569	0.48966145515441895	0.48984527587890625	0.3972530961036682	0.3764461576938629	0.49899613857269287	0.4439981281757355	0.5087407231330872
0.39091894030570984	0.5272899270057678	0.4949687123298645	0.49506670236587524	0.42848172783851624	0.49955856800079346	0.5360032916069031	0.4989183843135834	0.5361285209655762	0.3466896414756775	0.15820595622062683	0.4746793806552887	0.08858628571033478	0.6071476340293884	0.47361257672309875	0.46483951807022095	0.44620370864868164	0.5312094688415527	0.42919471859931946	0.4113793671131134	0.23319406807422638	0.5278565287590027	0.2023741453886032	0.6517161130905151	0.5480595231056213	0.6321524977684021	0.20717355608940125	0.7086477279663086	0.45573505759239197	0.4143388271331787	0.35810887813568115	0.4017828404903412	0.3295683264732361	0.06479686498641968	0.35952669382095337	0.6168692111968994	0.48928168416023254	0.31007954478263855	0.7470060586929321	0.5862399935722351	0.5088386535644531	0.31156405806541443	0.45671260356903076	0.36018529534339905	0.495975136756897	0.5922752618789673	0.5227324366569519	0.003169556614011526	0.4500778913497925	0.4382796585559845	0.5436663031578064	0.5043801665306091	0.2773856818675995	0.6654087901115417	0.3761068880558014	0.6733343005180359	0.2695380747318268	0.259863942861557	0.4901432991027832	0.20939932763576508	0.5006140470504761	0.33739906549453735	0.4921529293060303	0.38109731674194336	0.41871124505996704	0.3223825693130493	0.36538469791412354	0.46333205699920654	0.4861854612827301	0.351002037525177	0.6067557334899902	0.6907966136932373	0.37703338265419006	0.6826373338699341	0.5116168260574341	0.3295339047908783	0.13805022835731506	0.08472415804862976	0.3575766086578369	0.4609021544456482	0.36388257145881653	0.36865153908729553	0.5387842655181885	0.429796040058136	0.539854109287262
0.3566708564758301	0.19056245684623718	0.27024367451667786	0.34202128648757935	0.3238662779331207	0.2999759912490845	0.10066387057304382	0.16437339782714844	0.383593887090683	0.6089648008346558	0.2800258696079254	0.20764726400375366	0.2981114089488983	0.26019346714019775	0.3902254104614258	0.1809137761592865	0.2813270092010498	0.1974949687719345	0.06676453351974487	0.13828016817569733	0.7300168871879578	0.26878273487091064	0.6376028656959534	0.18848121166229248	0.18237033486366272	0.18080510199069977	0.3111136555671692	0.25589218735694885	0.26024070382118225	0.2846466898918152	0.30614957213401794	0.30820271372795105	0.24065198004245758	0.21391808986663818	0.22441580891609192	0.2925354540348053	0.3316209316253662	0.3741258680820465	0.1452253758907318	0.16253532469272614	0.19504012167453766	0.20296147465705872	0.23990443348884583	0.7625113129615784	0.16492800414562225	0.285036563873291	0.21530437469482422	0.28096330165863037	0.28081297874450684	0.16527029871940613	0.2507074177265167	0.2918975055217743	0.27970677614212036	0.16165587306022644	0.1949445754289627	0.19162866473197937	0.7001713514328003	0.1641741693019867	0.2290654480457306	0.31035178899765015	0.1564416140317917	0.7929851412773132	0.27634763717651367	0.21098178625106812	0.1890486478805542	0.7369916439056396	0.2510232627391815	0.3423883020877838	0.23302367329597473	0.276919424533844	0.18680445849895477	0.1736423671245575	0.2654874324798584	0.15898872911930084	0.16315998136997223	0.20471423864364624	0.2516760528087616	0.4022669494152069	0.5690580010414124	0.19751659035682678	0.2397259771823883	0.28109490871429443	0.2891830503940582	0.30839210748672485	0.1973150670528412
0.3066026568412781	0.2770271301269531	0.5985299348831177	0.4853096306324005	0.5249976515769958	0.49135538935661316	0.4035959839820862	0.3004060387611389	0.4481087923049927	0.4817809462547302	0.35967910289764404	0.3541049361228943	0.3138192892074585	0.42210954427719116	0.4503224492073059	0.30416515469551086	0.40604349970817566	0.2690349817276001	0.30249491333961487	0.28228428959846497	0.5552226901054382	0.3907577693462372	0.4331703782081604	0.5535781979560852	0.30325064063072205	0.3029744625091553	0.4192521274089813	0.4772041141986847	0.3910689949989319	0.35043105483055115	0.344612717628479	0.5558891892433167	0.3040561378002167	0.22432781755924225	0.3100336492061615	0.44009166955947876	0.5365900993347168	0.41913527250289917	0.40536749362945557	0.5261505246162415	0.27639949321746826	0.3906124234199524	0.3605809807777405	0.6437745690345764	0.29881060123443604	0.47440391778945923	0.33793875575065613	0.26278331875801086	0.3577856421470642	0.26295095682144165	0.4203169345855713	0.4422178864479065	0.3770133852958679	0.31198543310165405	0.29767531156539917	0.3248763084411621	0.6820114850997925	0.40567705035209656	0.37739673256874084	0.41965973377227783	0.35520434379577637	0.7123706936836243	0.5155766606330872	0.3554198145866394	0.3383975625038147	0.5958313345909119	0.3610305190086365	0.5047544836997986	0.37807080149650574	0.38302043080329895	0.33487468957901	0.32536572217941284	0.36446329951286316	0.34665238857269287	0.30314937233924866	0.40568795800209045	0.32810208201408386	0.40020883083343506	0.4271371066570282	0.2635737359523773	0.3116622269153595	0.3766762614250183	0.4700358808040619	0.3906652331352234	0.3017443120479584
0.23104992508888245	0.0	0.3760501742362976	0.18051211535930634	0.2396007478237152	0.14446018636226654	0.20869392156600952	0.05566843971610069	0.19835114479064941	0.5126783847808838	0.29035595059394836	0.08567313104867935	0.24538101255893707	0.05365363135933876	0.18510045111179352	0.054438184946775436	0.15445548295974731	0.0	0.09335771203041077	0.1037592962384224	0.8859670162200928	0.08496178686618805	0.8324084877967834	0.20127612352371216	0.1119273453950882	0.0322117917239666	0.2437555342912674	0.21180319786071777	0.10780621320009232	0.1467534303665161	0.1273755580186844	0.3096756339073181	0.09631245583295822	0.19223996996879578	0.09289855509996414	0.05804302170872688	0.17637532949447632	0.14232796430587769	0.18702340126037598	0.19313104450702667	0.1799807846546173	0.09753869473934174	0.06762517243623734	0.9782010912895203	0.055430974811315536	0.17232494056224823	0.06382999569177628	0.27167314291000366	0.13012592494487762	0.05270988866686821	0.0967281311750412	0.16177521646022797	0.1928069144487381	0.0869302749633789	0.07943161576986313	0.11919977515935898	0.8530601859092712	0.2609223425388336	0.06929577887058258	0.2410542070865631	0.16175872087478638	0.9018487334251404	0.18720915913581848	0.1092124804854393	0.0657394602894783	0.9347655177116394	0.12961696088314056	0.21723096072673798	0.10444021970033646	0.16973824799060822	0.09536895900964737	0.12093082815408707	0.13322190940380096	0.04754822328686714	0.06383045762777328	0.09819124639034271	0.29062625765800476	0.5849423408508301	0.4834211468696594	0.010448318906128407	0.09985114634037018	0.20024235546588898	0.17662620544433594	0.14385578036308289	0.0011535801459103823
0.0	0.14924687147140503	0.9481127262115479	0.29380837082862854	0.5713927745819092	0.5805099010467529	0.646677553653717	0.1685640662908554	0.020219210535287857	0.04924464225769043	0.415364146232605	0.24321205914020538	0.19076934456825256	0.14573530852794647	0.011867370456457138	0.0626135841012001	0.3669787049293518	0.055106472223997116	0.29697972536087036	0.19721131026744843	0.5841982960700989	0.059039127081632614	0.42517489194869995	0.8086968660354614	0.09573505073785782	0.19696193933486938	0.39224299788475037	0.4322780668735504	0.21704857051372528	0.295125275850296	7.590626773890108e-05	0.6458057761192322	0.1266905665397644	0.10561981052160263	0.02139858342707157	0.08333779871463776	0.7148247957229614	0.012000365182757378	0.6414177417755127	0.7247663736343384	0.10596857964992523	0.08696702867746353	0.18243543803691864	0.7998392581939697	0.16485655307769775	0.4934098422527313	0.1182650551199913	0.20844271779060364	0.27190956473350525	0.03904888778924942	0.2701990604400635	0.43242430686950684	0.30489853024482727	0.06824317574501038	0.07400742918252945	0.09363732486963272	0.9425705075263977	0.623602032661438	0.2962198257446289	0.3894785940647125	0.5035248398780823	0.6541494131088257	0.5318703651428223	0.25821468234062195	0.24189920723438263	0.7432273030281067	0.1748328059911728	0.5560431480407715	0.2815150022506714	0.2859778106212616	0.06168803572654724	0.17675425112247467	0.08082626014947891	0.20780515670776367	0.19931133091449738	0.13347819447517395	0.4047606289386749	0.5329979062080383	0.04220743477344513	0.042349521070718765	0.006205969024449587	0.17783309519290924	0.5193111896514893	0.029821662232279778	0.20214389264583588
0.2654818594455719	0.2736049294471741	0.8954310417175293	0.4115939438343048	0.6331996321678162	0.6214713454246521	0.5358279347419739	0.35758283734321594	0.14939571917057037	0.32847851514816284	0.5850608348846436	0.3374740183353424	0.4295531213283539	0.2142469882965088	0.17342670261859894	0.23407886922359467	0.4352291226387024	0.21732406318187714	0.4026069939136505	0.4235144555568695	0.5415331721305847	0.13217629492282867	0.4158433973789215	0.7079938054084778	0.25315913558006287	0.33068349957466125	0.5404601693153381	0.4121209681034088	0.37085652351379395	0.3736806809902191	0.20162074267864227	0.6246559619903564	0.277252733707428	0.3761413097381592	0.23499877750873566	0.07067543268203735	0.7194348573684692	0.19463516771793365	0.5895774364471436	0.6532187461853027	0.2946685552597046	0.30401578545570374	0.34079140424728394	0.7409875392913818	0.3563903570175171	0.5276698470115662	0.20974352955818176	0.49591368436813354	0.3705001771450043	0.27278608083724976	0.355892151594162	0.46980521082878113	0.4668735861778259	0.2196234166622162	0.32728174328804016	0.21989771723747253	0.8895432353019714	0.7367074489593506	0.3889090418815613	0.536206066608429	0.6440991163253784	0.5978244543075562	0.4976577162742615	0.3521643579006195	0.4468400180339813	0.6530337333679199	0.3347572088241577	0.5945889949798584	0.4078359305858612	0.4430718421936035	0.20117555558681488	0.2760108411312103	0.267198383808136	0.3282760977745056	0.381173312664032	0.3317784070968628	0.5443190932273865	0.7182455658912659	0.3227159082889557	0.1720394790172577	0.22609221935272217	0.3366709351539612	0.5539923906326294	0.21034680306911469	0.30644360184669495
0.31165847182273865	0.2535497546195984	0.686602771282196	0.2777577042579651	0.4531501829624176	0.5019376277923584	0.4127981960773468	0.36494702100753784	0.1835908740758896	0.28501227498054504	0.28515028953552246	0.20249205827713013	0.17919094860553741	0.22824431955814362	0.16447190940380096	0.18510116636753082	0.34989142417907715	0.2556019127368927	0.513908326625824	0.409801721572876	0.5635303854942322	0.1122024655342102	0.47569647431373596	0.598145604133606	0.18431323766708374	0.3841448724269867	0.25921890139579773	0.4699523448944092	0.2836727797985077	0.3061383068561554	0.11168434470891953	0.42484042048454285	0.17098994553089142	0.10800515115261078	0.1243598684668541	0.08153354376554489	0.5499454140663147	0.14095628261566162	0.5408455729484558	0.5640560984611511	0.2346516102552414	0.3329284191131592	0.2880777418613434	0.6636521220207214	0.3646996021270752	0.3882429599761963	0.12451120465993881	0.19936609268188477	0.324016273021698	0.4257872998714447	0.2678025960922241	0.29881882667541504	0.23510436713695526	0.3707984685897827	0.4361037611961365	0.34798750281333923	0.6552243232727051	0.7111412882804871	0.2623414695262909	0.25604870915412903	0.6746024489402771	0.3352052569389343	0.3589368164539337	0.14393934607505798	0.5738333463668823	0.6349565386772156	0.21482804417610168	0.4175015687942505	0.329664409160614	0.2495993971824646	0.333595871925354	0.4378751814365387	0.1663626730442047	0.43875768780708313	0.3847857415676117	0.33962103724479675	0.2425394356250763	0.5454803109169006	0.3149091899394989	0.19916482269763947	0.1208605244755745	0.2649933397769928	0.4622337520122528	0.13373245298862457	0.29127395153045654
0.29072216153144836	0.24046136438846588	0.7420159578323364	0.3480956256389618	0.5458282828330994	0.6101106405258179	0.43254148960113525	0.32538941502571106	0.1698005199432373	0.28557834029197693	0.3124341368675232	0.2572886645793915	0.2522634267807007	0.2557998299598694	0.17935973405838013	0.17842142283916473	0.4197503328323364	0.23243649303913116	0.42857012152671814	0.40877750515937805	0.5196697115898132	0.1440223902463913	0.4108286201953888	0.6828365325927734	0.18732711672782898	0.3319399356842041	0.36363136768341064	0.46654683351516724	0.3342055082321167	0.36425673961639404	0.12489695847034454	0.5146033763885498	0.2178744375705719	0.1660781353712082	0.15759989619255066	0.12746870517730713	0.6836985349655151	0.2100287675857544	0.5220983028411865	0.6242470145225525	0.2541162073612213	0.35122326016426086	0.34200429916381836	0.6120263934135437	0.32455694675445557	0.4588150382041931	0.1537882685661316	0.2843863368034363	0.3702599108219147	0.33808305859565735	0.30349934101104736	0.3742535710334778	0.3184460699558258	0.2727014422416687	0.3569035232067108	0.2483782023191452	0.6899464130401611	0.7140806317329407	0.33475929498672485	0.3609062731266022	0.6231436133384705	0.3703663945198059	0.40715593099594116	0.19285646080970764	0.543440580368042	0.5811083316802979	0.26752397418022156	0.5156841278076172	0.3690338134765625	0.3219192624092102	0.2545570731163025	0.32542937994003296	0.18081875145435333	0.37127387523651123	0.34348711371421814	0.36650124192237854	0.24743099510669708	0.5334622859954834	0.2979123294353485	0.19048260152339935	0.15379513800144196	0.29523929953575134	0.5357181429862976	0.14260143041610718	0.2880568206310272
