GO:0016301	GO:0046914	GO:0017076	GO:0008289	GO:0098772	GO:0032559	GO:0005543	GO:0016874	GO:0032553	GO:0032555	GO:0016788	GO:0016772	GO:0030246	GO:0016860	GO:0005509	GO:0035639	GO:0004842	GO:0030554	GO:0140096	GO:0008233	GO:0016705	GO:0016853	GO:0019787	GO:0004672	GO:0005524	GO:0016879	GO:0030234	GO:0097367	GO:0016773
0.21322277188301086	0.6298430562019348	0.20475660264492035	0.7372226715087891	0.46973860263824463	0.20542298257350922	0.5928868055343628	0.8192238807678223	0.24360667169094086	0.2115871161222458	0.5614528059959412	0.31826844811439514	0.4953792095184326	0.9305567145347595	0.6594242453575134	0.23253366351127625	0.2987304627895355	0.19687016308307648	0.19707074761390686	0.24387335777282715	0.9241197109222412	0.9812558889389038	0.14823277294635773	0.2743016481399536	0.22101779282093048	0.8119573593139648	0.4823119044303894	0.22182044386863708	0.2004297375679016
0.40333715081214905	0.6042684316635132	0.346099853515625	0.6697521805763245	0.45641788840293884	0.33868834376335144	0.5316678285598755	0.8486276865005493	0.3905375599861145	0.35212287306785583	0.5519640445709229	0.4757828712463379	0.6710720062255859	0.8238062262535095	0.6354540586471558	0.3641883134841919	0.274416446685791	0.3305298388004303	0.22687111794948578	0.287855863571167	0.8652205467224121	0.8646093010902405	0.2028820961713791	0.4144909083843231	0.3485655188560486	0.8913735747337341	0.458296537399292	0.3671822249889374	0.38044655323028564
0.35218149423599243	0.6896085143089294	0.282064825296402	0.7936093211174011	0.5967074632644653	0.27125629782676697	0.6912297606468201	0.7555401921272278	0.3243446350097656	0.2873059809207916	0.6946002244949341	0.4732617437839508	0.7409563064575195	0.9365907311439514	0.723402738571167	0.3005366623401642	0.4250446557998657	0.2636728882789612	0.21603938937187195	0.31924647092819214	0.8986673355102539	0.9916369318962097	0.31695786118507385	0.4750184714794159	0.2836575508117676	0.7832765579223633	0.5959024429321289	0.30682021379470825	0.35809266567230225
0.5438225269317627	0.6591842174530029	0.42686545848846436	0.7794926762580872	0.5989173054695129	0.4034537076950073	0.6723552346229553	0.7990366220474243	0.4721193015575409	0.43155041337013245	0.7801288962364197	0.6483020186424255	0.8546008467674255	0.8474922776222229	0.6638036966323853	0.4372461140155792	0.3996706008911133	0.3964225947856903	0.21674838662147522	0.2788947522640228	0.8261274695396423	0.9339343309402466	0.3501986563205719	0.6542527079582214	0.4116807281970978	0.8664069771766663	0.6012091040611267	0.45806801319122314	0.5414028167724609
0.5572198033332825	0.573695719242096	0.386938214302063	0.718869149684906	0.5783615112304688	0.3610389232635498	0.6422767639160156	0.6089388132095337	0.40659046173095703	0.38801705837249756	0.7276360392570496	0.6263051629066467	0.7056881189346313	0.681571364402771	0.686898946762085	0.3815077841281891	0.4651583731174469	0.35845133662223816	0.29676905274391174	0.3811815083026886	0.6562228798866272	0.7265021204948425	0.4570043385028839	0.6689222455024719	0.3589908480644226	0.652064323425293	0.5781950950622559	0.398289293050766	0.5559073090553284
0.5276302695274353	0.458656370639801	0.2759856879711151	0.7884306907653809	0.6370644569396973	0.2456841766834259	0.7050336003303528	0.41192716360092163	0.2814834415912628	0.27421051263809204	0.691645622253418	0.5980017185211182	0.6009570956230164	0.5423874258995056	0.7110440135002136	0.25957614183425903	0.4485747516155243	0.246239572763443	0.1303720772266388	0.1637878268957138	0.546047031879425	0.6022886633872986	0.33886948227882385	0.668703019618988	0.23737835884094238	0.42651650309562683	0.6274386644363403	0.2831922173500061	0.5449456572532654
0.591766893863678	0.3363598883152008	0.3094373643398285	0.7623910307884216	0.6633773446083069	0.27655479311943054	0.7087895274162292	0.32137560844421387	0.29520130157470703	0.3050574064254761	0.6585243940353394	0.6498656868934631	0.5804247856140137	0.3647669553756714	0.6708479523658752	0.28258946537971497	0.43424558639526367	0.2804357409477234	0.2431267946958542	0.25256818532943726	0.34317636489868164	0.4551422595977783	0.4027080237865448	0.7701901197433472	0.2628287076950073	0.3152017295360565	0.6523226499557495	0.2977389097213745	0.6355819702148438
0.5708786249160767	0.34279853105545044	0.2025241255760193	0.7766054272651672	0.6969614028930664	0.16976629197597504	0.7251871824264526	0.23446376621723175	0.18725460767745972	0.19734913110733032	0.623088002204895	0.6260937452316284	0.46923795342445374	0.31668156385421753	0.7352272272109985	0.17206797003746033	0.4812304377555847	0.17426680028438568	0.23029758036136627	0.28132694959640503	0.336153119802475	0.36963123083114624	0.35560673475265503	0.7217915654182434	0.15375861525535583	0.22450554370880127	0.6810979843139648	0.17588500678539276	0.595947802066803
0.5976346731185913	0.30118584632873535	0.1327642947435379	0.8094488382339478	0.8696867227554321	0.08888686448335648	0.8478610515594482	0.0	0.0844845250248909	0.12166011333465576	0.6915327310562134	0.6758231520652771	0.4513842761516571	0.1993919312953949	0.8143541812896729	0.08857553452253342	0.6575058698654175	0.09952927380800247	0.3834993839263916	0.5152695178985596	0.13393665850162506	0.27548572421073914	0.580805242061615	0.8577958345413208	0.0699692815542221	0.0044076223857700825	0.8567349910736084	0.07082413882017136	0.6498952507972717
0.7157589793205261	0.4180491268634796	0.2870241701602936	0.8082863092422485	0.8619962334632874	0.2442542463541031	0.8263559341430664	0.2197755128145218	0.257592111825943	0.2795696258544922	0.7568967938423157	0.7941585779190063	0.6657140254974365	0.40068507194519043	0.7888674736022949	0.24914057552814484	0.7570510506629944	0.25061777234077454	0.36867019534111023	0.5081620216369629	0.3075386881828308	0.4132188856601715	0.7809115052223206	0.9493452310562134	0.2267550528049469	0.25363683700561523	0.8415932655334473	0.23300008475780487	0.7723461389541626
0.6142388582229614	0.49199405312538147	0.2902904748916626	0.7055554986000061	0.7981938123703003	0.2504855990409851	0.7689740657806396	0.21737541258335114	0.2738165855407715	0.28465431928634644	0.7177281975746155	0.6830957531929016	0.5903683304786682	0.36383581161499023	0.7975258827209473	0.2588813304901123	0.6826721429824829	0.25461047887802124	0.47042393684387207	0.635482132434845	0.27180299162864685	0.40692922472953796	0.6985344290733337	0.8474816679954529	0.2379823476076126	0.2640324831008911	0.7973190546035767	0.233762726187706	0.6404944062232971
