GO:0016667	GO:0046914	GO:0005215	GO:0051537	GO:0016757	GO:0019899	GO:0016684	GO:0016747	GO:0016151	GO:0042803	GO:0016788	GO:0016758	GO:0016289	GO:0061659	GO:0016835	GO:0016860	GO:0046906	GO:0019901	GO:0016746	GO:0042802	GO:0016790	GO:0016836	GO:0019900	GO:0004842	GO:0016209	GO:0061630	GO:0140096	GO:0008233	GO:0016829	GO:0019787	GO:0004601	GO:0016838
0.6753101348876953	0.5312908887863159	0.341675341129303	0.438448429107666	0.31757545471191406	0.41361483931541443	0.5207234621047974	0.4434847831726074	0.6108317375183105	0.48593267798423767	0.3714253902435303	0.48939645290374756	0.5404412150382996	0.28823786973953247	0.35137099027633667	0.35982418060302734	0.5470308661460876	0.45570313930511475	0.4479946494102478	0.4330225884914398	0.4414045214653015	0.41779589653015137	0.45041152834892273	0.31702637672424316	0.5732468366622925	0.28354352712631226	0.17308372259140015	0.41307997703552246	0.6103801727294922	0.29331618547439575	0.5152711868286133	0.6564167737960815
0.6083694100379944	0.477302223443985	0.33076000213623047	0.5092599391937256	0.40929776430130005	0.44857144355773926	0.4993578791618347	0.480222225189209	0.5980066061019897	0.5721709132194519	0.38143837451934814	0.5202930569648743	0.5844959616661072	0.37027615308761597	0.515530526638031	0.4603922665119171	0.5296775698661804	0.45196813344955444	0.4410174489021301	0.5631921887397766	0.45092087984085083	0.5929592251777649	0.45241761207580566	0.40459710359573364	0.540503978729248	0.36596372723579407	0.2136572152376175	0.4377770721912384	0.8005505204200745	0.3883035182952881	0.5099578499794006	0.7583276629447937
0.5192981362342834	0.2992454469203949	0.44993817806243896	0.48944392800331116	0.4934200048446655	0.43986693024635315	0.4621278643608093	0.5495790839195251	0.4262261688709259	0.563300371170044	0.47080835700035095	0.548881471157074	0.606763482093811	0.434611439704895	0.6802452206611633	0.5122618079185486	0.4966409206390381	0.4595802128314972	0.4790925085544586	0.5887284278869629	0.5050888657569885	0.6683028936386108	0.4654543697834015	0.4488797187805176	0.4994798004627228	0.4373358488082886	0.24986118078231812	0.5106979012489319	0.8394740223884583	0.42547494173049927	0.4948277175426483	0.8640056252479553
0.4693336486816406	0.16761790215969086	0.5135821104049683	0.518933892250061	0.5434417128562927	0.47333064675331116	0.5070120096206665	0.47507843375205994	0.3258417844772339	0.6043633222579956	0.4160621166229248	0.6129472255706787	0.518865704536438	0.4515739977359772	0.5921949148178101	0.45336905121803284	0.5369272232055664	0.4729517102241516	0.3776123821735382	0.6091204881668091	0.41854235529899597	0.5719183087348938	0.47751370072364807	0.47442424297332764	0.545534074306488	0.452952116727829	0.22735829651355743	0.4809879958629608	0.7886400818824768	0.451059490442276	0.5444614291191101	0.7821019887924194
0.6347207427024841	0.3533272445201874	0.6823567748069763	0.6790172457695007	0.5957672595977783	0.7090375423431396	0.6489427089691162	0.504828929901123	0.5486746430397034	0.7955639958381653	0.6037011742591858	0.7806351780891418	0.7228067517280579	0.674100399017334	0.38366806507110596	0.5186987519264221	0.7041152715682983	0.702156662940979	0.4285632073879242	0.7360268831253052	0.5723878741264343	0.38865426182746887	0.7008867263793945	0.6948277354240417	0.5314527750015259	0.6727660298347473	0.35636189579963684	0.6650457978248596	0.6700135469436646	0.6657220125198364	0.692156195640564	0.7830687761306763
0.49402493238449097	0.19831806421279907	0.6258658766746521	0.6289699077606201	0.668578028678894	0.627233624458313	0.5606104135513306	0.5235615372657776	0.34326043725013733	0.7519296407699585	0.5587648749351501	0.7212292551994324	0.6082018613815308	0.6673008799552917	0.6016281843185425	0.5972744226455688	0.60218745470047	0.6074768900871277	0.41946807503700256	0.7797682285308838	0.4820640981197357	0.5570356249809265	0.6161180138587952	0.679472029209137	0.5119820833206177	0.6690797805786133	0.3992454409599304	0.6531527638435364	0.7195813059806824	0.6544823050498962	0.6176572442054749	0.8385107517242432
0.7520892024040222	0.375672310590744	0.7603835463523865	0.8365582823753357	0.7323463559150696	0.74912029504776	0.6666008830070496	0.5715029835700989	0.5531184673309326	0.8284069895744324	0.5784568786621094	0.8735927939414978	0.7319655418395996	0.9009057879447937	0.6229139566421509	0.6794746518135071	0.7498223185539246	0.7390994429588318	0.4906269907951355	0.830516517162323	0.6055067777633667	0.6075646877288818	0.7456121444702148	0.914503812789917	0.5494997501373291	0.9010604619979858	0.4773598909378052	0.7604985237121582	0.7611441016197205	0.8850970268249512	0.7248010039329529	0.956814169883728
0.4695480167865753	0.16161827743053436	0.5498783588409424	0.5069548487663269	0.5622321367263794	0.44132664799690247	0.5251533389091492	0.5471264719963074	0.3270814120769501	0.5813028812408447	0.49568530917167664	0.6405818462371826	0.5447899103164673	0.47927552461624146	0.7301390171051025	0.4926639795303345	0.5181587338447571	0.45383182168006897	0.46833640336990356	0.5851070880889893	0.46014896035194397	0.689790666103363	0.4611797034740448	0.48195376992225647	0.5310459733009338	0.48335200548171997	0.26501452922821045	0.54184490442276	0.8308000564575195	0.45515695214271545	0.5641024708747864	0.9153637886047363
0.5092763900756836	0.2211969941854477	0.5115077495574951	0.49791327118873596	0.5293834805488586	0.4097236394882202	0.4874740540981293	0.5303173661231995	0.36647486686706543	0.545621931552887	0.4660511910915375	0.6111693978309631	0.5366036295890808	0.4577275812625885	0.7236583232879639	0.48143887519836426	0.4896335005760193	0.4232712984085083	0.46610942482948303	0.5480760931968689	0.4682237505912781	0.6974623203277588	0.4307309091091156	0.4668087363243103	0.524065375328064	0.46254998445510864	0.26518815755844116	0.5280065536499023	0.8222520351409912	0.439395010471344	0.5211325883865356	0.8878125548362732
0.6131343841552734	0.34993699193000793	0.6422441005706787	0.6648734211921692	0.5868089199066162	0.6806606650352478	0.624680757522583	0.4963856637477875	0.5350810289382935	0.7716916799545288	0.5724532604217529	0.7458824515342712	0.7074586749076843	0.6825368404388428	0.42544740438461304	0.5391494035720825	0.6492161750793457	0.668190062046051	0.41183900833129883	0.7235193252563477	0.5684816837310791	0.4266912639141083	0.6693548560142517	0.7040270566940308	0.5237830281257629	0.6817810535430908	0.34768298268318176	0.6564079523086548	0.7183226346969604	0.6770169138908386	0.6618072390556335	0.8083660006523132
0.7233307361602783	0.37616363167762756	0.6866485476493835	0.7093456387519836	0.6060052514076233	0.6128726601600647	0.6430872082710266	0.5490288138389587	0.5574063658714294	0.7034392952919006	0.5577256679534912	0.7926793694496155	0.691765308380127	0.7126254439353943	0.6194515824317932	0.5614486932754517	0.6929150819778442	0.6287179589271545	0.49611571431159973	0.6657102108001709	0.5947023630142212	0.617384672164917	0.6318192481994629	0.7219563722610474	0.562519371509552	0.7147164940834045	0.36371731758117676	0.6653914451599121	0.7669246196746826	0.6882520318031311	0.6845635175704956	0.9421254992485046
0.6192957758903503	0.3263986110687256	0.5543549656867981	0.5631935596466064	0.4877092242240906	0.4996226727962494	0.632439374923706	0.5057438611984253	0.5255115628242493	0.607883095741272	0.5084378123283386	0.6673991084098816	0.6366729736328125	0.5324199199676514	0.5174328088760376	0.4549430012702942	0.6358090043067932	0.5096700191497803	0.4738338589668274	0.5183495879173279	0.5374307632446289	0.5528466105461121	0.5069756507873535	0.5507510900497437	0.6411775350570679	0.5368112325668335	0.25435882806777954	0.5371916890144348	0.6968111991882324	0.5212227702140808	0.6606267094612122	0.8504594564437866
