GO:0004857	GO:0016614	GO:0008234	GO:0004553	GO:0046914	GO:0140097	GO:0061733	GO:0043565	GO:0005215	GO:0016757	GO:0009975	GO:0016818	GO:0008289	GO:0016616	GO:0098772	GO:0043177	GO:0003682	GO:0019899	GO:0008168	GO:0046983	GO:0016747	GO:0005543	GO:0008134	GO:0008757	GO:0016755	GO:0052689	GO:0008080	GO:0042578	GO:0140110	GO:0042803	GO:0016788	GO:0048029	GO:0009008	GO:0016811	GO:0034212	GO:0016741	GO:0016289	GO:0016772	GO:0030246	GO:0017111	GO:0038023	GO:0004527	GO:0044877	GO:0019842	GO:0016746	GO:0016701	GO:0042802	GO:0022857	GO:0008171	GO:0016798	GO:0016790	GO:0004620	GO:0005539	GO:0016817	GO:0016810	GO:0008276	GO:0019213	GO:0072341	GO:0031406	GO:0016627	GO:0060089	GO:0051213	GO:0033218	GO:0003677	GO:1901681	GO:0008238	GO:0047617	GO:0050897	GO:0016407	GO:0140096	GO:0008233	GO:0008081	GO:0016829	GO:0016791	GO:0042277	GO:0016813	GO:0016853	GO:0016645	GO:0003723	GO:0004518	GO:0008170	GO:0016702	GO:0016779	GO:0016763	GO:0016462	GO:0016298	GO:0033293	GO:0016812	GO:0030234	GO:0016410	GO:0097367	GO:0042393	GO:0016597
0.4262014329433441	0.9024144411087036	0.4460758864879608	0.7272191643714905	0.44431206583976746	0.9737294912338257	0.2236567735671997	0.5730212330818176	0.5574330687522888	0.6280428767204285	0.9687929749488831	0.32198086380958557	0.4259396493434906	0.8631492257118225	0.2548375427722931	0.6489564180374146	0.21107926964759827	0.23493164777755737	0.9853640198707581	0.48121294379234314	0.6778766512870789	0.22431163489818573	0.6841709017753601	1.0	0.3272181451320648	0.73203444480896	0.5420706272125244	0.7498828172683716	0.5302079916000366	0.37007859349250793	0.8268297910690308	0.7936366200447083	0.8919162154197693	1.0	0.269771009683609	0.9018819332122803	0.8777482509613037	0.6955981850624084	0.8507499098777771	0.49272701144218445	0.7577322125434875	0.7849603295326233	0.01400565356016159	0.9499039649963379	0.5007415413856506	1.0	0.4665912985801697	0.45473358035087585	0.9086243510246277	0.804078996181488	0.8830410838127136	0.16260284185409546	0.2682294249534607	0.32128477096557617	0.8767609000205994	0.5529566407203674	0.6068922281265259	0.6474835276603699	0.9210770130157471	1.0	0.7670585513114929	1.0	0.5426527857780457	0.9399175643920898	0.3501059412956238	0.12124218791723251	0.7667577862739563	0.5731674432754517	0.43722105026245117	0.09113259613513947	0.4115058481693268	0.7968447804450989	0.8963869214057922	0.6552523970603943	0.4084714353084564	0.7492519021034241	0.8155959844589233	0.8757105469703674	1.0	0.9986406564712524	1.0	1.0	0.8134025931358337	0.820316731929779	0.30665239691734314	0.19537317752838135	0.5055635571479797	0.7557875514030457	0.33555370569229126	0.7575712203979492	0.5490607023239136	0.13100449740886688	0.9301780462265015
0.4006310701370239	0.764315664768219	0.24806787073612213	0.6837106347084045	0.2930420935153961	0.6856423020362854	0.03130730241537094	0.29897552728652954	0.4765743911266327	0.5260040163993835	0.704724907875061	0.11157622188329697	0.4023785889148712	0.7393031120300293	0.17345641553401947	0.5285128355026245	0.0	0.11086922138929367	0.8533356785774231	0.3848765194416046	0.5629821419715881	0.16415731608867645	0.41954025626182556	0.728959858417511	0.2454291731119156	0.4783690273761749	0.46229612827301025	0.5855506658554077	0.3088850975036621	0.2390085756778717	0.6157095432281494	0.7394213676452637	0.7140158414840698	0.9673433303833008	0.08716399222612381	0.791877806186676	0.6384504437446594	0.6747164726257324	0.7815074324607849	0.21991971135139465	0.659055769443512	0.6559963226318359	0.0	0.7335358262062073	0.49953070282936096	0.8433786034584045	0.3762945532798767	0.38251054286956787	0.6516204476356506	0.8257991671562195	0.6358201503753662	0.011845269240438938	0.18807731568813324	0.11002179980278015	1.0	0.3426166772842407	0.6149870157241821	0.482979416847229	0.7788445949554443	0.7752479910850525	0.6314968466758728	0.8675347566604614	0.3668781816959381	0.6353892683982849	0.2663116455078125	0.08845079690217972	0.5357175469398499	0.4421793818473816	0.41539064049720764	0.0	0.3395681083202362	0.5749521255493164	0.6815943717956543	0.5499920845031738	0.24230457842350006	0.9764376878738403	0.5959165096282959	0.765070915222168	0.7948052883148193	0.785519540309906	0.7182703018188477	0.8449069857597351	0.7401125431060791	0.5886617302894592	0.0842372328042984	0.0	0.39194348454475403	0.6944453120231628	0.29616472125053406	0.6281775832176208	0.45767703652381897	0.0	0.7654505372047424
0.33492568135261536	0.6668737530708313	0.29928526282310486	0.6197044253349304	0.5021029114723206	0.8785358667373657	0.24860452115535736	0.425405889749527	0.3599369525909424	0.6347846388816833	0.6349987983703613	0.09509696066379547	0.21485738456249237	0.6928355097770691	0.15601487457752228	0.547731876373291	0.2383352667093277	0.23967082798480988	1.0	0.5015985369682312	0.6904507875442505	0.15813136100769043	0.5389569401741028	0.914698600769043	0.27565401792526245	0.4696405231952667	0.637572169303894	0.6174790859222412	0.437979131937027	0.3986864984035492	0.5962032675743103	0.5884162187576294	1.0	0.8112090229988098	0.27973997592926025	1.0	0.5333488583564758	0.690031111240387	0.5297468900680542	0.21833379566669464	0.5678437948226929	0.7314609289169312	0.05758959427475929	0.7619249224662781	0.611575722694397	0.8075351119041443	0.4975460469722748	0.299031525850296	0.8314580321311951	0.7071006298065186	0.538189172744751	0.1636013239622116	0.17182043194770813	0.0947660356760025	0.9730250239372253	0.6726465225219727	0.7569944262504578	0.44805142283439636	0.7328859567642212	0.6600101590156555	0.5619437098503113	0.8629065155982971	0.3417051136493683	0.6738380193710327	0.4250434637069702	0.25996407866477966	0.4568883776664734	0.536214292049408	0.569279670715332	0.2765997350215912	0.40388551354408264	0.6916118860244751	0.7944454550743103	0.539859414100647	0.2759293019771576	1.0	0.5993591547012329	0.7271854877471924	0.8547824025154114	0.8484461307525635	0.9211350679397583	0.8004482984542847	0.8238102197647095	0.6712096929550171	0.08025242388248444	0.14855027198791504	0.36218422651290894	0.5637360215187073	0.17922255396842957	0.7950591444969177	0.420879602432251	0.19883373379707336	0.8337763547897339
0.5098423361778259	0.8089754581451416	0.5279251933097839	0.6632009744644165	0.5182211399078369	0.8972110748291016	0.36224856972694397	0.6245306730270386	0.6185105443000793	0.637803852558136	0.8868808746337891	0.4009592533111572	0.4945981800556183	0.7961755394935608	0.3898913264274597	0.6676455140113831	0.37149128317832947	0.38831448554992676	0.9003376364707947	0.556178629398346	0.6983146071434021	0.3812156319618225	0.6971526741981506	0.8641820549964905	0.4616411626338959	0.6715095639228821	0.5927026867866516	0.6848670840263367	0.580491840839386	0.46630609035491943	0.7129690051078796	0.7614587545394897	0.884373128414154	0.8505498170852661	0.4021858274936676	0.8135370016098022	0.8268707394599915	0.6556499600410461	0.7644314169883728	0.5287987589836121	0.7606656551361084	0.768890917301178	0.2564464509487152	0.8669378161430359	0.5563678741455078	0.8871351480484009	0.5291341543197632	0.5567303895950317	0.8517876863479614	0.7401630878448486	0.8178691267967224	0.32415837049484253	0.4002460539340973	0.3999636769294739	0.7875988483428955	0.6291650533676147	0.694831371307373	0.6722161173820496	0.8421187400817871	0.8969099521636963	0.767780065536499	0.9108190536499023	0.5906810164451599	0.852006196975708	0.43995681405067444	0.29438546299934387	0.7494730949401855	0.6210592985153198	0.5425031185150146	0.30228790640830994	0.5006141066551208	0.7641755938529968	0.846575140953064	0.6254135966300964	0.5021600127220154	0.7065786123275757	0.7730631232261658	0.8257503509521484	0.9153165221214294	0.9011175036430359	0.9134478569030762	0.8830880522727966	0.7746166586875916	0.7673410177230835	0.39073455333709717	0.33647021651268005	0.5690585374832153	0.7407123446464539	0.44647055864334106	0.7598951458930969	0.5035367012023926	0.3217686712741852	0.880007266998291
0.6966346502304077	0.19545036554336548	0.5515853762626648	0.30806276202201843	0.36964306235313416	0.8581783771514893	0.37630829215049744	0.5730101466178894	0.6672794222831726	0.19897149503231049	0.7165569067001343	0.7141947150230408	0.6657836437225342	0.20754383504390717	0.5996466279029846	0.34703728556632996	0.49226921796798706	0.6469089984893799	0.45571354031562805	0.638709306716919	0.374592125415802	0.6709854602813721	0.5518681406974792	0.46388840675354004	0.3965424597263336	0.687150776386261	0.4073098301887512	0.7006851434707642	0.36781564354896545	0.5564497113227844	0.680118203163147	0.527137815952301	0.6142305135726929	0.26903998851776123	0.40351372957229614	0.3193032741546631	0.5307828187942505	0.733836829662323	0.5141181945800781	0.7591812610626221	0.6950652599334717	0.8052970170974731	0.7476500868797302	0.3519953489303589	0.304126501083374	0.4249943494796753	0.6019746661186218	0.6991937160491943	0.488749235868454	0.48136427998542786	0.5653563141822815	0.5870048403739929	0.5113062262535095	0.7129158973693848	0.18844154477119446	0.47983554005622864	0.6112918853759766	0.4718173146247864	0.35029539465904236	0.4281146824359894	0.7182696461677551	0.4238834083080292	0.4278522729873657	0.6194074153900146	0.3360265791416168	0.35266605019569397	0.5138347744941711	0.43820223212242126	0.3443353772163391	0.5967831611633301	0.5200803279876709	0.7753180265426636	0.32936081290245056	0.6720247268676758	0.5586704015731812	0.3180053234100342	0.47406768798828125	0.33912789821624756	0.7831138372421265	0.7976614236831665	0.6293905973434448	0.4137144684791565	0.8075165748596191	0.24736331403255463	0.7162231206893921	0.5922593474388123	0.316448837518692	0.36060434579849243	0.6678198575973511	0.44611281156539917	0.6516134738922119	0.49148672819137573	0.48023170232772827
0.6114778518676758	0.5349961519241333	0.6975215673446655	0.5323383212089539	0.5995092988014221	0.7970288395881653	0.5735125541687012	0.6473548412322998	0.8001527190208435	0.5187152624130249	0.723392903804779	0.7235555648803711	0.6272357106208801	0.558312177658081	0.5664598345756531	0.6398411989212036	0.6374844312667847	0.6751822829246521	0.6205470561981201	0.6862841248512268	0.6602784395217896	0.6792978048324585	0.6685592532157898	0.5757467746734619	0.6077532768249512	0.6407685279846191	0.6124527454376221	0.6302830576896667	0.541185200214386	0.6394496560096741	0.5831072330474854	0.6707083582878113	0.7622663378715515	0.4588972330093384	0.6058766841888428	0.49903061985969543	0.6620162725448608	0.6802477240562439	0.6310127973556519	0.7575840353965759	0.7294949889183044	0.7236832976341248	0.7854338884353638	0.6272150278091431	0.573273777961731	0.5503010153770447	0.6613931059837341	0.8513708114624023	0.658076286315918	0.5786151885986328	0.6424391269683838	0.6403846740722656	0.6353043913841248	0.7220611572265625	0.4492141008377075	0.6408221125602722	0.6749110817909241	0.6943944692611694	0.622954785823822	0.6128510236740112	0.7341345548629761	0.6057403683662415	0.6697024703025818	0.6406289339065552	0.550482988357544	0.6163138151168823	0.684245765209198	0.6418545246124268	0.6387180685997009	0.6839888095855713	0.7132475972175598	0.7327122688293457	0.5699595808982849	0.6211856603622437	0.6908585429191589	0.5087275505065918	0.6720969080924988	0.5724234580993652	0.7595293521881104	0.7260127067565918	0.6897299885749817	0.5294486880302429	0.7704970836639404	0.49759960174560547	0.7255351543426514	0.6422489285469055	0.5915057063102722	0.6239736080169678	0.6027712225914001	0.6810978055000305	0.5687037706375122	0.6374351978302002	0.6849129796028137
0.6252689361572266	0.5547686815261841	0.6671467423439026	0.5521897673606873	0.5806351900100708	0.7145559787750244	0.5507476329803467	0.592494547367096	0.7498533129692078	0.5168814659118652	0.7021394968032837	0.6403896808624268	0.6163696646690369	0.5757890939712524	0.5572646856307983	0.620103657245636	0.6008343696594238	0.6626362204551697	0.5999447107315063	0.6768752932548523	0.6588459610939026	0.6634414196014404	0.6319839358329773	0.5485996603965759	0.6205739974975586	0.636119544506073	0.6132818460464478	0.5934536457061768	0.5021646022796631	0.6274226307868958	0.5651211738586426	0.6674332618713379	0.7210702300071716	0.482291579246521	0.5846771001815796	0.47780370712280273	0.6456440687179565	0.6390224099159241	0.6295670866966248	0.6804442405700684	0.7197956442832947	0.6588536500930786	0.7765525579452515	0.6239811778068542	0.5813606977462769	0.54641193151474	0.6453811526298523	0.7982352375984192	0.6349257230758667	0.5922524929046631	0.6265225410461426	0.6358956098556519	0.6455210447311401	0.6386182904243469	0.4855564534664154	0.6185526847839355	0.7110334038734436	0.6768097281455994	0.6018775701522827	0.605466902256012	0.7197147607803345	0.5843403339385986	0.6465317010879517	0.5693363547325134	0.5532973408699036	0.6004936695098877	0.6676520705223083	0.6171605587005615	0.6404499411582947	0.6707971096038818	0.6843709349632263	0.689070999622345	0.5842747092247009	0.5933995246887207	0.6685208678245544	0.5464857220649719	0.643971860408783	0.5504581928253174	0.713614821434021	0.6557790637016296	0.6357685327529907	0.5244641900062561	0.7096139192581177	0.4948405921459198	0.6426981091499329	0.6334795951843262	0.5899004936218262	0.6102772951126099	0.5995181798934937	0.6768369674682617	0.5439649224281311	0.6086589097976685	0.6437288522720337
0.40041857957839966	0.38199669122695923	0.3832205533981323	0.5773908495903015	0.5474724173545837	0.7487729787826538	0.4007300138473511	0.41914618015289307	0.5414180159568787	0.4940592646598816	0.4682670831680298	0.4953061044216156	0.415597140789032	0.42204606533050537	0.32374900579452515	0.4345417022705078	0.45358142256736755	0.509761393070221	0.6484152674674988	0.5263292789459229	0.5782160758972168	0.539451539516449	0.46406203508377075	0.554024338722229	0.33275046944618225	0.4188244640827179	0.6034993529319763	0.6882600784301758	0.378754198551178	0.4785282611846924	0.5324172973632812	0.5605916380882263	0.8211188912391663	0.3003982901573181	0.42220211029052734	0.6153364181518555	0.3647741675376892	0.6897425651550293	0.5242461562156677	0.5174475908279419	0.5179347991943359	0.7333613038063049	0.6168750524520874	0.3991703689098358	0.5764262080192566	0.39838385581970215	0.5109764933586121	0.5888343453407288	0.5576291084289551	0.6209151148796082	0.3772883713245392	0.489978164434433	0.3511889576911926	0.4938183128833771	0.5882837772369385	0.5992783308029175	0.6886106729507446	0.41336512565612793	0.4445163905620575	0.3262758255004883	0.5019145011901855	0.4287917912006378	0.3447674810886383	0.4684719145298004	0.40668368339538574	0.48471641540527344	0.373050332069397	0.5019311308860779	0.6202719211578369	0.6033109426498413	0.4970073401927948	0.7611117362976074	0.4788019359111786	0.6655398011207581	0.4230336546897888	0.6661145687103271	0.3721516728401184	0.47421932220458984	0.5601319670677185	0.6959592700004578	0.6645570993423462	0.36594268679618835	0.760631799697876	0.4343847632408142	0.49197766184806824	0.46896475553512573	0.3229745030403137	0.423990398645401	0.34873631596565247	0.6382267475128174	0.47779011726379395	0.4443889260292053	0.6529815196990967
0.6390255093574524	0.4411062002182007	0.5883386731147766	0.5082293152809143	0.4857727289199829	0.6702433228492737	0.4764286279678345	0.5821117162704468	0.7318586707115173	0.4724713861942291	0.7021130919456482	0.6556612253189087	0.6408756971359253	0.4699515998363495	0.5691530108451843	0.5257217288017273	0.526491105556488	0.6115190386772156	0.5074424743652344	0.563663899898529	0.584003210067749	0.6640722155570984	0.5903998613357544	0.45752155780792236	0.5364207029342651	0.6223792433738708	0.5680348873138428	0.6182101368904114	0.4822807312011719	0.516235888004303	0.5722676515579224	0.6445821523666382	0.6346931457519531	0.4490211308002472	0.5207456350326538	0.39448776841163635	0.6095594763755798	0.6164135932922363	0.6125900745391846	0.7127629518508911	0.7051786184310913	0.6548190712928772	0.7670802474021912	0.5317609310150146	0.5103037357330322	0.49250367283821106	0.5258187651634216	0.7764079570770264	0.5290496349334717	0.5659664869308472	0.6009388566017151	0.6367610692977905	0.6239830851554871	0.6537704467773438	0.4493420422077179	0.5043858885765076	0.6441472768783569	0.5877914428710938	0.5268116593360901	0.5696299076080322	0.7106902003288269	0.48659592866897583	0.57362300157547	0.6101752519607544	0.49636369943618774	0.5002485513687134	0.6244799494743347	0.5390774607658386	0.5714496374130249	0.5777505040168762	0.5752580165863037	0.7299427390098572	0.5222482085227966	0.5974763631820679	0.6104553937911987	0.4340667426586151	0.5462440252304077	0.4995184540748596	0.6505385041236877	0.6538441181182861	0.5692381858825684	0.46737992763519287	0.6453606486320496	0.505483090877533	0.6530958414077759	0.6358258128166199	0.5408037304878235	0.5741068124771118	0.6262896656990051	0.6156142354011536	0.5817723274230957	0.5159173011779785	0.6063671112060547
0.6061279773712158	0.41899973154067993	0.5569700598716736	0.5149069428443909	0.5365553498268127	0.731617271900177	0.4904526174068451	0.673280656337738	0.7895124554634094	0.5061476826667786	0.7057365775108337	0.7011690735816956	0.587597668170929	0.4581771790981293	0.6002733707427979	0.5472607016563416	0.5707069039344788	0.5834240317344666	0.5604286193847656	0.5093367099761963	0.5809017419815063	0.630696177482605	0.6498339772224426	0.4614782929420471	0.43396127223968506	0.5226778984069824	0.597917377948761	0.5901187062263489	0.5967146158218384	0.4766359031200409	0.4947519898414612	0.5932952165603638	0.730273425579071	0.38743191957473755	0.5431966185569763	0.46739086508750916	0.5562404990196228	0.5371507406234741	0.5459426641464233	0.7663888931274414	0.6907594799995422	0.7093119025230408	0.7800188064575195	0.5507747530937195	0.5009945631027222	0.44271770119667053	0.46976998448371887	0.8396949768066406	0.5261802673339844	0.5439909100532532	0.5346357226371765	0.5883640646934509	0.619240403175354	0.6986232399940491	0.4613797068595886	0.5095334053039551	0.5537103414535522	0.5348322987556458	0.5521367788314819	0.5804958343505859	0.7001861929893494	0.4605121910572052	0.5639795660972595	0.7650189399719238	0.5098848938941956	0.4165501296520233	0.5578038096427917	0.5444340705871582	0.6096340417861938	0.47229868173599243	0.49673113226890564	0.7697628736495972	0.5308348536491394	0.5412992835044861	0.5823467969894409	0.36951103806495667	0.5107949376106262	0.5890108942985535	0.6790915727615356	0.6890649795532227	0.6260759830474854	0.4185411334037781	0.6388065218925476	0.5519991517066956	0.6951044201850891	0.5794128775596619	0.5560930967330933	0.5873594284057617	0.6369978785514832	0.6286229491233826	0.6299116611480713	0.5279895067214966	0.6803521513938904
