GO:0004175	GO:0008234	GO:0005102	GO:0046914	GO:0005215	GO:0016757	GO:0016818	GO:0008289	GO:0098772	GO:0019899	GO:0046983	GO:0004888	GO:0052689	GO:0042578	GO:0042803	GO:0016788	GO:0016772	GO:0030246	GO:0017111	GO:0038023	GO:0004197	GO:0019901	GO:0042802	GO:0016798	GO:0004620	GO:0016817	GO:0019900	GO:0060089	GO:0033218	GO:0003677	GO:0004519	GO:1901681	GO:0140096	GO:0008233	GO:0008081	GO:0042277	GO:0004518	GO:0016462	GO:0016298	GO:0030234	GO:0097367	GO:0004930
0.7354112267494202	0.8605072498321533	0.31284743547439575	0.7206320762634277	0.45950180292129517	0.6027936339378357	0.8283448219299316	0.503311812877655	0.4632081389427185	0.5147794485092163	0.35163119435310364	0.2536036968231201	0.5254844427108765	0.3738206624984741	0.35963547229766846	0.5212156772613525	0.8123036623001099	0.4343074560165405	0.8884517550468445	0.25010865926742554	0.9633743762969971	0.5354324579238892	0.31721773743629456	0.514035165309906	0.4128818213939667	0.8268800973892212	0.5038538575172424	0.28504541516304016	0.5849133729934692	0.8065555691719055	0.6893072724342346	0.5707966089248657	0.5253611207008362	0.7044188380241394	0.42019951343536377	0.5626477599143982	0.638566255569458	0.8272801637649536	0.39816102385520935	0.4857980012893677	0.7566860318183899	0.20810316503047943
0.6763854622840881	0.7634318470954895	0.0	0.31349241733551025	0.0	0.0	0.8689432144165039	0.0	0.0	0.0	0.0	0.0	0.094035804271698	0.0	0.0	0.4186111390590668	0.720600426197052	0.14076998829841614	0.8797765970230103	0.0	0.8780930638313293	0.0	0.0	0.07176993042230606	0.0	0.8780154585838318	0.0	0.0	0.1518411487340927	0.6840320229530334	0.6704261302947998	0.42765265703201294	0.0	0.5408276915550232	0.0	0.0	0.6292954683303833	0.8722714185714722	0.029164638370275497	0.0	1.0	0.0
0.6925934553146362	0.7599740028381348	0.1229352131485939	1.0	0.20447342097759247	0.453247994184494	1.0	0.32704704999923706	0.2969110310077667	0.34809452295303345	0.08554821461439133	0.23283670842647552	0.020717596635222435	0.09413361549377441	0.12105129659175873	0.3901202976703644	1.0	0.03801533207297325	1.0	0.24765507876873016	0.9902139902114868	0.381133109331131	0.08386225998401642	0.271551251411438	0.021824689581990242	1.0	0.32898157835006714	0.26140546798706055	0.5104856491088867	1.0	0.8373623490333557	0.4563591778278351	0.36591625213623047	0.5349923968315125	0.1615646332502365	0.37570920586586	0.7391023635864258	1.0	0.0	0.25512877106666565	0.8100491166114807	0.1384793370962143
0.7496359944343567	0.7934152483940125	0.10994797945022583	0.7167263627052307	0.38665321469306946	0.4502391815185547	0.8861249089241028	0.22180776298046112	0.3024705946445465	0.2763058841228485	0.04382263496518135	0.13916531205177307	0.03845013678073883	0.14526055753231049	0.07283281534910202	0.39094865322113037	0.8693221807479858	0.1486431211233139	0.8750064373016357	0.08369498699903488	0.9694536328315735	0.35072633624076843	0.06769900768995285	0.34186747670173645	0.1471913903951645	0.8859706521034241	0.3066874146461487	0.10204620659351349	0.43924111127853394	0.8024592399597168	0.7617722749710083	0.45066511631011963	0.382479727268219	0.6252579092979431	0.2155248522758484	0.32906854152679443	0.6651502251625061	0.8817844390869141	0.12554387748241425	0.3168613314628601	0.7532509565353394	0.1322031319141388
0.6763854622840881	0.7634318470954895	0.0	0.31349241733551025	0.0	0.0	0.8689432144165039	0.0	0.0	0.0	0.0	0.0	0.094035804271698	0.0	0.0	0.4186111390590668	0.720600426197052	0.14076998829841614	0.8797765970230103	0.0	0.8780930638313293	0.0	0.0	0.07176993042230606	0.0	0.8780154585838318	0.0	0.0	0.1518411487340927	0.6840320229530334	0.6704261302947998	0.42765265703201294	0.0	0.5408276915550232	0.0	0.0	0.6292954683303833	0.8722714185714722	0.029164638370275497	0.0	1.0	0.0
0.4553110897541046	0.755875825881958	0.46495434641838074	0.7091492414474487	0.5398849248886108	0.5220760107040405	0.7066013813018799	0.40491703152656555	0.4959956109523773	0.5471603870391846	0.5296311974525452	0.485347181558609	0.7967545390129089	0.5733956098556519	0.6002018451690674	0.42006784677505493	0.4647306203842163	0.65608811378479	0.7685061693191528	0.3477991819381714	0.7123162746429443	0.5509392023086548	0.5685519576072693	0.7550463676452637	0.7103398442268372	0.7103927135467529	0.560825526714325	0.2587350308895111	0.17487649619579315	0.4671257436275482	0.4893786311149597	0.48891526460647583	0.3966785967350006	0.4896058440208435	0.6621103286743164	0.28748831152915955	0.4373628497123718	0.678791344165802	0.7282885909080505	0.4834941625595093	0.6961659789085388	0.6546481847763062
0.4426202178001404	0.8464020490646362	0.46306613087654114	0.7422689199447632	0.5964609980583191	0.5405276417732239	0.6435423493385315	0.33064183592796326	0.5372493267059326	0.5987634658813477	0.5454543828964233	0.545050323009491	0.7332213521003723	0.5896998047828674	0.624085009098053	0.3104068636894226	0.4241863489151001	0.6275624632835388	0.7189222574234009	0.41948118805885315	0.7197225093841553	0.5709766745567322	0.6045103669166565	0.813726007938385	0.6509746313095093	0.6471826434135437	0.5960565209388733	0.30234238505363464	0.15487657487392426	0.4186655879020691	0.38845235109329224	0.46922767162323	0.5177688002586365	0.5368654727935791	0.6406866312026978	0.2859647274017334	0.34215232729911804	0.6141850352287292	0.6808390617370605	0.5399739742279053	0.6773027777671814	0.7228195667266846
0.4335043430328369	1.0	0.5317603945732117	0.8575667142868042	0.6740734577178955	0.5500887632369995	0.7388437986373901	0.2867853343486786	0.5798935294151306	0.6079429984092712	0.5704789161682129	0.7199799418449402	0.8997297286987305	0.6489596962928772	0.6750501394271851	0.2129124253988266	0.4768542945384979	0.7118308544158936	0.831047534942627	0.560394287109375	0.8422557711601257	0.6412440538406372	0.6662951707839966	1.0	0.7085074782371521	0.7462022304534912	0.6717346906661987	0.3903399407863617	0.0764460414648056	0.34794890880584717	0.43063437938690186	0.5733312964439392	0.576641857624054	0.576225996017456	0.7119387984275818	0.2179509997367859	0.32886719703674316	0.7023308277130127	0.7450710535049438	0.5688602328300476	0.8736242055892944	1.0
0.33342230319976807	0.7284578084945679	0.5643898844718933	0.2605704069137573	0.6562734842300415	0.43451765179634094	0.35871362686157227	0.19455203413963318	0.5341752171516418	0.4774448275566101	0.5761409997940063	0.5005536079406738	0.8535189628601074	0.6845825910568237	0.6747257709503174	0.19008170068264008	0.0	0.839642345905304	0.4001847207546234	0.3831861615180969	0.44490036368370056	0.39782029390335083	0.6965994238853455	0.9497620463371277	0.7941645383834839	0.36595577001571655	0.46780234575271606	0.20906564593315125	0.005210862495005131	0.0	0.024298597127199173	0.5103084444999695	0.41894251108169556	0.494499534368515	0.6629393696784973	0.1851189136505127	0.03080257959663868	0.32038557529449463	0.8670726418495178	0.5630669593811035	0.5442012548446655	0.8030086159706116
0.3501442074775696	0.7148858904838562	0.5637485384941101	0.2750323712825775	0.6593920588493347	0.43940025568008423	0.3685470223426819	0.21949224174022675	0.5405522584915161	0.4891567826271057	0.5826497077941895	0.5050671696662903	0.8389521837234497	0.6816774010658264	0.6717098951339722	0.20503456890583038	0.03551077842712402	0.8277009725570679	0.4126770496368408	0.39127278327941895	0.4507269263267517	0.41260460019111633	0.6925391554832458	0.9207211136817932	0.7851945757865906	0.37538325786590576	0.47729918360710144	0.22710800170898438	0.03815586864948273	0.031915925443172455	0.04629260301589966	0.5191577672958374	0.43516919016838074	0.5064714550971985	0.6582282185554504	0.2127884328365326	0.05306113883852959	0.332685261964798	0.8540409803390503	0.5687321424484253	0.5485661625862122	0.7859614491462708
0.4388497471809387	0.7846373319625854	0.47983625531196594	0.6596122980117798	0.6100777387619019	0.5025389194488525	0.5991881489753723	0.30942708253860474	0.53315269947052	0.5535047650337219	0.5451798439025879	0.5671604871749878	0.7556355595588684	0.6228728294372559	0.6278666853904724	0.33602628111839294	0.38783442974090576	0.6610864996910095	0.6673873662948608	0.4152446985244751	0.6513106226921082	0.5512837171554565	0.6073851585388184	0.7845904231071472	0.6766911745071411	0.6032678484916687	0.5778817534446716	0.29828399419784546	0.14879058301448822	0.37611666321754456	0.34973737597465515	0.486650675535202	0.5041182637214661	0.5187134146690369	0.6744941473007202	0.30187517404556274	0.3267804980278015	0.5719287991523743	0.7122354507446289	0.538533091545105	0.6646138429641724	0.7368749976158142
0.34552323818206787	0.6593072414398193	0.562284529209137	0.23251700401306152	0.645566463470459	0.4207437038421631	0.3481612503528595	0.23783548176288605	0.5359188914299011	0.4639910161495209	0.5763351321220398	0.4993853271007538	0.8101593852043152	0.6825835704803467	0.6641035676002502	0.2114531248807907	0.02715642936527729	0.8280055522918701	0.380626916885376	0.38569802045822144	0.4139591455459595	0.3931611478328705	0.6833677887916565	0.8779218196868896	0.7837876081466675	0.3548695147037506	0.45589950680732727	0.22472375631332397	0.06662590801715851	0.03611386567354202	0.03902536630630493	0.527762234210968	0.41226401925086975	0.48415836691856384	0.6558654308319092	0.24030517041683197	0.05280759558081627	0.3142189681529999	0.8506318926811218	0.5608580708503723	0.5258892774581909	0.751850426197052
