GO:0004540	GO:0046914	GO:0140097	GO:0043565	GO:0001067	GO:0098772	GO:0019899	GO:0046983	GO:0008134	GO:0140110	GO:0042803	GO:0016788	GO:0016811	GO:0003690	GO:0044877	GO:0000976	GO:0042802	GO:0016810	GO:0046982	GO:0003677	GO:0004519	GO:0008270	GO:0140096	GO:0008233	GO:0140098	GO:1990837	GO:0003723	GO:0004518	GO:0097367
0.5010535717010498	0.47303929924964905	0.3925071954727173	0.3596339225769043	0.45873725414276123	0.7119166851043701	0.8306357264518738	0.5897420048713684	0.460443377494812	0.3639916479587555	0.5844829678535461	0.24353565275669098	0.5803033113479614	0.4389066994190216	0.7951118350028992	0.45881912112236023	0.6181643009185791	0.499082088470459	0.7321463823318481	0.12730275094509125	0.5113573670387268	0.5058664083480835	0.9283102750778198	0.9803546071052551	0.30510711669921875	0.4360140562057495	0.4668763279914856	0.36113420128822327	0.48650404810905457
0.6789870262145996	0.5704764127731323	0.5792481899261475	0.25880637764930725	0.36229243874549866	0.6442751288414001	0.6416835784912109	0.1719672977924347	0.34752222895622253	0.27096471190452576	0.3125806450843811	0.45637527108192444	0.34726253151893616	0.34806352853775024	0.7361226677894592	0.3624613583087921	0.16511544585227966	0.168424591422081	0.6109736561775208	0.07040095329284668	0.6893554925918579	0.5278674960136414	0.9379518032073975	0.9638660550117493	0.5918810367584229	0.330672025680542	0.7112157940864563	0.4893518090248108	0.16296280920505524
0.8326190114021301	0.8155840635299683	0.8001696467399597	0.47525596618652344	0.5839133858680725	0.7494420409202576	0.748087465763092	0.32753071188926697	0.5282443165779114	0.50282222032547	0.424933522939682	0.5869316458702087	0.3599276542663574	0.5636113882064819	0.8153592348098755	0.5841814279556274	0.2910102307796478	0.14893558621406555	0.7066262364387512	0.3132293224334717	0.8139746189117432	0.7989488840103149	0.9735425114631653	0.9791364073753357	0.6445208191871643	0.5484165549278259	0.8695847988128662	0.6790732741355896	0.25544896721839905
0.9327433109283447	0.9567145705223083	0.8983467817306519	0.6174784302711487	0.7421765327453613	0.8674410581588745	0.8627417683601379	0.5484188795089722	0.704240083694458	0.67375248670578	0.5461008548736572	0.6686825752258301	0.3508628308773041	0.7244192957878113	0.8993546366691589	0.7422822713851929	0.43811920285224915	0.1115034967660904	0.8193678855895996	0.45553573966026306	0.84858238697052	0.9511110782623291	1.0	0.995708703994751	0.7198962569236755	0.7021859288215637	1.0	0.7985575795173645	0.3334810137748718
0.9861688017845154	1.0	0.8916856050491333	0.7684922814369202	0.8542996048927307	1.0	1.0	0.7689359188079834	0.8711477518081665	0.8000912070274353	0.6633111238479614	0.6650494337081909	0.28924670815467834	0.853269100189209	0.9623799920082092	0.852951169013977	0.561711847782135	0.15423981845378876	0.887149453163147	0.5795409679412842	0.8660838007926941	1.0	0.9959768056869507	1.0	0.7620362043380737	0.8275119066238403	0.9866113662719727	0.8670197129249573	0.5140631794929504
0.8297245502471924	0.8639724254608154	0.8812190294265747	0.5618296265602112	0.6361536979675293	0.7782559990882874	0.7706433534622192	0.47406989336013794	0.6131160855293274	0.6272623538970947	0.5730264782905579	0.6837209463119507	0.4745141863822937	0.6119828820228577	0.8481795787811279	0.6360769867897034	0.458148717880249	0.35638901591300964	0.7342734336853027	0.45049163699150085	0.8315272331237793	0.8283960223197937	0.8941159248352051	0.8878656029701233	0.6761028170585632	0.584355354309082	0.8194072842597961	0.7315688133239746	0.35267865657806396
0.45444607734680176	0.8043749928474426	0.6275089979171753	0.8705596327781677	0.8882530331611633	0.7233385443687439	0.6817570328712463	0.5884423851966858	0.8290976285934448	0.9652173519134521	0.5642940998077393	0.02612301893532276	0.3302733600139618	0.8445080518722534	0.6966097354888916	0.8881847858428955	0.3991680443286896	0.21224559843540192	0.7723719477653503	0.9667592644691467	0.4669031500816345	0.7942274212837219	0.3664984703063965	0.3435007631778717	0.1383167803287506	0.8331888914108276	0.6580036878585815	0.35454729199409485	0.0
0.5223711133003235	0.8201705813407898	0.7451764941215515	0.8707209229469299	0.8956776261329651	0.7497527003288269	0.8589615821838379	0.8681694269180298	0.8253740072250366	0.9149555563926697	0.8627160787582397	0.3778303563594818	0.6094974279403687	0.8704625368118286	0.8074590563774109	0.8964799046516418	0.8708983063697815	0.5391761064529419	0.882729709148407	0.9043899178504944	0.5481957793235779	0.8522889018058777	0.5809804797172546	0.514201283454895	0.18711978197097778	0.8459277749061584	0.596379816532135	0.5031701326370239	0.34363648295402527
0.575737476348877	0.5069355368614197	0.6181990504264832	0.5392667055130005	0.5250592827796936	0.5018220543861389	0.5575851798057556	0.6859728693962097	0.4893146753311157	0.4628795385360718	0.7225533127784729	0.6833095550537109	0.6311874985694885	0.5291965007781982	0.5548363327980042	0.5270599722862244	0.656855046749115	0.6908912658691406	0.6969654560089111	0.5382332801818848	0.6215354204177856	0.4935760796070099	0.45589184761047363	0.44474858045578003	0.39802050590515137	0.5155560970306396	0.4520622193813324	0.5898487567901611	0.5049500465393066
0.45846790075302124	0.4504285156726837	0.7493706941604614	0.6971341371536255	0.7054222822189331	0.6736108660697937	0.8534581661224365	0.9277070164680481	0.6282954216003418	0.661962628364563	0.9703548550605774	0.34471291303634644	0.1367379128932953	0.7026920318603516	1.0	0.7069776654243469	1.0	0.1320917159318924	0.9568551182746887	0.6693369746208191	0.6616368889808655	0.5161784887313843	0.37343868613243103	0.3254075348377228	0.20788829028606415	0.6711494326591492	0.5511526465415955	0.43612679839134216	0.49703121185302734
0.4057401120662689	0.5056511163711548	0.7574490904808044	0.8176378607749939	0.8247699737548828	0.7357115149497986	0.9206414818763733	0.9948116540908813	0.7391616702079773	0.7952885031700134	1.0	0.1671997755765915	0.0	0.8134223222732544	0.9883984923362732	0.8265777230262756	0.974750280380249	0.0	1.0	0.8650662899017334	0.5847191214561462	0.5913071036338806	0.2956662178039551	0.16754001379013062	0.09588397294282913	0.78837651014328	0.5700977444648743	0.36984720826148987	0.41224557161331177
0.6020203828811646	0.4775032103061676	0.8448460102081299	0.6047772169113159	0.6297786831855774	0.584368884563446	0.73289555311203	0.8188016414642334	0.5599700808525085	0.5565198659896851	0.8632883429527283	0.5034863352775574	0.20299920439720154	0.6244449019432068	0.9219667911529541	0.6320559978485107	0.8733015656471252	0.22309622168540955	0.8785433769226074	0.5535675883293152	0.774230420589447	0.49988895654678345	0.4640123248100281	0.4430908262729645	0.4588640630245209	0.5965842008590698	0.6539051532745361	0.5721625685691833	0.556108832359314
0.6578678488731384	0.32972654700279236	0.8205424547195435	0.49786093831062317	0.5129823684692383	0.4469119608402252	0.5343235731124878	0.5548176765441895	0.4233667254447937	0.436284601688385	0.6448934078216553	0.6130802631378174	0.24967898428440094	0.5163882374763489	0.6605592370033264	0.5155068635940552	0.5556134581565857	0.3021813929080963	0.6922153830528259	0.5425174832344055	0.8105649948120117	0.34622639417648315	0.3546605110168457	0.398738831281662	0.544825553894043	0.4939080774784088	0.6298496723175049	0.6590893864631653	0.4055936634540558
