GO:0004540	GO:0046914	GO:0140097	GO:0004529	GO:0016818	GO:0034061	GO:0016895	GO:0004551	GO:0016887	GO:0016888	GO:0042578	GO:0016788	GO:0030145	GO:0003690	GO:0016772	GO:0017111	GO:0004527	GO:0016893	GO:0004536	GO:0042802	GO:0008408	GO:0016817	GO:0003697	GO:0003677	GO:0004519	GO:0008270	GO:0008081	GO:0016791	GO:0016853	GO:0140098	GO:0003723	GO:0004518	GO:0016779	GO:0016462	GO:0016796	GO:0004520	GO:0097367	GO:0008409
0.7180449962615967	0.6009093523025513	0.8576130270957947	0.6343939304351807	0.6378493309020996	0.7745882272720337	0.6263872385025024	0.7173217535018921	0.6462683081626892	0.8548586964607239	0.5667634606361389	0.7856459021568298	0.3893742263317108	0.6574602127075195	0.6820802688598633	0.62298184633255	0.7507489919662476	0.8698177933692932	0.8130778670310974	0.3693081736564636	0.6133295297622681	0.6367645263671875	0.7561471462249756	0.8722779154777527	0.8346653580665588	0.6483071446418762	0.5633490085601807	0.5487709641456604	0.21690869331359863	0.6687397956848145	0.5085107684135437	0.8204220533370972	0.7199301719665527	0.6453180313110352	0.6081443428993225	0.8383744359016418	0.5632386803627014	0.7527086138725281
0.7096001505851746	0.6023983955383301	0.9985648989677429	0.6960811018943787	0.6419517397880554	0.8219504356384277	0.6884623765945435	0.6430714130401611	0.6791366338729858	1.0	0.5422540307044983	0.8439531326293945	0.3694692850112915	0.6873242259025574	0.7216784954071045	0.635337769985199	0.8209863305091858	0.9868474006652832	0.9507363438606262	0.35400357842445374	0.6431816220283508	0.639728844165802	0.7551915049552917	0.95746248960495	0.9508594274520874	0.6437019109725952	0.5471827983856201	0.5283381938934326	0.2457401305437088	0.6738150715827942	0.41075587272644043	0.9711524844169617	0.7516533136367798	0.6499971151351929	0.6366389393806458	0.9763315916061401	0.5615524053573608	0.8093311786651611
0.6733507513999939	0.644402265548706	0.7383114695549011	0.5153051018714905	0.4103497564792633	0.7636125087738037	0.5162165760993958	0.6037515997886658	0.5110670924186707	0.7641271352767944	0.6010735034942627	0.6697714924812317	0.3550654649734497	0.6211560964584351	0.6437000036239624	0.45092281699180603	0.5840070843696594	0.8020612597465515	0.649745762348175	0.5571942329406738	0.47495192289352417	0.40880852937698364	0.7048249244689941	0.7419504523277283	0.7294338345527649	0.5724682807922363	0.5719630718231201	0.5888099670410156	0.4373360574245453	0.6540407538414001	0.4189791679382324	0.6470147371292114	0.6621289849281311	0.41600286960601807	0.4812279939651489	0.7187244296073914	0.42894384264945984	0.656091570854187
0.6455900073051453	0.6590098142623901	0.6126484870910645	0.4866292178630829	0.4882880449295044	0.751829981803894	0.4916105568408966	0.7456889748573303	0.595819890499115	0.6672702431678772	0.640767514705658	0.5608053803443909	0.3110545575618744	0.6573000550270081	0.698028028011322	0.5394785404205322	0.4340968132019043	0.7182294726371765	0.5354676246643066	0.7135882377624512	0.36741870641708374	0.48826977610588074	0.7376330494880676	0.6419492959976196	0.614445149898529	0.6423015594482422	0.6757163405418396	0.6275365948677063	0.34722986817359924	0.6311658024787903	0.473630428314209	0.4524049162864685	0.7030354142189026	0.4983883798122406	0.42531636357307434	0.6132039427757263	0.5709603428840637	0.5779582262039185
0.7920649647712708	0.554481565952301	0.7286959886550903	0.6558116674423218	0.6609713435173035	0.9036369323730469	0.6553230285644531	0.7669709920883179	0.7863345146179199	0.7657192945480347	0.7369641661643982	0.7053617835044861	0.1892310231924057	0.7755087614059448	0.8827694058418274	0.7400861382484436	0.6107725501060486	0.8169092535972595	0.7255159020423889	0.7601969242095947	0.5335696339607239	0.6616064310073853	0.8768674731254578	0.8242249488830566	0.8359917998313904	0.8188948035240173	0.8189126253128052	0.7329084873199463	0.28800565004348755	0.6809111833572388	0.5984840393066406	0.6537333726882935	0.8592581152915955	0.6725203990936279	0.5795624852180481	0.7863961458206177	0.7996224761009216	0.6840577721595764
0.6595795154571533	0.610115647315979	0.8906505107879639	0.6193978190422058	0.5757232308387756	0.7872700095176697	0.6168574094772339	0.6507991552352905	0.6496393084526062	0.9148935675621033	0.5673384070396423	0.7760699391365051	0.34502580761909485	0.6619176268577576	0.7088935375213623	0.5971567034721375	0.6855266690254211	0.9180718064308167	0.8343023061752319	0.4451574385166168	0.5323820114135742	0.5735944509506226	0.7289780974388123	0.872298002243042	0.8777663707733154	0.6339086890220642	0.5589314699172974	0.559245228767395	0.32230091094970703	0.6211541295051575	0.3771706521511078	0.8404328227043152	0.7235149145126343	0.586289644241333	0.5501739978790283	0.8859525918960571	0.5611764192581177	0.7214714288711548
0.7893819808959961	0.5933310985565186	0.7058303356170654	0.6616069078445435	0.6750673055648804	0.8249458074569702	0.6565845012664795	0.7021235227584839	0.7950281500816345	0.7255739569664001	0.7666376233100891	0.7668868899345398	0.16735847294330597	0.7497796416282654	0.8733870983123779	0.7509447336196899	0.6646096706390381	0.7724599242210388	0.7407984733581543	0.7480896711349487	0.6228134632110596	0.6745179295539856	0.8649452328681946	0.7746887803077698	0.7990661263465881	0.8551273941993713	0.869737446308136	0.7442105412483215	0.18613751232624054	0.6387863755226135	0.546394407749176	0.6703920364379883	0.8163108229637146	0.6861383318901062	0.6047037243843079	0.7687745690345764	0.7885624766349792	0.627206027507782
0.8922730088233948	0.5126559734344482	0.845691978931427	0.764610767364502	0.7778288125991821	0.9549329876899719	0.7555630207061768	0.745741605758667	0.887464165687561	0.8452319502830505	0.729364275932312	0.798812210559845	0.1526288390159607	0.8417086601257324	0.9573192000389099	0.8509184718132019	0.8003554344177246	0.8957114219665527	0.8783331513404846	0.7186034321784973	0.72249436378479	0.7780906558036804	0.9573124051094055	0.9303485751152039	0.9224960207939148	0.8969131112098694	0.8605148792266846	0.7180145978927612	0.11772071570158005	0.7520509958267212	0.6821926832199097	0.7989265322685242	0.9350281357765198	0.790714681148529	0.7077110409736633	0.8972828984260559	0.8891088962554932	0.7899059653282166
0.7694348096847534	0.5323062539100647	0.7897197604179382	0.6570927500724792	0.7159653902053833	0.8882913589477539	0.6535860300064087	0.7884289026260376	0.7935408353805542	0.8274613618850708	0.6797716617584229	0.7437160015106201	0.23140515387058258	0.7669330835342407	0.8573136925697327	0.7567156553268433	0.6711428165435791	0.8495129346847534	0.7847887873649597	0.6381879448890686	0.5748211741447449	0.7157771587371826	0.8689345121383667	0.8636943101882935	0.8533166646957397	0.7795175909996033	0.7550699710845947	0.675745964050293	0.20149196684360504	0.6767722964286804	0.5725225210189819	0.7239123582839966	0.8467884659767151	0.7264837622642517	0.578965425491333	0.8346816301345825	0.7703342437744141	0.7161260843276978
0.7481281161308289	0.5213876962661743	0.9559161067008972	0.7242498993873596	0.8936507105827332	0.818474292755127	0.7120006084442139	0.6868098378181458	0.8715541958808899	0.9401124119758606	0.627605140209198	0.9486484527587891	0.24003049731254578	0.7666227221488953	0.7761073708534241	0.8552096486091614	0.8903814554214478	0.9363688230514526	1.0	0.40176987648010254	0.7321439981460571	0.8916998505592346	0.8422060012817383	1.0	0.9896416068077087	0.8087415099143982	0.6417649984359741	0.6139155626296997	0.08259183913469315	0.6571642756462097	0.45544371008872986	1.0	0.7950887680053711	0.8892953395843506	0.6719762682914734	1.0	0.7478577494621277	0.78884357213974
