EC:3.4.19.-	EC:3.1.4.-	EC:3.1.2.-	EC:3.5.1.-	GO:0016614	GO:0004553	GO:0046914	GO:0016757	GO:0004497	GO:0046527	GO:0032553	GO:0016788	GO:0016758	GO:0016811	GO:0016772	GO:0016831	GO:0016830	GO:0019842	GO:0016746	GO:0042802	GO:0016798	GO:0000287	GO:0016810	GO:0010181	GO:0031406	GO:0140096	GO:0016705	GO:0016829	GO:0015929	GO:0016853	GO:0061783	GO:0097367
0.5760496258735657	0.4875600039958954	0.3988279402256012	0.5347009301185608	0.6454296112060547	0.730800449848175	0.5631826519966125	0.6118858456611633	0.46270278096199036	0.560405969619751	0.299265593290329	0.8410877585411072	0.6315217018127441	0.5796161890029907	0.5382271409034729	0.7863054871559143	0.9672834873199463	0.5728750228881836	0.6644923090934753	0.7282881736755371	0.8718686103820801	0.7221391797065735	0.7156317830085754	0.4240846037864685	0.5116007328033447	0.567393958568573	0.29383429884910583	0.886256217956543	0.7014465928077698	0.8490804433822632	0.819865882396698	0.21881987154483795
0.5158697366714478	0.5386571288108826	0.40059012174606323	0.536886990070343	0.6992568373680115	0.7273553013801575	0.6246887445449829	0.623350977897644	0.44269630312919617	0.5766758322715759	0.32625991106033325	0.8912404179573059	0.6355324983596802	0.5820242166519165	0.635115385055542	0.7972015142440796	0.9807786345481873	0.6410629153251648	0.675750732421875	0.7733186483383179	0.8223705887794495	0.7612617015838623	0.7110719084739685	0.46883079409599304	0.563324511051178	0.6473355293273926	0.3324499726295471	0.8792205452919006	0.7293850779533386	0.9103449583053589	0.829575777053833	0.23381774127483368
0.3667986989021301	0.5982218384742737	0.4316066801548004	0.7822850942611694	0.770054042339325	0.8282217383384705	0.6225939989089966	0.8014652132987976	0.5129961371421814	0.7650941610336304	0.22507858276367188	0.7973902225494385	0.8380946516990662	0.4399598240852356	0.6089742183685303	0.811461329460144	1.0	0.6396448016166687	0.8036069273948669	0.7626374959945679	1.0	0.8046172261238098	0.535905659198761	0.5037311911582947	0.5467758178710938	0.8509261608123779	0.37155747413635254	0.9368225932121277	0.8715113401412964	0.8798499703407288	0.9417821168899536	0.12255776673555374
0.43074095249176025	0.5801993608474731	0.4002668261528015	0.7020869851112366	0.6519103050231934	0.7331508994102478	0.597610354423523	0.7953702807426453	0.43545255064964294	0.7280381917953491	0.30906030535697937	0.7357522249221802	0.8105329275131226	0.4717823565006256	0.586442768573761	0.6598585247993469	0.8008043766021729	0.6125584840774536	0.5860490202903748	0.7091026902198792	0.8731659650802612	0.5995813608169556	0.5043562650680542	0.5090008974075317	0.508765697479248	0.6575073599815369	0.30161911249160767	0.8163741230964661	0.7803229689598083	0.7797415256500244	0.8640528917312622	0.22115914523601532
0.42184770107269287	0.5429912209510803	0.38899993896484375	0.6319127678871155	0.6302350163459778	0.6506310701370239	0.5192147493362427	0.9128562211990356	0.2620193362236023	0.884261429309845	0.3985370397567749	0.6656220555305481	0.886793851852417	0.47631174325942993	0.780288815498352	0.45953303575515747	0.5332162976264954	0.558821976184845	0.46305763721466064	0.5953490138053894	0.8021757006645203	0.6279670000076294	0.3971499502658844	0.5054594278335571	0.463735431432724	0.8242334127426147	0.26506462693214417	0.6857749819755554	0.7663739323616028	0.6378520131111145	0.8727294206619263	0.3078726828098297
0.45375242829322815	0.5539763569831848	0.40340229868888855	0.7005983591079712	0.6042941808700562	0.5995935797691345	0.4998699128627777	0.8764278888702393	0.38383880257606506	0.7910100221633911	0.40824180841445923	0.6538349986076355	0.8549349904060364	0.4323025643825531	0.7410717010498047	0.5173813700675964	0.5627602338790894	0.5196846127510071	0.6355709433555603	0.6066519618034363	0.7430821061134338	0.6491715908050537	0.3616626560688019	0.5108430981636047	0.46171656250953674	0.9102391004562378	0.3226356506347656	0.7122106552124023	0.6960532665252686	0.6617560386657715	0.847984790802002	0.30751100182533264
0.22934001684188843	0.47810810804367065	0.4157967269420624	0.855559766292572	0.5030623078346252	0.44358232617378235	0.5045329928398132	0.988707959651947	0.4692389667034149	0.9720237851142883	0.3598872423171997	0.5664109587669373	0.9338206052780151	0.4502796232700348	0.7011990547180176	0.6546269655227661	0.6917250156402588	0.5182779431343079	0.581274688243866	0.4569196403026581	0.6256478428840637	1.0	0.36150631308555603	0.45126962661743164	0.43039989471435547	0.8123549818992615	0.39588454365730286	0.8279122114181519	0.5167655944824219	0.6006811857223511	0.7146833539009094	0.22634415328502655
0.3360217809677124	0.6481202840805054	0.4413050711154938	0.5288035869598389	0.5620806813240051	0.5566233396530151	0.46612322330474854	0.7827074527740479	0.4784054458141327	0.6789412498474121	0.40565693378448486	0.5050925016403198	0.7371627688407898	0.3270638883113861	0.516417384147644	0.5497072339057922	0.6004365086555481	0.40087804198265076	0.5660577416419983	0.5187929272651672	0.6594552397727966	0.7394081354141235	0.2746431529521942	0.48634129762649536	0.3500198721885681	0.6269913911819458	0.3323458433151245	0.6216784119606018	0.5640286803245544	0.5778588056564331	0.7799647450447083	0.30080270767211914
0.377684623003006	0.45498883724212646	0.38992878794670105	0.6392601132392883	0.3381846249103546	0.46001002192497253	0.2505786716938019	0.7516930103302002	0.5489060282707214	0.4992821514606476	0.2518813908100128	0.3884192109107971	0.6837278604507446	0.18406926095485687	0.3067805767059326	0.5316212177276611	0.5688118934631348	0.16585583984851837	0.6331651210784912	0.36572688817977905	0.6113151907920837	0.5741374492645264	0.17993895709514618	0.2899457812309265	0.15551967918872833	0.4790598154067993	0.23607540130615234	0.6772640347480774	0.30298328399658203	0.46522223949432373	0.6856077313423157	0.19255182147026062
0.4914756119251251	0.38064196705818176	0.3661094605922699	0.624178409576416	0.4346272945404053	0.5274550318717957	0.30751073360443115	0.7729018926620483	0.6056196093559265	0.515849769115448	0.21296268701553345	0.4384744167327881	0.7281240224838257	0.21307142078876495	0.3239632248878479	0.5806968212127686	0.6180403828620911	0.2423071712255478	0.7209393382072449	0.39368683099746704	0.6634542942047119	0.5775759220123291	0.20453789830207825	0.315049946308136	0.20840562880039215	0.6185988187789917	0.3133401572704315	0.7110956907272339	0.34490418434143066	0.5147726535797119	0.7012492418289185	0.15757153928279877
0.36493539810180664	0.3453874886035919	0.35275793075561523	0.7105461955070496	0.3239790201187134	0.4753788709640503	0.31365299224853516	0.8219865560531616	0.668321430683136	0.6118432283401489	0.1509740948677063	0.36669132113456726	0.7834293842315674	0.22685258090496063	0.2216140627861023	0.6377057433128357	0.6967675089836121	0.25208690762519836	0.6353020668029785	0.32878297567367554	0.6063541769981384	0.5849348306655884	0.20225171744823456	0.2746402621269226	0.19020316004753113	0.5075246691703796	0.34060975909233093	0.7758123278617859	0.23444275557994843	0.4832511842250824	0.6140041351318359	0.10534881800413132
0.34521207213401794	0.23115845024585724	0.31814274191856384	0.6914341449737549	0.3280473053455353	0.6097976565361023	0.2449009269475937	0.8914960026741028	0.5058959722518921	0.6127374768257141	0.07875632494688034	0.37181103229522705	0.8652980923652649	0.3418910801410675	0.19204822182655334	0.47132351994514465	0.5895420908927917	0.17250306904315948	0.6018286943435669	0.2975715100765228	0.8196204900741577	0.4868500232696533	0.2121589183807373	0.19678431749343872	0.12370727956295013	0.6054177284240723	0.2135041356086731	0.779819905757904	0.3103151321411133	0.4104727804660797	0.7895216345787048	0.06151192635297775
0.2559860050678253	0.012456151656806469	0.13846756517887115	0.9270231127738953	0.2777286469936371	0.4095633029937744	0.22728875279426575	0.8451225757598877	0.4562186598777771	0.6372933387756348	0.23852719366550446	0.38947853446006775	0.7945029139518738	0.512789249420166	0.39312565326690674	0.4097060263156891	0.5614243149757385	0.28885579109191895	0.4980798661708832	0.257432222366333	0.6227415204048157	0.65936279296875	0.3028225898742676	0.1858271360397339	0.24565178155899048	0.5453498363494873	0.3127295672893524	0.8371332287788391	0.1861124336719513	0.3709542453289032	0.6369087100028992	0.19628144800662994
0.5549676418304443	0.17877231538295746	0.30371278524398804	0.6579626798629761	0.44497397541999817	0.6198644042015076	0.27671754360198975	0.7218577861785889	0.4008235037326813	0.6675406694412231	0.3190937340259552	0.43891844153404236	0.6883203983306885	0.521440863609314	0.45021918416023254	0.42965948581695557	0.5797540545463562	0.33632025122642517	0.4727482795715332	0.41723981499671936	0.7514197826385498	0.5969906449317932	0.4078890085220337	0.2834630608558655	0.27646687626838684	0.5321636199951172	0.2728971540927887	0.7125717997550964	0.3893900215625763	0.4580358862876892	0.7872660756111145	0.3070521652698517
0.5850490927696228	0.4472140967845917	0.4242461919784546	0.6802279949188232	0.6152369379997253	0.7276898622512817	0.4314422309398651	0.6895684599876404	0.4715857207775116	0.6133993268013	0.3715061545372009	0.5426468849182129	0.6716586947441101	0.37995582818984985	0.42211806774139404	0.554908275604248	0.6197227239608765	0.3886031210422516	0.6321108937263489	0.5732324123382568	0.8239537477493286	0.4695480465888977	0.38483089208602905	0.46586766839027405	0.32584670186042786	0.6385828256607056	0.28153195977211	0.6328874826431274	0.6094381213188171	0.5708624124526978	0.8839879035949707	0.3275488018989563
0.2372180074453354	0.35246655344963074	0.39399048686027527	1.0	0.31163284182548523	0.3391670286655426	0.38039493560791016	0.9476260542869568	0.6484770774841309	0.9013472199440002	0.2760692536830902	0.4254665970802307	0.9053877592086792	0.3516881465911865	0.41819146275520325	0.627266526222229	0.6849831938743591	0.3771238923072815	0.5903698801994324	0.3398256301879883	0.5278418660163879	0.7872823476791382	0.26232847571372986	0.350456565618515	0.31726378202438354	0.5958098769187927	0.42775726318359375	0.8712366819381714	0.24298106133937836	0.5016653537750244	0.5828962326049805	0.1762068122625351
0.5522299408912659	0.2701961398124695	0.43378981947898865	0.8534262180328369	0.306313157081604	0.2656211256980896	0.41194069385528564	0.8884139060974121	0.5408731698989868	0.8092774152755737	0.35099872946739197	0.5262945890426636	0.847780704498291	0.4956837594509125	0.5409298539161682	0.49657753109931946	0.573046088218689	0.41446882486343384	0.5222986936569214	0.37848758697509766	0.4158622622489929	0.8279943466186523	0.3217827081680298	0.32243913412094116	0.40433448553085327	0.6602384448051453	0.4558958113193512	0.8359280228614807	0.2132061868906021	0.5325914621353149	0.5002979636192322	0.2284596860408783
0.7652391195297241	0.5132070183753967	0.49547722935676575	0.5790266394615173	0.5211710333824158	0.4756510257720947	0.5302057862281799	0.6469969153404236	0.3540204167366028	0.5454714298248291	0.5972585082054138	0.5795208215713501	0.605042576789856	0.43368545174598694	0.5341202020645142	0.32105615735054016	0.3285811245441437	0.4415476620197296	0.4426298439502716	0.6157836318016052	0.5241048336029053	0.4211161434650421	0.3344767987728119	0.5345697402954102	0.45075565576553345	0.5992345809936523	0.34499260783195496	0.47734805941581726	0.5191789865493774	0.5660914778709412	0.6910936236381531	0.4917083978652954
0.4822428226470947	0.5355127453804016	0.4316823482513428	0.7104921936988831	0.5953068137168884	0.5648046135902405	0.5221539735794067	0.7324860692024231	0.46691465377807617	0.6257719397544861	0.501395583152771	0.5715509653091431	0.7119178175926208	0.35516592860221863	0.5468093156814575	0.47085022926330566	0.5004743337631226	0.46915340423583984	0.6109890937805176	0.6257250905036926	0.6406896710395813	0.4815937876701355	0.3021491467952728	0.5544208884239197	0.4417765736579895	0.7378267049789429	0.38663288950920105	0.5969599485397339	0.5929668545722961	0.6189324855804443	0.7744652032852173	0.39212316274642944
