EC:2.4.2.-	EC:2.7.1.26	EC:3.5.1.9	EC:3.5.1.-	EC:6.1.1.-	EC:2.7.1.-	GO:0004175	GO:0016301	GO:0016614	GO:0017076	GO:0016818	GO:0016616	GO:0019899	GO:0032559	GO:0046983	GO:0016887	GO:0016874	GO:0032553	GO:0032555	GO:0042803	GO:0016788	GO:0048029	GO:0016811	GO:0016772	GO:0017111	GO:0070003	GO:0016746	GO:0042802	GO:0050660	GO:0016817	GO:0035639	GO:0016810	GO:0060089	GO:0033218	GO:0003677	GO:0030554	GO:0140096	GO:0008233	GO:0016853	GO:0004672	GO:0003723	GO:0005524	GO:0016462	GO:0097367	GO:0071949	GO:0016773
0.7292324900627136	0.4073943495750427	0.3427194058895111	0.5535272359848022	0.2968471944332123	0.6742396354675293	0.6022895574569702	0.34458255767822266	0.5857870578765869	0.3749485909938812	0.38195329904556274	0.535783052444458	0.6960821747779846	0.35194283723831177	0.8705820441246033	0.7148150205612183	0.8909096121788025	0.3273724317550659	0.3723411560058594	0.8200823068618774	0.8832600712776184	0.7470258474349976	0.8080074191093445	0.5917595028877258	0.7480883598327637	0.07416443526744843	0.1953394114971161	0.8109654188156128	0.4378339648246765	0.3614636957645416	0.4170033633708954	0.757093608379364	0.6475337147712708	0.6909254789352417	0.7259780764579773	0.35518184304237366	0.1571054309606552	0.7007847428321838	0.9922767877578735	0.36704936623573303	0.8515870571136475	0.3991248309612274	0.7163019776344299	0.3690221309661865	0.49934497475624084	0.2590707540512085
0.7320763468742371	0.5143023133277893	0.2506965696811676	0.3333164155483246	0.34168899059295654	0.5879344940185547	0.5065245628356934	0.3820951581001282	0.6033266186714172	0.40243464708328247	0.2936112582683563	0.5591301918029785	0.5720682740211487	0.3887864947319031	0.7114868760108948	0.6148493885993958	0.8010881543159485	0.372351735830307	0.4017331600189209	0.6449308395385742	0.6997921466827393	0.6524258255958557	0.6505929827690125	0.5304268598556519	0.6382157206535339	0.13335970044136047	0.3130423128604889	0.6174041628837585	0.46909257769584656	0.2751033306121826	0.44539618492126465	0.5995482802391052	0.5389296412467957	0.6057420969009399	0.5094501972198486	0.390017569065094	0.12657025456428528	0.5391964912414551	0.8913148641586304	0.33465349674224854	0.6167342662811279	0.4353308379650116	0.5984838604927063	0.3973976671695709	0.4574892520904541	0.2758193612098694
0.6944317817687988	0.47190260887145996	0.21326163411140442	0.33867281675338745	0.33779606223106384	0.562492311000824	0.5038191080093384	0.37940913438796997	0.6138187646865845	0.4014163911342621	0.28660276532173157	0.5648788213729858	0.565712034702301	0.3883913457393646	0.7109109163284302	0.6119377017021179	0.8042284846305847	0.37109050154685974	0.4006432294845581	0.6460450887680054	0.6998805403709412	0.651941180229187	0.6546047329902649	0.5264513492584229	0.6354262828826904	0.12238161265850067	0.3077707588672638	0.6175253987312317	0.47103163599967957	0.26782160997390747	0.4451187551021576	0.6016392111778259	0.53397536277771	0.6018227934837341	0.5045188069343567	0.38970091938972473	0.11310439556837082	0.5398638844490051	0.898794949054718	0.32838568091392517	0.6164405345916748	0.43568727374076843	0.5959639549255371	0.3957267999649048	0.4559088945388794	0.2708278298377991
0.6185276508331299	0.5603923797607422	0.2200206071138382	0.30763739347457886	0.28589174151420593	0.6606783866882324	0.582901656627655	0.4773824214935303	0.6883585453033447	0.42015340924263	0.1895972341299057	0.712395191192627	0.6700343489646912	0.3968106210231781	0.7126864790916443	0.5862042307853699	0.8118728399276733	0.39745864272117615	0.420526385307312	0.7073684930801392	0.715966522693634	0.7459198236465454	0.644271731376648	0.5936174392700195	0.5890869498252869	0.41409406065940857	0.4880881607532501	0.6232948303222656	0.5924222469329834	0.17765356600284576	0.46704307198524475	0.6001296043395996	0.6949102282524109	0.6276744604110718	0.6324208378791809	0.39555832743644714	0.40986084938049316	0.5306617021560669	0.8013394474983215	0.4784979820251465	0.672836422920227	0.44602444767951965	0.4324113726615906	0.4184401035308838	0.6403273940086365	0.3827943205833435
0.6308057904243469	0.5601382255554199	0.2623477280139923	0.2579426169395447	0.28132888674736023	0.7210471630096436	0.5741491317749023	0.5328158736228943	0.5550731420516968	0.4841332733631134	0.2247716784477234	0.5778141617774963	0.6396602988243103	0.4614250957965851	0.740026593208313	0.6382241249084473	0.87859046459198	0.4427867829799652	0.4857472777366638	0.7189676761627197	0.7520672082901001	0.7417406439781189	0.636165201663971	0.7069728970527649	0.661893904209137	0.2752896249294281	0.3429551124572754	0.6378483772277832	0.459143728017807	0.2112063616514206	0.5429623126983643	0.5725919008255005	0.7093262076377869	0.6435143947601318	0.6926502585411072	0.4592391550540924	0.29562345147132874	0.5120272040367126	0.803144097328186	0.5161283016204834	0.7280343174934387	0.5206620693206787	0.4807113707065582	0.46080946922302246	0.5267089605331421	0.43450671434402466
0.6693049073219299	0.5153380632400513	0.2781818211078644	0.28591227531433105	0.31509920954704285	0.6782193779945374	0.5041792988777161	0.4730801284313202	0.4391169250011444	0.4697614014148712	0.3101266920566559	0.4117434024810791	0.5728116631507874	0.45335596799850464	0.7502985000610352	0.6613607406616211	0.8644532561302185	0.41886746883392334	0.47012996673583984	0.673275887966156	0.7546217441558838	0.6603831648826599	0.6367849111557007	0.6894422769546509	0.7017748951911926	0.034378696233034134	0.17481377720832825	0.644260823726654	0.32686978578567505	0.29225417971611023	0.5245099663734436	0.5790793895721436	0.5913431644439697	0.6178411841392517	0.6076663136482239	0.45371460914611816	0.08812452107667923	0.5158293843269348	0.8731207251548767	0.41466769576072693	0.6939507126808167	0.5100407600402832	0.6233665347099304	0.4409909248352051	0.35704997181892395	0.3654308617115021
0.828924298286438	0.6669496893882751	0.46259579062461853	0.4403838813304901	0.21706236898899078	0.9254443645477295	0.6067657470703125	0.6616092324256897	0.46481049060821533	0.5633372068405151	0.33647698163986206	0.4829794764518738	0.7821203470230103	0.5388587713241577	0.8917551636695862	0.7813673615455627	1.0	0.4831721782684326	0.5622054934501648	0.87233567237854	0.8986480236053467	0.8255020976066589	0.747759222984314	0.9110475182533264	0.8358315229415894	0.1030765026807785	0.3844626843929291	0.8536196351051331	0.31232577562332153	0.3195497393608093	0.617703914642334	0.7366368174552917	0.836420476436615	0.7597206830978394	0.9020708799362183	0.541161835193634	0.25572505593299866	0.6185109615325928	0.9285101294517517	0.608877956867218	0.9241666793823242	0.5974201560020447	0.7099576592445374	0.5287584662437439	0.42975878715515137	0.5544983744621277
0.7842592597007751	0.7076495885848999	0.37037354707717896	0.25748124718666077	0.2658824622631073	0.7682064771652222	0.5634580850601196	0.6969252824783325	0.48685380816459656	0.5632390379905701	0.3302020728588104	0.5745826363563538	0.854623556137085	0.534896969795227	0.787898063659668	0.7141616940498352	0.8549802303314209	0.5131945013999939	0.5647996068000793	0.7667136788368225	0.7362655997276306	0.8115296363830566	0.5886884331703186	0.8544730544090271	0.7423756122589111	0.3807588815689087	0.5387917160987854	0.6984646320343018	0.40525174140930176	0.31821948289871216	0.6089229583740234	0.5675904750823975	0.8511273264884949	0.7912386655807495	0.7590363621711731	0.5337620973587036	0.4224911034107208	0.4639834463596344	0.7418388724327087	0.6661930680274963	0.7485694289207458	0.5818819403648376	0.5968044996261597	0.5504137277603149	0.5645478367805481	0.6190599203109741
0.8925634026527405	0.7357288599014282	0.5536678433418274	0.4048350155353546	0.26375240087509155	0.7955054044723511	0.6229715943336487	0.5082802176475525	0.37192171812057495	0.4189704954624176	0.45653650164604187	0.4607497751712799	0.7408257722854614	0.390881210565567	0.8319557905197144	0.7469019293785095	0.8353662490844727	0.3634588420391083	0.4181966483592987	0.7860357165336609	0.8242501616477966	0.749543309211731	0.7576390504837036	0.7415304183959961	0.788567066192627	0.2671481668949127	0.44227421283721924	0.7829917073249817	0.28538718819618225	0.4404310882091522	0.4580783545970917	0.7312069535255432	0.7793906331062317	0.7439522743225098	0.8165027499198914	0.39235806465148926	0.329332560300827	0.6552221775054932	0.8323820233345032	0.5245744585990906	0.8371964693069458	0.43426185846328735	0.7252148389816284	0.4099407494068146	0.4729252755641937	0.46073541045188904
0.7618058919906616	0.7287368178367615	0.6445003151893616	0.6456974744796753	0.27582815289497375	0.9004226922988892	0.7370012402534485	0.5839547514915466	0.4702635407447815	0.45549798011779785	0.47880229353904724	0.5921086668968201	0.9092301726341248	0.42157894372940063	0.9935550689697266	0.8563232421875	0.9614692330360413	0.3902236223220825	0.4531776010990143	1.0	0.9541886448860168	0.9467703700065613	0.8863898515701294	0.8233550786972046	0.9062396883964539	0.4325138330459595	0.7724877595901489	1.0	0.42769137024879456	0.46220719814300537	0.4874556362628937	0.8948915004730225	0.9560572504997253	0.9457226991653442	1.0	0.4249296486377716	0.43551722168922424	0.7798100113868713	0.962218165397644	0.6284080147743225	1.0	0.4596642255783081	0.8215126991271973	0.4633539319038391	0.6378006339073181	0.5153761506080627
0.7861558198928833	0.7282962203025818	0.8807024955749512	0.9054940938949585	0.22668702900409698	0.7740219235420227	0.8005191683769226	0.5123676061630249	0.4798341393470764	0.3871092200279236	0.3388317823410034	0.6280730366706848	0.8717253804206848	0.34907206892967224	0.9770612716674805	0.7746294736862183	0.9515165686607361	0.34455567598342896	0.3849818706512451	0.971216082572937	0.963130533695221	0.9366375803947449	0.9034426212310791	0.7458703517913818	0.8063033223152161	0.6047146916389465	0.8198185563087463	0.9805504083633423	0.5506422519683838	0.32715457677841187	0.4126022458076477	0.9368380308151245	0.9659566283226013	0.8475218415260315	0.9874160289764404	0.3511334955692291	0.6170485615730286	0.8294186592102051	0.9443349242210388	0.6092584729194641	0.9504318833351135	0.38182333111763	0.6498282551765442	0.4156953692436218	0.6891760230064392	0.44917967915534973
0.7130866050720215	0.6381636261940002	0.7899667024612427	0.8096011281013489	0.212535098195076	0.7744841575622559	0.7681610584259033	0.44899439811706543	0.565780520439148	0.32440561056137085	0.3709237575531006	0.6911599040031433	0.8425636887550354	0.2935106158256531	0.9689880013465881	0.76739501953125	0.88856440782547	0.2755358815193176	0.32216548919677734	0.9626760482788086	0.8958225250244141	0.8986311554908752	0.9132723212242126	0.6623800992965698	0.8168036341667175	0.5675161480903625	0.7607371211051941	0.9595696926116943	0.559181272983551	0.35610345005989075	0.3466663360595703	0.9267364740371704	0.9246455430984497	0.8795045614242554	0.9403162002563477	0.296124666929245	0.49009549617767334	0.8276855945587158	0.9818364381790161	0.5356463193893433	0.9037691950798035	0.3238111138343811	0.7036077380180359	0.34719204902648926	0.6876184940338135	0.372816264629364
0.6077052354812622	0.4746752679347992	0.7528839111328125	1.0	0.25142422318458557	0.556643545627594	0.7720343470573425	0.1407346874475479	0.7433465123176575	0.1965249627828598	0.5487931966781616	0.7995796203613281	0.6414428353309631	0.1730324923992157	0.7031950950622559	0.6956167817115784	0.6231883764266968	0.17951758205890656	0.19694927334785461	0.6689489483833313	0.7394441366195679	0.6387609243392944	0.8089845180511475	0.24103020131587982	0.7021047472953796	0.66839599609375	0.45274779200553894	0.6523990631103516	0.7482588291168213	0.5331832766532898	0.2109045386314392	0.7687340974807739	0.6514834761619568	0.6328969597816467	0.698637068271637	0.17127445340156555	0.4055299758911133	0.780261218547821	0.8367571830749512	0.29310140013694763	0.7269089221954346	0.1927037090063095	0.6613799333572388	0.20301926136016846	0.8592221140861511	0.11778071522712708
0.8456040620803833	0.6795465350151062	0.5941362977027893	0.6891984939575195	0.28418079018592834	0.6766666769981384	0.6412647366523743	0.3721635043621063	0.5531445741653442	0.4451572000980377	0.5527721047401428	0.47466638684272766	0.6631911993026733	0.4245627820491791	0.6060164570808411	0.7178319692611694	0.6549028754234314	0.4043600261211395	0.44606050848960876	0.5219277739524841	0.6540935635566711	0.5290923118591309	0.5937985777854919	0.44419461488723755	0.733269989490509	0.4798940420150757	0.24410346150398254	0.5238099694252014	0.6483944058418274	0.5416492223739624	0.4735895097255707	0.5900532007217407	0.5606659650802612	0.5557854771614075	0.5538149476051331	0.4235524833202362	0.4140757620334625	0.5428921580314636	0.7317485213279724	0.3961849510669708	0.5900711417198181	0.45639467239379883	0.6970815062522888	0.39687612652778625	0.6677610874176025	0.3051736652851105
0.8383197784423828	0.5603863596916199	0.49606791138648987	0.6938976049423218	0.24836359918117523	0.5998819470405579	0.6546376943588257	0.2908689081668854	0.7900905609130859	0.3825777471065521	0.48876792192459106	0.6736842393875122	0.4731985330581665	0.36663618683815	0.4673459231853485	0.6182528138160706	0.6055649518966675	0.35198068618774414	0.3858337998390198	0.36584681272506714	0.6018486618995667	0.4400058090686798	0.5861321687698364	0.35052597522735596	0.6145252585411072	0.6116960644721985	0.18350200355052948	0.34837520122528076	0.8184477686882019	0.477163702249527	0.41494321823120117	0.5647419691085815	0.45345112681388855	0.3934868276119232	0.43995875120162964	0.36217090487480164	0.37329450249671936	0.5583364963531494	0.710300087928772	0.29175060987472534	0.4669910967350006	0.40137842297554016	0.550290048122406	0.31296661496162415	0.7867037057876587	0.23083744943141937
0.8015546798706055	0.7916766405105591	0.6754875779151917	0.6161943078041077	0.38437601923942566	0.4881887435913086	0.6614982485771179	0.31518906354904175	0.6803155541419983	0.3138327896595001	0.3971189856529236	0.7067837715148926	0.9307754635810852	0.28168997168540955	0.8915554881095886	0.6991502642631531	0.7705265283584595	0.302739679813385	0.3117271363735199	0.866319477558136	0.7830550074577332	0.8736560940742493	0.8315470814704895	0.40565675497055054	0.7037268280982971	0.54749995470047	0.6174287796020508	0.8057695031166077	0.623561680316925	0.37948888540267944	0.3414517343044281	0.7881686091423035	0.7860913276672363	0.8408718705177307	0.6422073245048523	0.28428444266319275	0.4807232916355133	0.6898177862167358	0.9730902314186096	0.44665735960006714	0.673679769039154	0.3141118884086609	0.6880013942718506	0.3473888635635376	0.6979091763496399	0.20405516028404236
0.6856500506401062	0.8881264925003052	0.6332055926322937	0.48727068305015564	0.4515824317932129	0.5517089366912842	0.674781858921051	0.5820860266685486	0.47533732652664185	0.5381798148155212	0.4810364246368408	0.5169827938079834	0.9584848880767822	0.5103292465209961	0.8846049308776855	0.8242623805999756	0.8543686270713806	0.509573757648468	0.5371061563491821	0.8484953045845032	0.7770598530769348	0.815920889377594	0.7506289482116699	0.6624965667724609	0.8460109233856201	0.5265878438949585	0.6862853765487671	0.8169696927070618	0.46813318133354187	0.46552446484565735	0.5749938488006592	0.7476030588150024	0.8213422894477844	0.8543246388435364	0.6491982340812683	0.5127227306365967	0.5631572008132935	0.6494137644767761	0.8001329302787781	0.6102257966995239	0.6776042580604553	0.5488247275352478	0.7846346497535706	0.5518839359283447	0.5602256059646606	0.46888673305511475
