GO:0016301	GO:0005198	GO:0140097	GO:0016757	GO:0017076	GO:0032559	GO:0008168	GO:0046983	GO:0016874	GO:0008757	GO:0032553	GO:0032555	GO:0008173	GO:0016788	GO:0034062	GO:0097747	GO:0016741	GO:0051536	GO:0016772	GO:0042802	GO:0051540	GO:0000287	GO:0035639	GO:0000049	GO:0003677	GO:0030554	GO:0140096	GO:0016782	GO:0016829	GO:0016853	GO:0140098	GO:0140101	GO:0016645	GO:0003723	GO:0008170	GO:0005524	GO:0016779	GO:0016763	GO:0016879	GO:0097367	GO:0016773
0.40132957696914673	0.4337975084781647	0.674148440361023	0.11259003728628159	0.6055743098258972	0.6079465746879578	0.8006478548049927	0.35986876487731934	0.513465404510498	0.7455739378929138	0.6876285672187805	0.6080265641212463	0.8227201700210571	0.5771055817604065	0.6611965894699097	0.6568014621734619	0.7723637819290161	0.4895804822444916	0.4577855169773102	0.8107843399047852	0.4889356195926666	0.0	0.6077794432640076	0.8607940673828125	0.772578239440918	0.6053666472434998	0.374065637588501	0.4330054521560669	0.47866666316986084	0.8174284100532532	0.8421444892883301	0.9513992071151733	0.5657854676246643	0.8536721467971802	0.665194034576416	0.610596776008606	0.6298357248306274	0.5239601135253906	0.5608536601066589	0.7120453119277954	0.344155490398407
0.48964887857437134	0.3861212730407715	0.6516513824462891	0.11824110150337219	0.6474066376686096	0.6480075120925903	0.7669157385826111	0.42532870173454285	0.5840218663215637	0.7139143943786621	0.7326816916465759	0.6504864692687988	0.8039544820785522	0.5791530013084412	0.6680635809898376	0.6636921167373657	0.7432345747947693	0.4661988317966461	0.5256473422050476	0.7915168404579163	0.4656585156917572	0.08079452067613602	0.6460851430892944	0.8433801531791687	0.7299103736877441	0.6445255279541016	0.3949737250804901	0.3563099205493927	0.41613492369651794	0.7688541412353516	0.827608048915863	0.9116467237472534	0.5356234312057495	0.8204286098480225	0.656966507434845	0.6507783532142639	0.6591174602508545	0.47984471917152405	0.6108546257019043	0.764880895614624	0.4426448345184326
0.5197713971138	0.37312573194503784	0.689765214920044	0.2524287700653076	0.654653012752533	0.6559139490127563	0.705378532409668	0.24114643037319183	0.6425896883010864	0.6710242629051208	0.7291735410690308	0.6595116257667542	0.7601625919342041	0.5722792744636536	0.6262414455413818	0.6217655539512634	0.7112652063369751	0.3414608836174011	0.5813503265380859	0.5754220485687256	0.34124556183815	0.18428988754749298	0.6541509628295898	0.8336328268051147	0.6828744411468506	0.6510870456695557	0.4380953013896942	0.34731799364089966	0.35437753796577454	0.6846669912338257	0.8332761526107788	0.9019695520401001	0.3288072347640991	0.8313467502593994	0.6521564722061157	0.6628860235214233	0.5960001349449158	0.5909123420715332	0.6709794402122498	0.7228129506111145	0.5556313395500183
0.47780779004096985	0.2738979756832123	0.7096807956695557	0.2553052306175232	0.6540523171424866	0.6539662480354309	0.6527473330497742	0.31725919246673584	0.7442809343338013	0.6178795695304871	0.7614122629165649	0.6603907346725464	0.7674799561500549	0.532357931137085	0.6232494115829468	0.6177821159362793	0.6712993383407593	0.27524784207344055	0.664858877658844	0.5794429779052734	0.2755299210548401	0.2602832019329071	0.6518683433532715	0.8898793458938599	0.6284111142158508	0.6477306485176086	0.37032267451286316	0.3687177002429962	0.22920989990234375	0.5334576368331909	0.8784982562065125	0.9475093483924866	0.3384723961353302	0.8592857718467712	0.620254397392273	0.6647370457649231	0.6638708710670471	0.5652444958686829	0.7417222261428833	0.7489131093025208	0.541877806186676
0.6173948049545288	0.49015161395072937	0.6410833597183228	0.2456967681646347	0.654685378074646	0.6465757489204407	0.548086404800415	0.558600902557373	0.5926989912986755	0.5402539968490601	0.7488608956336975	0.6611717939376831	0.6698737740516663	0.5629310011863708	0.6720404624938965	0.6690438389778137	0.5707928538322449	0.28799572587013245	0.744248628616333	0.49944067001342773	0.28786373138427734	0.38428664207458496	0.6398588418960571	0.7776532769203186	0.6512827277183533	0.6395494341850281	0.46113619208335876	0.20805566012859344	0.13704539835453033	0.4218769669532776	0.7449601888656616	0.7365930676460266	0.28831031918525696	0.7553157210350037	0.6013057827949524	0.6527290344238281	0.7235303521156311	0.3479626178741455	0.585271418094635	0.7591611742973328	0.7073642611503601
0.5969910621643066	0.4637853801250458	0.6622912883758545	0.4135453402996063	0.6533116102218628	0.6432117223739624	0.47874361276626587	0.39611539244651794	0.7649979591369629	0.4819498360157013	0.7740212678909302	0.6613070964813232	0.6682292819023132	0.61430424451828	0.6542349457740784	0.651146411895752	0.4984671175479889	0.177470400929451	0.7467683553695679	0.5194425582885742	0.17750169336795807	0.4604625701904297	0.634903609752655	0.7884719967842102	0.6738525032997131	0.6347015500068665	0.39252254366874695	0.367959201335907	0.12881511449813843	0.48373812437057495	0.7832240462303162	0.7799649238586426	0.37047097086906433	0.8122546076774597	0.5413456559181213	0.6490305066108704	0.6892808675765991	0.6054115295410156	0.7722491025924683	0.7676492929458618	0.704288899898529
0.5279223918914795	0.25982463359832764	0.5646896958351135	0.20348912477493286	0.6103250980377197	0.6031996607780457	0.4613361358642578	0.627032458782196	0.5901253819465637	0.4267614781856537	0.7230585217475891	0.6176531314849854	0.6131753921508789	0.40300828218460083	0.6072595715522766	0.6035685539245605	0.4854784309864044	0.17592255771160126	0.7302027344703674	0.4890235662460327	0.17607013881206512	0.45753201842308044	0.5911099314689636	0.7520446181297302	0.5644419193267822	0.5951387286186218	0.32495078444480896	0.22035354375839233	0.0	0.22606177628040314	0.7032576203346252	0.6929225325584412	0.43097415566444397	0.715400218963623	0.5077622532844543	0.6103840470314026	0.7485688924789429	0.2387617826461792	0.5547966361045837	0.7384518980979919	0.6035931706428528
0.6404790282249451	0.26665735244750977	0.519639253616333	0.39945319294929504	0.6503768563270569	0.6415576338768005	0.4083520770072937	0.5837756991386414	0.7984376549720764	0.3857026696205139	0.746219277381897	0.6572282910346985	0.5839012265205383	0.45868217945098877	0.6175810694694519	0.6142845749855042	0.4279530644416809	0.1817845106124878	0.7816674709320068	0.464743435382843	0.1825302243232727	0.6057770252227783	0.633607029914856	0.6930469870567322	0.43110010027885437	0.6337916254997253	0.31683966517448425	0.18396808207035065	0.09169973433017731	0.28254589438438416	0.6851882934570312	0.6450487375259399	0.46231406927108765	0.6230717897415161	0.4654948115348816	0.6500928401947021	0.7568351626396179	0.4895472228527069	0.809820830821991	0.7799990773200989	0.6952297687530518
0.5550198554992676	0.4208875894546509	0.43263572454452515	0.3928287625312805	0.5534868240356445	0.5469942092895508	0.4695921242237091	0.5619974732398987	0.48291587829589844	0.43737587332725525	0.6004267930984497	0.5582784414291382	0.54942387342453	0.4366665780544281	0.5818101763725281	0.5774311423301697	0.47719380259513855	0.2451285570859909	0.5989594459533691	0.4538233280181885	0.24636587500572205	0.5509726405143738	0.540926992893219	0.6263483762741089	0.37927988171577454	0.541663408279419	0.3499528467655182	0.1507834792137146	0.192488893866539	0.3789542019367218	0.6029837727546692	0.5688923597335815	0.4914146065711975	0.5506101250648499	0.48866984248161316	0.5527955889701843	0.6034200191497803	0.4743508994579315	0.5371981263160706	0.6442034840583801	0.5903818011283875
0.5696717500686646	0.40714195370674133	0.3322780430316925	0.643003523349762	0.5108782649040222	0.5137365460395813	0.33814767003059387	0.3944148123264313	0.6007883548736572	0.3171585202217102	0.5227383375167847	0.5153394937515259	0.4185880124568939	0.3284450173377991	0.469915509223938	0.46505242586135864	0.36255159974098206	0.15102984011173248	0.6007577776908875	0.2625752091407776	0.15251846611499786	0.6726338863372803	0.5078374743461609	0.5380744338035583	0.16280218958854675	0.5089384913444519	0.30193209648132324	0.2293262630701065	0.3473818898200989	0.32723066210746765	0.5213754177093506	0.49113261699676514	0.5299115777015686	0.4099452495574951	0.37979307770729065	0.5247029662132263	0.5469745397567749	0.8181913495063782	0.7865983843803406	0.5386967658996582	0.6075162291526794
