EC:2.7.7.-	EC:2.7.7.7	GO:0016301	GO:0016842	GO:0017076	GO:0009975	GO:0061731	GO:0019899	GO:0032559	GO:0032553	GO:0016725	GO:0032555	GO:0016788	GO:0046912	GO:0016772	GO:0019200	GO:0016746	GO:0004748	GO:0000287	GO:0035639	GO:0016728	GO:0030554	GO:0140096	GO:0016829	GO:0004672	GO:0005524	GO:0016775	GO:0097367	GO:0016840	GO:0016773
0.15766823291778564	0.7945398092269897	0.4043690860271454	0.6452828049659729	0.3199930787086487	0.4397822320461273	0.45692992210388184	0.12167864292860031	0.3432360589504242	0.2974696755409241	0.4768124222755432	0.32208091020584106	0.4274044334888458	0.4199647009372711	0.3844550848007202	0.4442935585975647	0.5839042663574219	0.4653928875923157	0.5956469774246216	0.3487943708896637	0.46169236302375793	0.3425280749797821	0.16104812920093536	0.5902493596076965	0.23492680490016937	0.37086284160614014	0.3301902115345001	0.3314446806907654	0.5694593191146851	0.5203898549079895
0.14293794333934784	0.7148222923278809	0.4118832051753998	0.6846222877502441	0.24203701317310333	0.5645934343338013	0.553244948387146	0.2262299507856369	0.2554958164691925	0.10548270493745804	0.6067584156990051	0.24358057975769043	0.5409947633743286	0.4687451720237732	0.4518345296382904	0.5843201279640198	0.4406904876232147	0.5593544244766235	0.6833540797233582	0.2596680223941803	0.561367392539978	0.25577640533447266	0.1368218958377838	0.6654375195503235	0.25524774193763733	0.2695533335208893	0.3767942488193512	0.1667509227991104	0.7169121503829956	0.5182579159736633
0.19745442271232605	0.7376840114593506	0.4644068777561188	0.6876224875450134	0.34489208459854126	0.4779212772846222	0.6273526549339294	0.18434582650661469	0.36132755875587463	0.21336178481578827	0.6837949156761169	0.34446197748184204	0.46349507570266724	0.46072250604629517	0.4942578673362732	0.5990570187568665	0.504270076751709	0.6309854388237	0.7360531091690063	0.35635802149772644	0.6307531595230103	0.36299562454223633	0.17040717601776123	0.6590110063552856	0.3072671592235565	0.3716718256473541	0.4296949803829193	0.26800286769866943	0.7764604687690735	0.5529215335845947
0.265042781829834	0.7116619348526001	0.7240884304046631	0.6349631547927856	0.5796099901199341	0.23757268488407135	0.8558812737464905	0.09632116556167603	0.5992925763130188	0.469481498003006	0.8687166571617126	0.5810390114784241	0.27772587537765503	0.1928461790084839	0.8010050058364868	0.6873290538787842	0.4058011472225189	0.8571805953979492	0.8557134866714478	0.6023856997489929	0.8570110201835632	0.5979446768760681	0.41215139627456665	0.61350417137146	0.5306198596954346	0.6171308755874634	0.5940514802932739	0.4868810772895813	0.6915085911750793	0.7614765763282776
0.204880490899086	0.705176830291748	0.7116179466247559	0.6292055249214172	0.6061832904815674	0.2631731927394867	0.8467822670936584	0.1818522959947586	0.6261216998100281	0.5079813599586487	0.8557254672050476	0.6067291498184204	0.3318050801753998	0.23765303194522858	0.7856992483139038	0.6990939378738403	0.4516288936138153	0.8479016423225403	0.8342899084091187	0.6226997375488281	0.8467551469802856	0.6256796717643738	0.4496159553527832	0.5876568555831909	0.5565723776817322	0.6397194862365723	0.6083748936653137	0.5306909680366516	0.6956219673156738	0.7466750144958496
0.20162346959114075	0.7157008647918701	0.7195119857788086	0.6270650029182434	0.6223655939102173	0.25603359937667847	0.8584867715835571	0.16138139367103577	0.6444051265716553	0.5390195846557617	0.8630254864692688	0.623374879360199	0.3077413737773895	0.22289715707302094	0.791505753993988	0.7032620906829834	0.4424588978290558	0.85964435338974	0.8432705998420715	0.6416531205177307	0.8579285144805908	0.6435214877128601	0.44587022066116333	0.5841250419616699	0.5617212057113647	0.6601418256759644	0.6221228241920471	0.5550891757011414	0.6954668760299683	0.751465916633606
0.16072900593280792	0.7121052145957947	0.6872410178184509	0.641956090927124	0.6275240182876587	0.26606252789497375	0.879355251789093	0.17170585691928864	0.6513213515281677	0.5197268724441528	0.8799967169761658	0.6285034418106079	0.3003489077091217	0.21273720264434814	0.7570326328277588	0.693061351776123	0.38590243458747864	0.8790813088417053	0.8055782914161682	0.6433544158935547	0.8779733180999756	0.650688648223877	0.43859386444091797	0.577340304851532	0.5339911580085754	0.6645673513412476	0.6109189987182617	0.5352980494499207	0.7006514072418213	0.7237920761108398
0.1425626575946808	0.7123538851737976	0.6886911392211914	0.652320146560669	0.6820462346076965	0.3131866455078125	0.8690842390060425	0.2740510106086731	0.7058417797088623	0.6037486791610718	0.8652700185775757	0.6811561584472656	0.3407062292098999	0.31616586446762085	0.7407104969024658	0.7037129998207092	0.48436930775642395	0.8680355548858643	0.7768805027008057	0.6918622255325317	0.8665056228637695	0.7067721486091614	0.49062901735305786	0.538398265838623	0.59145188331604	0.716725766658783	0.6180299520492554	0.6180131435394287	0.715388834476471	0.7217243313789368
0.13338468968868256	0.7240325212478638	0.6806584000587463	0.7084274291992188	0.6335381865501404	0.36078041791915894	0.9118287563323975	0.3042117953300476	0.659844696521759	0.540579617023468	0.9112913608551025	0.6334734559059143	0.2955620586872101	0.34487199783325195	0.7296835780143738	0.7165703177452087	0.4561735987663269	0.9105863571166992	0.7824568152427673	0.6468983292579651	0.9095056653022766	0.6600707769393921	0.43748146295547485	0.5725889801979065	0.5822995901107788	0.6724673509597778	0.6239826083183289	0.5564042925834656	0.777134895324707	0.724685788154602
0.16833259165287018	0.7091290950775146	0.6744307279586792	0.7244568467140198	0.6172232627868652	0.3564072251319885	0.9138030409812927	0.3093107044696808	0.6438320279121399	0.5205099582672119	0.9145148992538452	0.6166146397590637	0.28120431303977966	0.36077144742012024	0.7205217480659485	0.7020018100738525	0.4582761526107788	0.9126372933387756	0.7716168761253357	0.62879478931427	0.9117327928543091	0.6445890069007874	0.42687323689460754	0.5876342058181763	0.5703194737434387	0.6552981734275818	0.6141955852508545	0.5408614873886108	0.7812492847442627	0.7171040177345276
0.16655150055885315	0.6877390146255493	0.639847457408905	0.7349574565887451	0.6160380840301514	0.46838027238845825	0.8574316501617432	0.4942837655544281	0.634647011756897	0.49963173270225525	0.8421637415885925	0.614342212677002	0.4088689982891083	0.449912428855896	0.6714508533477783	0.7300719618797302	0.48239561915397644	0.8574721217155457	0.6821576356887817	0.6146202683448792	0.8568458557128906	0.6368412971496582	0.48532065749168396	0.579647958278656	0.6132645606994629	0.6375145316123962	0.6388458013534546	0.5312005281448364	0.7672353386878967	0.7041200399398804
0.15821146965026855	0.6770469546318054	0.6376096606254578	0.7426292300224304	0.6084931492805481	0.48024705052375793	0.8579478859901428	0.5282044410705566	0.6235547661781311	0.47788435220718384	0.8453690409660339	0.6064529418945312	0.41790229082107544	0.4678504467010498	0.657145619392395	0.7302276492118835	0.4922306537628174	0.8581101298332214	0.6503816246986389	0.6045891046524048	0.857886552810669	0.6260736584663391	0.4824521243572235	0.5754430294036865	0.6268323659896851	0.6242152452468872	0.64378821849823	0.515558123588562	0.7725533843040466	0.7077181935310364
0.09274709969758987	0.698057234287262	0.6955891251564026	0.6733053922653198	0.6206543445587158	0.3284045159816742	0.9641599059104919	0.24700957536697388	0.6551076769828796	0.5143418908119202	0.9447632431983948	0.6248047947883606	0.24696777760982513	0.33432385325431824	0.7630823850631714	0.735605001449585	0.4062381386756897	0.9625591039657593	0.7939828634262085	0.6426071524620056	0.9608957767486572	0.6515231132507324	0.4775850772857666	0.5596921443939209	0.5470287799835205	0.6717361807823181	0.6459929943084717	0.5135297179222107	0.7358595132827759	0.7352002859115601
0.08743526041507721	0.707922101020813	0.7176676988601685	0.6467423439025879	0.6948055624961853	0.3734687268733978	0.9535619020462036	0.322858601808548	0.7260082960128784	0.6074127554893494	0.9249436855316162	0.6971566677093506	0.2877672016620636	0.3228757977485657	0.7713743448257446	0.7782631516456604	0.4488089978694916	0.9529486298561096	0.7550848126411438	0.7135553956031799	0.9512444734573364	0.7241570353507996	0.536937952041626	0.49755245447158813	0.6279596090316772	0.7415050864219666	0.6914143562316895	0.6034969091415405	0.725841760635376	0.7632840275764465
0.1104210838675499	0.697620689868927	0.706185519695282	0.6338651776313782	0.6877061128616333	0.34165751934051514	0.9140656590461731	0.28605905175209045	0.7155964970588684	0.6000297665596008	0.8924014568328857	0.6893171668052673	0.3204151690006256	0.3130924105644226	0.7636200189590454	0.747847318649292	0.45888805389404297	0.9136757254600525	0.7650788426399231	0.7030465006828308	0.9120191335678101	0.7142866849899292	0.5311050415039062	0.502748966217041	0.6045792698860168	0.7289730310440063	0.6601653099060059	0.5999854207038879	0.7017368674278259	0.745431661605835
