EC:3.1.3.-	EC:3.1.4.-	EC:3.5.1.-	GO:0016857	GO:0046914	GO:0140097	GO:0098772	GO:0019899	GO:0046983	GO:0016747	GO:0016799	GO:0052689	GO:0042578	GO:0042803	GO:0016788	GO:0016811	GO:0016854	GO:0016830	GO:0016746	GO:0042802	GO:0016790	GO:0004620	GO:0016810	GO:0003677	GO:0004519	GO:0008270	GO:0140096	GO:0008233	GO:0008081	GO:0016829	GO:0016791	GO:0016853	GO:0004518	GO:0016298	GO:0030234
0.6979774832725525	0.7304016947746277	0.6290897130966187	1.0	0.49118781089782715	0.8929821252822876	0.31840798258781433	0.3042663037776947	0.39268457889556885	0.5645369291305542	0.8138281106948853	0.5440900921821594	0.5263807773590088	0.41350027918815613	0.5654648542404175	0.7308858036994934	1.0	0.8417326807975769	0.5716432332992554	0.4998151659965515	0.7251866459846497	0.3942076861858368	0.6806294918060303	0.9450416564941406	0.8674142956733704	0.45147570967674255	0.5753073692321777	0.5885183215141296	0.47804054617881775	0.8080046772956848	0.5412106513977051	0.9799202680587769	0.8907908201217651	0.41415026783943176	0.35180550813674927
0.6563009023666382	0.6665699481964111	0.7173992395401001	0.9488508701324463	0.6327248811721802	0.698394238948822	0.5629884600639343	0.47965922951698303	0.413303941488266	0.6233518719673157	0.4993413984775543	0.7215184569358826	0.6372277736663818	0.5015191435813904	0.5906599760055542	0.8524472713470459	0.9222925901412964	0.8750810027122498	0.600506067276001	0.497631698846817	0.7388163208961487	0.5316449403762817	0.7980806231498718	0.6496469378471375	0.7442298531532288	0.6107983589172363	0.7077460289001465	0.6906837821006775	0.5661516785621643	0.855847954750061	0.6643956303596497	0.9423103928565979	0.6869820356369019	0.5566776990890503	0.5956128239631653
0.7093029618263245	0.7372289896011353	0.7221605181694031	0.9408645629882812	0.6508811116218567	0.7986079454421997	0.39505863189697266	0.34972068667411804	0.33708861470222473	0.6361078023910522	0.6265518069267273	0.7442699670791626	0.6330171227455139	0.4285489022731781	0.6688780188560486	0.8443409204483032	0.9468264579772949	0.8665850162506104	0.6180614829063416	0.4437446594238281	0.7134711742401123	0.46544501185417175	0.757230818271637	0.8101364374160767	0.8361626267433167	0.6200932860374451	0.6792475581169128	0.699545681476593	0.5592387318611145	0.8905706405639648	0.6513503789901733	1.0	0.8133792281150818	0.5015369057655334	0.43017327785491943
0.6625825762748718	0.7440426349639893	0.7171944975852966	0.8584169745445251	0.6179096698760986	0.8388617038726807	0.39770928025245667	0.35987111926078796	0.3479503095149994	0.5943419337272644	0.5922704935073853	0.745525062084198	0.6428918838500977	0.41994959115982056	0.710421621799469	0.8001807928085327	0.8789452910423279	0.8256133794784546	0.5670088529586792	0.45811453461647034	0.7113945484161377	0.4771868884563446	0.7140057682991028	0.8234630823135376	0.8871459364891052	0.5769938230514526	0.655177652835846	0.6848096251487732	0.5784994959831238	0.8236196637153625	0.6552101969718933	0.939336895942688	0.8641629219055176	0.5132261514663696	0.4378158450126648
0.5452657341957092	0.6061748266220093	0.7305203676223755	0.9267508387565613	0.6687198877334595	0.7584677934646606	0.5452176928520203	0.47779330611228943	0.419745534658432	0.6648873090744019	0.5523838400840759	0.7300679683685303	0.6483132243156433	0.5136709213256836	0.5865882039070129	0.852355420589447	0.9051267504692078	0.8704267144203186	0.6372234225273132	0.49432530999183655	0.7154738306999207	0.5368971824645996	0.7942270636558533	0.6903854608535767	0.7951291799545288	0.6440601944923401	0.7410174012184143	0.7250913381576538	0.5917921662330627	0.8590118885040283	0.6752432584762573	0.9535643458366394	0.7384328842163086	0.5657135844230652	0.5723699927330017
0.5452657341957092	0.6061748266220093	0.7305203676223755	0.9267508387565613	0.6687198877334595	0.7584677934646606	0.5452176928520203	0.47779330611228943	0.419745534658432	0.6648873090744019	0.5523838400840759	0.7300679683685303	0.6483132243156433	0.5136709213256836	0.5865882039070129	0.852355420589447	0.9051267504692078	0.8704267144203186	0.6372234225273132	0.49432530999183655	0.7154738306999207	0.5368971824645996	0.7942270636558533	0.6903854608535767	0.7951291799545288	0.6440601944923401	0.7410174012184143	0.7250913381576538	0.5917921662330627	0.8590118885040283	0.6752432584762573	0.9535643458366394	0.7384328842163086	0.5657135844230652	0.5723699927330017
0.5908709168434143	0.5964800715446472	0.6822525262832642	0.9072279334068298	0.7065374851226807	0.8065363764762878	0.8767821788787842	0.8019971251487732	0.7709639072418213	0.7690869569778442	0.5988588333129883	0.9664549827575684	0.7904290556907654	0.8128519058227539	0.6412066221237183	1.0	0.8125243186950684	0.9614704847335815	0.7234731316566467	0.7079265117645264	0.7989132404327393	0.9126238226890564	0.9659688472747803	0.5884498357772827	0.7833329439163208	0.6961763501167297	0.9192261099815369	0.8805949091911316	0.7686737775802612	0.8953474760055542	0.8903129696846008	0.925693154335022	0.6718002557754517	0.9354993104934692	0.8747235536575317
0.4910922944545746	0.5810026526451111	0.7621559500694275	0.6884427666664124	0.6586897373199463	0.7616589665412903	0.7310823202133179	0.7137773036956787	0.6615750193595886	0.8146868944168091	0.5619421005249023	1.0	0.8254486322402954	0.7276021242141724	0.7758887410163879	0.8975809216499329	0.6076002717018127	0.7235665321350098	0.7693740129470825	0.6208171248435974	0.7913563251495361	0.9381282925605774	0.8238023519515991	0.5649480819702148	0.7346404194831848	0.6534361839294434	1.0	1.0	0.7584338188171387	0.8017274141311646	0.9420207142829895	0.8907883167266846	0.6752206683158875	0.9657185673713684	0.7364060282707214
0.43424710631370544	0.524677038192749	0.724137008190155	0.6077295541763306	0.6282820105552673	0.7844376564025879	0.7669944763183594	0.752414345741272	0.70011305809021	0.7781497836112976	0.5168788433074951	0.9827061295509338	0.8342893719673157	0.7431141138076782	0.7853552103042603	0.8535784482955933	0.531268298625946	0.6787596940994263	0.7232615351676941	0.6577300429344177	0.787331223487854	0.9584072232246399	0.7908926606178284	0.5488824844360352	0.7666858434677124	0.6158563494682312	0.9884268045425415	0.9900118112564087	0.777637243270874	0.7256370186805725	0.9488310813903809	0.8183925151824951	0.7009642720222473	0.9831197261810303	0.7760376334190369
0.5984493494033813	0.6120158433914185	0.6202403903007507	0.6598936319351196	0.5954167246818542	0.6927831768989563	0.8707515001296997	0.8154404163360596	0.6849084496498108	0.6315709352493286	0.3584113121032715	0.7793802618980408	0.7813152074813843	0.7137129306793213	0.6002898216247559	0.7993840575218201	0.546908438205719	0.6424596905708313	0.5580889582633972	0.6870601177215576	0.7309267520904541	0.8447988629341125	0.7755109667778015	0.46093031764030457	0.7026661038398743	0.6050528883934021	0.9293434619903564	0.9235605001449585	0.7063897252082825	0.6438533067703247	0.8889581561088562	0.8272619247436523	0.6168715357780457	0.8547377586364746	0.8936595320701599
0.583762526512146	0.5720177888870239	0.6594421863555908	0.7204799056053162	0.6103307008743286	0.7053322196006775	0.7921978831291199	0.7474514245986938	0.6994863152503967	0.7476018667221069	0.4448276162147522	0.8447683453559875	0.7745249271392822	0.7246661186218262	0.6262688636779785	0.8860428929328918	0.6082277297973633	0.7094271779060364	0.6990796327590942	0.6459009051322937	0.7541630268096924	0.851446807384491	0.8464807271957397	0.5067448019981384	0.6983974575996399	0.6160144805908203	0.9510042071342468	0.9372349977493286	0.7083892226219177	0.74138343334198	0.8789483904838562	0.8495653867721558	0.6243776082992554	0.8690786361694336	0.8045535683631897
0.5969647765159607	0.6022713780403137	0.4625914692878723	0.6935223340988159	0.5725095272064209	0.6691260933876038	0.8375073075294495	0.7699952125549316	0.6496973037719727	0.6350845098495483	0.37308797240257263	0.6481096148490906	0.7139361500740051	0.683173418045044	0.4723995327949524	0.7581963539123535	0.5726324915885925	0.6390489935874939	0.5864549875259399	0.6524562835693359	0.7295582294464111	0.7735949158668518	0.7668826580047607	0.46984973549842834	0.6600973606109619	0.5816359519958496	0.8903532028198242	0.8276214003562927	0.6670284271240234	0.6193476915359497	0.790367841720581	0.746459424495697	0.5848093628883362	0.7683767676353455	0.8503768444061279
0.5901793241500854	0.6494085788726807	0.5755913257598877	0.6804478168487549	0.41445526480674744	0.770622968673706	0.5762409567832947	0.5418446660041809	0.4855949282646179	0.5331540107727051	0.44712331891059875	0.6380554437637329	0.6605163216590881	0.4902649521827698	0.6084799766540527	0.6841664910316467	0.6422500610351562	0.5395223498344421	0.4889993965625763	0.5178869962692261	0.6894772052764893	0.6104641556739807	0.623654842376709	0.6925836205482483	0.7785109877586365	0.43202275037765503	0.7731086015701294	0.8031482696533203	0.5723760724067688	0.5572288632392883	0.7285090684890747	0.8467165231704712	0.7689746022224426	0.6192268133163452	0.6163060069084167
0.6578409075737	0.6068640947341919	0.5946044325828552	0.6596350073814392	0.4858245849609375	0.6843770742416382	0.47690698504447937	0.4607054591178894	0.4155398905277252	0.6297584176063538	0.3910372257232666	0.6382946968078613	0.6272264719009399	0.4519526958465576	0.606939435005188	0.7034935355186462	0.6344645619392395	0.5917336940765381	0.6090747714042664	0.447538822889328	0.6990615725517273	0.5352316498756409	0.6490011811256409	0.6401417255401611	0.7030847072601318	0.4866967499256134	0.7703043222427368	0.7727050185203552	0.5308244228363037	0.6572211384773254	0.6753407716751099	0.8271802067756653	0.6970268487930298	0.5517865419387817	0.514954686164856
0.6794809699058533	0.5949796438217163	0.4687008857727051	0.7451028227806091	0.5246294736862183	0.7640329599380493	0.7946377396583557	0.7453739643096924	0.7730855345726013	0.7420029044151306	0.5576862692832947	0.7616013288497925	0.7028203010559082	0.7523494362831116	0.5246106386184692	0.8672688603401184	0.6542984843254089	0.7325263619422913	0.7153683304786682	0.6698489189147949	0.7555426955223083	0.8048213720321655	0.8498620986938477	0.6111879944801331	0.7049004435539246	0.5434874892234802	0.9147922992706299	0.8602243065834045	0.668046236038208	0.6966825127601624	0.8013372421264648	0.8082298040390015	0.6489160656929016	0.8104968070983887	0.7914275527000427
0.6637792587280273	0.6315752267837524	0.4881880283355713	0.73454749584198	0.5058973431587219	0.7447777986526489	0.8118306994438171	0.7759649753570557	0.7935434579849243	0.6931275129318237	0.5956521034240723	0.6485076546669006	0.6440276503562927	0.7550942301750183	0.4450339674949646	0.8062896132469177	0.6335453391075134	0.6965435743331909	0.6687472462654114	0.7140713930130005	0.7793758511543274	0.759211540222168	0.8145465850830078	0.615390419960022	0.6566241383552551	0.5170623064041138	0.8789918422698975	0.8236173987388611	0.607329785823822	0.6471490263938904	0.7480278015136719	0.7566053867340088	0.6062720417976379	0.7561571002006531	0.8048240542411804
0.5911819338798523	0.559145987033844	0.3140966296195984	0.7190218567848206	0.4890950620174408	0.9510948061943054	0.9066274166107178	0.8479821085929871	0.897255003452301	0.5193339586257935	0.7188960909843445	0.6335509419441223	0.5863521695137024	0.7997315526008606	0.4011821150779724	0.737352728843689	0.662617027759552	0.6350521445274353	0.44813546538352966	0.8592196106910706	0.6927005052566528	0.7266153693199158	0.7334606051445007	0.6452898383140564	0.8624509572982788	0.49685952067375183	0.7793616652488708	0.8134421110153198	0.5918031930923462	0.46950197219848633	0.7108542323112488	0.7378950119018555	0.7826003432273865	0.7284921407699585	0.9197677373886108
0.725380003452301	0.6973230838775635	0.5456023216247559	0.6960353851318359	0.49846819043159485	0.8321338295936584	0.7822219729423523	0.7577729225158691	0.8655158281326294	0.7700204849243164	0.6839300394058228	0.777189314365387	0.734757661819458	0.8107272386550903	0.602779746055603	0.8265402913093567	0.6004111170768738	0.6953468918800354	0.7475075125694275	0.7836211323738098	0.8339977860450745	0.8851948976516724	0.8206030130386353	0.6998114585876465	0.7712724208831787	0.5065058469772339	0.8839619159698486	0.8066993355751038	0.7262211441993713	0.6399790644645691	0.8253685235977173	0.7216799259185791	0.7341461777687073	0.8845609426498413	0.7703196406364441
0.7318025827407837	0.6537613868713379	0.49482372403144836	0.7575157284736633	0.5751981139183044	0.7893231511116028	0.736426591873169	0.7116118669509888	0.8019896149635315	0.770899772644043	0.6685453653335571	0.7511158585548401	0.6975061893463135	0.7677761912345886	0.5685287714004517	0.8730297088623047	0.6558115482330322	0.7605536580085754	0.771013081073761	0.7123906016349792	0.8420313000679016	0.8153199553489685	0.8786444067955017	0.6983485221862793	0.7258327603340149	0.5777953267097473	0.8664198517799377	0.7924092411994934	0.6896175742149353	0.7379842400550842	0.7700697779655457	0.7426820993423462	0.6898573637008667	0.8143665194511414	0.7252975702285767
