EC:3.1.3.-	EC:1.14.11.-	GO:0016301	GO:0004553	GO:0005102	GO:0046914	GO:0005198	GO:0016757	GO:0004497	GO:0008289	GO:0098772	GO:0019899	GO:0005543	GO:0140110	GO:0042803	GO:0016788	GO:0016758	GO:0016772	GO:0030246	GO:0016835	GO:0044877	GO:0042802	GO:0016798	GO:0033218	GO:0003677	GO:1901681	GO:0140096	GO:0016705	GO:0016829	GO:0042277	GO:0016853	GO:0019787	GO:0003723	GO:0016763	GO:0030234	GO:0016837	GO:0097367
0.6984845399856567	0.4345211982727051	0.2895086705684662	0.6698318123817444	0.047999896109104156	0.7981827855110168	0.9156525135040283	0.0	0.9989502429962158	0.46837466955184937	0.09187986701726913	0.07183375209569931	0.42892226576805115	0.2505921721458435	0.3303055763244629	0.5327906608581543	0.2414221316576004	0.44514894485473633	0.09020435810089111	0.940812885761261	0.30032941699028015	0.3261202871799469	0.7519954442977905	0.4683147072792053	0.4813942313194275	0.3926183581352234	0.1560274064540863	0.9482530355453491	0.8051081299781799	0.14666202664375305	1.0	0.2740202248096466	0.6610564589500427	0.04808347299695015	0.21041658520698547	0.6471043229103088	0.2925668954849243
0.7221403121948242	0.37980857491493225	0.2381780743598938	0.6442923545837402	0.15510444343090057	0.7031537294387817	0.8218681216239929	0.070550337433815	0.8365177512168884	0.4302830696105957	0.11317218095064163	0.09474046528339386	0.3877580463886261	0.1928255409002304	0.33144375681877136	0.47791844606399536	0.28613361716270447	0.3583107590675354	0.18237553536891937	0.8022894859313965	0.29995542764663696	0.3299597203731537	0.7107741236686707	0.4436793625354767	0.38835230469703674	0.37343308329582214	0.1753031313419342	0.7715429663658142	0.6819769144058228	0.17023415863513947	0.849007248878479	0.23091846704483032	0.5495715141296387	0.0	0.20796197652816772	0.6186436414718628	0.2761339247226715
0.7270361185073853	0.41051629185676575	0.1951163113117218	0.7036829590797424	0.3127748370170593	0.7976471781730652	0.8209111094474792	0.20415045320987701	1.0	0.5645990371704102	0.24322126805782318	0.2663209140300751	0.5333263874053955	0.3651372492313385	0.5061465501785278	0.6236656308174133	0.4677084982395172	0.2726611793041229	0.3475554585456848	0.7875836491584778	0.4250185787677765	0.5251153707504272	0.7577160000801086	0.58712238073349	0.45648327469825745	0.47655758261680603	0.1877676248550415	0.9450743198394775	0.6218111515045166	0.42497092485427856	0.7888071537017822	0.302165687084198	0.6120176911354065	0.1555665135383606	0.3444790840148926	0.622870683670044	0.29488590359687805
0.7376892566680908	0.4671340882778168	0.43145036697387695	0.719369113445282	0.6362234354019165	0.7957471609115601	0.6898857951164246	0.36984702944755554	0.8419255614280701	0.6686508059501648	0.4281911849975586	0.5047677159309387	0.5742902159690857	0.446063756942749	0.7542486190795898	0.5612407922744751	0.658348023891449	0.3624865412712097	0.6698465943336487	0.6327944993972778	0.6618415117263794	0.7565275430679321	0.747383713722229	0.7028070688247681	0.4732482135295868	0.678013801574707	0.21503229439258575	0.8527323603630066	0.5805284380912781	0.6500251293182373	0.5087729692459106	0.3064832389354706	0.6668492555618286	0.22448310256004333	0.5082242488861084	0.6008161306381226	0.6378645300865173
0.8233839273452759	0.4951325058937073	0.49393436312675476	0.7755374312400818	0.7528701424598694	0.8546182513237	0.8285125494003296	0.46781817078590393	0.9037177562713623	0.7546783089637756	0.5532612204551697	0.6136009693145752	0.7156392335891724	0.5864511728286743	0.8593096137046814	0.7134934663772583	0.7561122179031372	0.438830703496933	0.7274470925331116	0.7378520369529724	0.759172797203064	0.8849566578865051	0.8124505281448364	0.771571934223175	0.5505871772766113	0.729458749294281	0.2600491940975189	0.8892110586166382	0.6211509108543396	0.7718220353126526	0.5237809419631958	0.37487804889678955	0.790919840335846	0.422494113445282	0.6166319847106934	0.6918647885322571	0.6523487567901611
0.7576671242713928	0.4291488230228424	0.6033865213394165	0.671518862247467	0.6551876068115234	0.8371650576591492	0.7713062763214111	0.2999725043773651	0.746853232383728	0.7210221290588379	0.4659573435783386	0.5809760689735413	0.6445286870002747	0.6148359775543213	0.7986830472946167	0.6040109992027283	0.6323333382606506	0.5536984205245972	0.6357258558273315	0.651414155960083	0.7308835983276367	0.8108079433441162	0.6982256174087524	0.7394176125526428	0.6091372966766357	0.7091077566146851	0.2202020287513733	0.7726668119430542	0.5718334317207336	0.6860381364822388	0.49408605694770813	0.3610054552555084	0.8241121172904968	0.1766512095928192	0.5357828736305237	0.5741970539093018	0.7435765862464905
0.7707187533378601	0.3232539892196655	0.2756849229335785	0.6465950608253479	0.547265887260437	0.4751845598220825	0.6662646532058716	0.4032410681247711	0.4281744360923767	0.37928128242492676	0.22384405136108398	0.2654954195022583	0.3208114206790924	0.4531126022338867	0.5866699814796448	0.338418185710907	0.6257420182228088	0.2736280858516693	0.6347037553787231	0.42737677693367004	0.47874516248703003	0.6244280338287354	0.6783167719841003	0.5113223791122437	0.4091891646385193	0.387921005487442	0.17731259763240814	0.35790085792541504	0.3415049910545349	0.4311571717262268	0.24019110202789307	0.10095912218093872	0.4667917788028717	0.085450679063797	0.278815895318985	0.4303366243839264	0.42858532071113586
0.7209556698799133	0.29320213198661804	0.2945021390914917	0.6601229310035706	0.5430851578712463	0.48734813928604126	0.6701132655143738	0.4379044473171234	0.4593084156513214	0.37798118591308594	0.21407873928546906	0.26355215907096863	0.3144930303096771	0.49139124155044556	0.6149013638496399	0.33945515751838684	0.6662618517875671	0.2931864261627197	0.654604434967041	0.43638408184051514	0.4905334711074829	0.6561539173126221	0.6980428099632263	0.5266199111938477	0.44276830554008484	0.3935491144657135	0.16512639820575714	0.40229275822639465	0.35932958126068115	0.45397982001304626	0.22362257540225983	0.09095101803541183	0.4883260726928711	0.13850350677967072	0.27880820631980896	0.4098764955997467	0.4484325349330902
0.7634696960449219	0.3085562288761139	0.15334752202033997	0.7035791277885437	0.5464669466018677	0.4971432387828827	0.8038935661315918	0.43305155634880066	0.41347044706344604	0.36713486909866333	0.15874555706977844	0.18283502757549286	0.29411619901657104	0.42861220240592957	0.593051016330719	0.2900600731372833	0.6736040711402893	0.18316225707530975	0.6237066388130188	0.4739128351211548	0.4898097515106201	0.6460662484169006	0.7585121393203735	0.5074669122695923	0.4240022301673889	0.35736122727394104	0.11271722614765167	0.3504156172275543	0.3866420388221741	0.40329304337501526	0.22713254392147064	0.0	0.48225337266921997	0.010386649519205093	0.22468341886997223	0.4540998935699463	0.34251248836517334
0.7435376048088074	0.3251277506351471	0.45864415168762207	0.730085015296936	0.5863105654716492	0.500961422920227	0.7984424233436584	0.42577239871025085	0.43920809030532837	0.34410232305526733	0.23044729232788086	0.2675235867500305	0.29423046112060547	0.49576860666275024	0.6390578150749207	0.3937852084636688	0.6614194512367249	0.46730685234069824	0.7246061563491821	0.5743831992149353	0.544678270816803	0.6752191781997681	0.7840097546577454	0.5773134827613831	0.4246641993522644	0.44945910573005676	0.29388049244880676	0.30146610736846924	0.5083901882171631	0.4641498029232025	0.33397284150123596	0.165933296084404	0.5816110968589783	0.22990840673446655	0.2782181203365326	0.5229512453079224	0.5882799625396729
0.7184325456619263	0.3124980330467224	0.4587283730506897	0.5990692377090454	0.5249370336532593	0.4054701626300812	0.6944339275360107	0.38060879707336426	0.2414560168981552	0.30773693323135376	0.2038816511631012	0.22392027080059052	0.2691043019294739	0.4141823947429657	0.5294263958930969	0.2842111885547638	0.5607004165649414	0.4981624484062195	0.5674429535865784	0.4307604730129242	0.4534642696380615	0.5643635988235474	0.6406339406967163	0.4274080693721771	0.4193323850631714	0.3434349596500397	0.22019292414188385	0.15137436985969543	0.36449185013771057	0.310381144285202	0.21977120637893677	0.07575134932994843	0.5013198852539062	0.08785826712846756	0.24449485540390015	0.42148980498313904	0.5149909853935242
0.7248662114143372	0.33391040563583374	0.6025590896606445	0.653481662273407	0.6491233110427856	0.6913291811943054	0.8558006286621094	0.4246930480003357	0.3959715962409973	0.5427971482276917	0.40368422865867615	0.48094451427459717	0.4934791624546051	0.6111944317817688	0.7710453271865845	0.513418972492218	0.7252663373947144	0.6154246926307678	0.6566294431686401	0.6453345417976379	0.6948003768920898	0.812171459197998	0.6878723502159119	0.669976532459259	0.6334157586097717	0.5916699171066284	0.28885534405708313	0.3599023222923279	0.5504050850868225	0.5679829716682434	0.35111671686172485	0.24352343380451202	0.8050370812416077	0.18878470361232758	0.4522380828857422	0.5221691131591797	0.7007047533988953
