EC:2.7.7.-	EC:2.3.1.-	EC:2.4.1.-	EC:2.7.8.-	GO:0015267	GO:0015103	GO:0022804	GO:0005215	GO:0016757	GO:0009881	GO:0015297	GO:0015075	GO:0015293	GO:0008509	GO:0022890	GO:0015078	GO:0016772	GO:0008514	GO:0022853	GO:0022857	GO:0005342	GO:0015291	GO:0042887	GO:0008324	GO:0140096	GO:0015081	GO:0015144	GO:0046873	GO:0009055	GO:0046943	GO:1901505	GO:0005216	GO:0015318	GO:0022803
0.5338234305381775	0.4758549928665161	0.519575834274292	0.6690994501113892	0.43963709473609924	0.5598143339157104	0.7488917708396912	0.08655603975057602	0.6377204060554504	0.43630629777908325	0.7178826332092285	0.058705784380435944	0.5434170961380005	0.3034651577472687	0.46562421321868896	0.3687746822834015	0.366226464509964	0.5820052027702332	0.630556583404541	0.11748479306697845	0.6344653964042664	0.7361292839050293	0.6624318361282349	0.5562986135482788	0.36096861958503723	0.667784571647644	0.5157034397125244	0.7103685736656189	0.47894200682640076	0.64014732837677	0.6554611325263977	0.4731225371360779	0.3703370690345764	0.43943777680397034
0.3962725102901459	0.32614666223526	0.5098843574523926	0.5728459358215332	0.6920841932296753	0.6491268873214722	0.7268333435058594	0.23841960728168488	0.6982706785202026	0.5624660849571228	0.7275304794311523	0.13968700170516968	0.5201815366744995	0.34860759973526	0.4618481993675232	0.3570086359977722	0.5115360021591187	0.5994743704795837	0.5832461714744568	0.2453923523426056	0.6557451486587524	0.7433421611785889	0.6022759079933167	0.5232264995574951	0.49878501892089844	0.7105495929718018	0.44896459579467773	0.6937260627746582	0.6374656558036804	0.6596117615699768	0.6567634344100952	0.6763313412666321	0.48868319392204285	0.692010760307312
0.49567461013793945	0.4455065131187439	0.4592806398868561	0.6701546907424927	0.6837142705917358	0.6863214373588562	0.7089821696281433	0.24382813274860382	0.6745511293411255	0.5707672834396362	0.7532315850257874	0.1608373522758484	0.5131853818893433	0.34137803316116333	0.5197623372077942	0.3604755401611328	0.46259498596191406	0.6511046886444092	0.572821319103241	0.2660510241985321	0.715305745601654	0.7742671966552734	0.6419629454612732	0.58834308385849	0.45576947927474976	0.7230432629585266	0.4379391372203827	0.7544007301330566	0.5792995095252991	0.7234117388725281	0.7001580595970154	0.6848262548446655	0.5186952352523804	0.6848107576370239
0.4811992049217224	0.5058701634407043	0.3533153235912323	0.5377576351165771	0.6762480735778809	0.751483142375946	0.6538994908332825	0.1436827927827835	0.7406278848648071	0.5410728454589844	0.7863543033599854	0.03929903358221054	0.513485848903656	0.3426770567893982	0.4226222038269043	0.3358163833618164	0.5518487095832825	0.6551173329353333	0.5193372964859009	0.14989948272705078	0.7301015257835388	0.7762660980224609	0.614910900592804	0.4970516264438629	0.5486819744110107	0.6999894380569458	0.41500842571258545	0.6284828782081604	0.5746682286262512	0.7382122278213501	0.7247779369354248	0.6645681262016296	0.445570707321167	0.6790223717689514
0.3112395703792572	0.5864195823669434	0.23972071707248688	0.4476112425327301	0.977689266204834	0.6931377649307251	0.4961281716823578	0.7603790163993835	0.27633410692214966	0.8714304566383362	0.7471281290054321	0.7068359851837158	0.24935393035411835	0.3656521141529083	0.804013192653656	0.42579397559165955	0.46234986186027527	0.592133641242981	0.26562267541885376	0.7580450773239136	0.6330476403236389	0.7136020064353943	0.45115599036216736	0.7931671142578125	0.3195071816444397	0.727555513381958	0.1696324646472931	0.8055194020271301	0.6373507380485535	0.6260266900062561	0.6793859004974365	1.0	0.8592100739479065	0.9794882535934448
0.3367038667201996	0.530709981918335	0.4488876461982727	0.5761764049530029	0.7283561825752258	0.6303180456161499	0.538015604019165	0.577070951461792	0.49004247784614563	0.6665938496589661	0.590459406375885	0.5251041650772095	0.31755274534225464	0.3788730502128601	0.6175054311752319	0.4112066626548767	0.32964372634887695	0.5227622389793396	0.37765732407569885	0.5774273872375488	0.5852411985397339	0.5712926983833313	0.49494901299476624	0.6225665807723999	0.45545801520347595	0.5385420918464661	0.29317551851272583	0.5959323644638062	0.5627342462539673	0.5871213674545288	0.5709900856018066	0.715305745601654	0.7087348699569702	0.7282565832138062
0.391399621963501	0.3747202455997467	0.49455466866493225	0.534416913986206	0.6254823207855225	0.64885014295578	0.746376633644104	0.3749612867832184	0.5936295390129089	0.5556085109710693	0.7218521237373352	0.2969549596309662	0.515852153301239	0.4668876528739929	0.5052995681762695	0.4323083758354187	0.4154895842075348	0.6032418012619019	0.5811731219291687	0.37770551443099976	0.6440852284431458	0.7259342670440674	0.6276605725288391	0.5490930676460266	0.415734201669693	0.6366528272628784	0.5159940719604492	0.6528264284133911	0.5921469330787659	0.6477912664413452	0.6691163778305054	0.6180974245071411	0.49371781945228577	0.6237241625785828
0.45078805088996887	0.46585172414779663	0.4114566147327423	0.4037938714027405	0.8174071311950684	0.7456034421920776	0.6820300221443176	0.5377681851387024	0.5547891855239868	0.7370136976242065	0.7528952360153198	0.45498788356781006	0.4708757996559143	0.4895617663860321	0.6497630476951599	0.5004175901412964	0.5457983016967773	0.6884332895278931	0.4810485243797302	0.5269498229026794	0.7231683135032654	0.7455960512161255	0.6213911771774292	0.6718467473983765	0.4031544625759125	0.708532452583313	0.47338148951530457	0.7037809491157532	0.5853984355926514	0.720792829990387	0.7294644713401794	0.8130168318748474	0.6155186295509338	0.8172388672828674
0.44586941599845886	0.5221654176712036	0.33197906613349915	0.4384414553642273	0.6256824731826782	0.6164241433143616	0.5798327922821045	0.39817601442337036	0.6822242736816406	0.6000049710273743	0.5890734791755676	0.3382955491542816	0.40659037232398987	0.4241586923599243	0.47515857219696045	0.4497198760509491	0.4476822316646576	0.5284714698791504	0.43288546800613403	0.37422335147857666	0.5876363515853882	0.5708988904953003	0.5263617634773254	0.47864535450935364	0.569287121295929	0.5074235200881958	0.43087103962898254	0.47229093313217163	0.6275630593299866	0.5933968424797058	0.5649745464324951	0.6009339690208435	0.5262761116027832	0.6242582201957703
0.3672451376914978	0.30905264616012573	0.5585663318634033	0.44866448640823364	0.7080264687538147	0.6961936950683594	0.8415883183479309	0.5967103242874146	0.5409355759620667	0.6265184879302979	0.7543379664421082	0.5285149812698364	0.5802869200706482	0.6896268725395203	0.5785142779350281	0.5424150824546814	0.5609484910964966	0.687764585018158	0.6414297223091125	0.5743409991264343	0.6739606857299805	0.7663280367851257	0.6881126761436462	0.5845728516578674	0.4234307110309601	0.6643685102462769	0.6494054794311523	0.7006708383560181	0.5767078995704651	0.6754487156867981	0.7360658049583435	0.7060360312461853	0.5156897902488708	0.7028699517250061
