EC:2.3.2.-	GO:0004175	GO:0008234	GO:0044389	GO:0008242	GO:0005102	GO:0046914	GO:0005198	GO:0016757	GO:0008236	GO:0008289	GO:0098772	GO:0008092	GO:0070001	GO:0019899	GO:0046983	GO:0016747	GO:0005543	GO:0004252	GO:0052689	GO:0042578	GO:0042803	GO:0016788	GO:0016811	GO:0008745	GO:0016289	GO:0061659	GO:0016860	GO:0004197	GO:0016863	GO:0019901	GO:0016746	GO:0031625	GO:0042802	GO:0005509	GO:0004190	GO:0016790	GO:0004620	GO:0004721	GO:0019900	GO:0033218	GO:0004842	GO:0003677	GO:0004519	GO:0004725	GO:0008270	GO:0061630	GO:0140096	GO:0008233	GO:0016791	GO:0042277	GO:0017171	GO:0016853	GO:0019787	GO:0003723	GO:0004518	GO:0061783	GO:0016298	GO:0030234	GO:0008047	GO:0035091	GO:0008237
0.46023139357566833	0.8787761926651001	0.7190200686454773	0.4552641808986664	0.5580806732177734	0.2670837640762329	0.045660343021154404	0.8844941258430481	0.3854454755783081	0.615655779838562	0.4439195692539215	0.316836953163147	0.42534586787223816	0.8164128065109253	0.4759984612464905	0.10670951008796692	0.6054526567459106	0.41894984245300293	0.6614325642585754	0.4014589786529541	0.5515931844711304	0.1859840750694275	0.5342785716056824	0.2718411982059479	0.24810585379600525	0.221779003739357	0.46202874183654785	0.614214301109314	0.6477405428886414	0.5492178201675415	0.25719109177589417	0.6333423256874084	0.4387088716030121	0.419307142496109	0.44939950108528137	0.8232558369636536	0.13482463359832764	0.44896018505096436	0.46281805634498596	0.2737388014793396	0.1714790314435959	0.3958098292350769	0.5778346061706543	0.5153464674949646	0.4109543561935425	0.19032979011535645	0.4577893614768982	0.7779524922370911	0.8846414089202881	0.5480802655220032	0.3006134033203125	0.6167324781417847	0.7319377064704895	0.4423321783542633	0.5413161516189575	0.6069558262825012	0.15538756549358368	0.46054983139038086	0.3543901741504669	0.37148013710975647	0.43530651926994324	0.5465328097343445
0.4042222499847412	0.47914034128189087	0.2999086380004883	0.2608566880226135	0.2690728008747101	0.06332659721374512	0.1409473419189453	1.0	0.19775310158729553	0.3374498784542084	0.3081601560115814	0.04486636817455292	0.0942884311079979	0.6123025417327881	0.28613021969795227	0.0	0.6289768815040588	0.29699575901031494	0.3719131648540497	0.03608330339193344	0.21699213981628418	0.0	0.4782222509384155	0.14762164652347565	0.169870063662529	0.22015415132045746	0.2022530436515808	0.423473596572876	0.26512619853019714	0.34834957122802734	0.0	0.7108876705169678	0.1958121359348297	0.3003160059452057	0.08244941383600235	0.6172218918800354	0.11865945905447006	0.16330139338970184	0.01801062747836113	0.0	0.11149688810110092	0.20617128908634186	1.0	0.7080286741256714	0.07479028403759003	0.20347309112548828	0.19664590060710907	0.3766227662563324	0.47473615407943726	0.12592485547065735	0.09470468759536743	0.3391493260860443	0.714663565158844	0.27446988224983215	0.7392749786376953	0.7405948042869568	0.1193942278623581	0.1840330809354782	0.028105478733778	0.1017787903547287	0.3709925711154938	0.31629177927970886
0.47459447383880615	0.10833965241909027	0.0018303816905245185	0.10978604108095169	0.0	0.1859760582447052	0.0	0.7659705877304077	0.05579836666584015	0.0	0.37977200746536255	0.07663606852293015	0.0	0.2482452690601349	0.26712191104888916	0.04219023510813713	0.16365055739879608	0.40496599674224854	0.0	0.0	0.328218549489975	0.005435857456177473	0.7555298805236816	0.0	0.0	0.0	0.0	0.13965389132499695	0.0	0.06674060970544815	0.05641047656536102	0.23141509294509888	0.0	0.3269745409488678	0.0	0.253390371799469	0.13349825143814087	0.2506808936595917	0.0	0.03698103129863739	0.020102644339203835	0.0	0.9670358300209045	0.832325279712677	0.07161001861095428	0.0	0.0	0.08481049537658691	0.11510290950536728	0.13575588166713715	0.0	0.0	0.4046059548854828	0.03243027254939079	0.7767730355262756	0.8419979214668274	0.0	0.26599937677383423	0.0	0.13464058935642242	0.49027928709983826	0.0
0.40256452560424805	0.34644219279289246	0.20819289982318878	0.2317664623260498	0.2444240152835846	0.14696431159973145	0.05370921641588211	0.8469623327255249	0.2510283291339874	0.23129256069660187	0.38589298725128174	0.1083686426281929	0.11584437638521194	0.4936676323413849	0.2698078751564026	0.05534234642982483	0.5473952293395996	0.3800540268421173	0.2482786923646927	0.10795289278030396	0.2745974659919739	0.06488931179046631	0.5450102686882019	0.16393446922302246	0.1535191386938095	0.2837710678577423	0.17407643795013428	0.3778652846813202	0.17386238276958466	0.3168267011642456	0.05020985007286072	0.6427757143974304	0.15734928846359253	0.3812328577041626	0.08504854142665863	0.4968182444572449	0.31330859661102295	0.2606305480003357	0.058571554720401764	0.03924999386072159	0.22868604958057404	0.1998807042837143	0.9523267149925232	0.7653090953826904	0.12413760274648666	0.10522504895925522	0.16930770874023438	0.2929794490337372	0.352685809135437	0.16775427758693695	0.17425945401191711	0.2337074875831604	0.6554407477378845	0.25898951292037964	0.737406849861145	0.7832474112510681	0.11503219604492188	0.2816947400569916	0.06983515620231628	0.14583145081996918	0.4547443687915802	0.24428965151309967
0.3914778530597687	0.3975604474544525	0.26299718022346497	0.4715731739997864	0.3971285820007324	0.47501811385154724	0.18806692957878113	0.7313913106918335	0.2132682353258133	0.35412824153900146	0.630054235458374	0.3953877389431	0.5402388572692871	0.45574408769607544	0.5219067335128784	0.2522968053817749	0.5666656494140625	0.6345414519309998	0.38662222027778625	0.20650409162044525	0.3925144076347351	0.27419739961624146	0.5577576160430908	0.2157527357339859	0.19951900839805603	0.3826482594013214	0.38634636998176575	0.3026012182235718	0.2568686306476593	0.3064848780632019	0.35576319694519043	0.6396239399909973	0.4032702147960663	0.47452035546302795	0.31263458728790283	0.4547024369239807	0.3446134328842163	0.5090680122375488	0.2065698504447937	0.34849584102630615	0.5205453634262085	0.4014947712421417	0.9139832854270935	0.8350179195404053	0.29032257199287415	0.17361032962799072	0.3816549479961395	0.3630305528640747	0.3833978772163391	0.2751554250717163	0.43986648321151733	0.35704270005226135	0.3938274383544922	0.43846848607063293	0.7805800437927246	0.8379761576652527	0.19194942712783813	0.5159882307052612	0.2763300836086273	0.31425485014915466	0.6829460859298706	0.44111204147338867
0.3459119498729706	0.21925202012062073	0.09885640442371368	0.4685957431793213	0.2765740156173706	0.5831367373466492	0.13986128568649292	0.7366602420806885	0.013078841380774975	0.17962788045406342	0.6986052989959717	0.45608842372894287	0.5736969709396362	0.28680717945098877	0.593012273311615	0.288431853055954	0.4065743684768677	0.7320553064346313	0.20544518530368805	0.14516006410121918	0.40837305784225464	0.279485821723938	0.6335608959197998	0.07277735322713852	0.0504276268184185	0.2764778137207031	0.3134593665599823	0.062153901904821396	0.1311834454536438	0.06182669475674629	0.42779168486595154	0.48296990990638733	0.37598732113838196	0.47386234998703003	0.2542121708393097	0.2839626371860504	0.2287866473197937	0.552965521812439	0.13442328572273254	0.41381481289863586	0.4671200215816498	0.3296090066432953	0.9926407337188721	0.9194160103797913	0.24428965151309967	0.06100428104400635	0.3105050027370453	0.19337774813175201	0.19618351757526398	0.2198723405599594	0.3847382366657257	0.18153434991836548	0.1907644420862198	0.35412460565567017	0.8621867895126343	0.9031474590301514	0.06793759018182755	0.5553700923919678	0.284920871257782	0.34507137537002563	0.7885194420814514	0.3264487385749817
0.5165195465087891	0.14873115718364716	0.06394366919994354	0.3429729640483856	0.15552395582199097	0.5199103355407715	0.11512381583452225	0.6312966346740723	0.0	0.09508612751960754	0.614949107170105	0.3518766164779663	0.3895779252052307	0.19234426319599152	0.5080427527427673	0.2446163445711136	0.14678817987442017	0.6449339985847473	0.11326371133327484	0.10342416912317276	0.4339291751384735	0.2101706713438034	0.7403695583343506	0.03150487318634987	0.020834285765886307	0.11194074153900146	0.21356762945652008	0.11036689579486847	0.08193838596343994	0.08926071226596832	0.3637097179889679	0.20136001706123352	0.23780809342861176	0.4127742350101471	0.22004124522209167	0.1936115324497223	0.21729351580142975	0.4780367910861969	0.15469013154506683	0.350285142660141	0.26125332713127136	0.19796375930309296	0.8503233194351196	0.823117733001709	0.23838834464550018	0.05013127252459526	0.2152775526046753	0.16672183573246002	0.14734461903572083	0.22663255035877228	0.244850754737854	0.09664896130561829	0.19541120529174805	0.204406276345253	0.7429285049438477	0.8095859289169312	0.026173854246735573	0.4821104407310486	0.2208849936723709	0.3173832893371582	0.6890155673027039	0.151808500289917
0.4141140282154083	0.2780579626560211	0.1548553854227066	0.36851033568382263	0.1987733691930771	0.4569801688194275	0.20585283637046814	0.7086402773857117	0.032711852341890335	0.21214663982391357	0.5744030475616455	0.3385820686817169	0.3732732832431793	0.33229753375053406	0.5235690474510193	0.2621772587299347	0.2490435391664505	0.608961820602417	0.22520224750041962	0.16536657512187958	0.455319881439209	0.23077571392059326	0.7552627921104431	0.10888106375932693	0.12385338544845581	0.13375966250896454	0.22074930369853973	0.13983577489852905	0.18135228753089905	0.10676257312297821	0.3340384364128113	0.2898528277873993	0.27644243836402893	0.4339435398578644	0.24314862489700317	0.33309635519981384	0.13665927946567535	0.4477962553501129	0.17626437544822693	0.319433331489563	0.3035638928413391	0.2040281891822815	0.9622053503990173	0.8933572173118591	0.25650840997695923	0.1650804877281189	0.21946169435977936	0.22902315855026245	0.25953492522239685	0.27382126450538635	0.26208940148353577	0.21211424469947815	0.26979681849479675	0.2260778397321701	0.8435964584350586	0.8991820216178894	0.13557767868041992	0.4521288275718689	0.20922976732254028	0.3007991909980774	0.6661763191223145	0.2659887671470642
0.5271766781806946	0.0	0.0	0.30111244320869446	0.10820010304450989	0.6479894518852234	0.2096291184425354	0.4273887276649475	0.15897351503372192	0.10400078445672989	0.6177586913108826	0.48862022161483765	0.36345982551574707	0.0	0.5025573968887329	0.49001502990722656	0.0	0.6408896446228027	0.10408717393875122	0.16033168137073517	0.39977937936782837	0.42050251364707947	0.7002192735671997	0.10668131709098816	0.08663840591907501	0.21046008169651031	0.14567717909812927	0.008920920081436634	0.03420984745025635	0.0	0.48878785967826843	0.02729865349829197	0.18559932708740234	0.6286514401435852	0.30862095952033997	0.0	0.287177711725235	0.4873952269554138	0.14349092543125153	0.4564882516860962	0.3660225570201874	0.10182128101587296	0.858822226524353	0.8323004245758057	0.24598099291324615	0.10833445191383362	0.1517343968153	0.0	0.0	0.14464841783046722	0.30379003286361694	0.10795366019010544	0.08367495238780975	0.07795970886945724	0.8027632832527161	0.7913808226585388	0.1336645781993866	0.49200817942619324	0.33235302567481995	0.42398396134376526	0.6778925061225891	0.10775987803936005
0.5634679198265076	0.23697669804096222	0.16818933188915253	0.24676811695098877	0.11933759599924088	0.469525545835495	0.4116756021976471	0.4840429723262787	0.2721790671348572	0.3218066394329071	0.47057706117630005	0.3652527928352356	0.29361438751220703	0.16430087387561798	0.44401097297668457	0.4228306710720062	0.07031291723251343	0.48737818002700806	0.3171725869178772	0.13726280629634857	0.40877631306648254	0.3641188442707062	0.7638956308364868	0.18645888566970825	0.22358481585979462	0.06653477996587753	0.14742101728916168	0.0	0.1841820925474167	0.007978590205311775	0.3450617492198944	0.03697846457362175	0.15070977807044983	0.5493464469909668	0.31563425064086914	0.16843576729297638	0.03124944120645523	0.4017334580421448	0.17835332453250885	0.321867972612381	0.25303518772125244	0.07329758256673813	0.9072833061218262	0.8660401701927185	0.24248608946800232	0.3729386627674103	0.15483342111110687	0.1681695133447647	0.22486674785614014	0.20926862955093384	0.20383009314537048	0.32320427894592285	0.0	0.05340880528092384	0.8149309754371643	0.8745567798614502	0.2924918532371521	0.4070465862751007	0.21189430356025696	0.3046096861362457	0.52375727891922	0.2685568630695343
