EC:2.7.7.-	EC:2.3.2.-	GO:0004857	GO:0061135	GO:0046914	GO:0017076	GO:0030414	GO:0098772	GO:0005085	GO:0019899	GO:0046983	GO:0032553	GO:0032555	GO:0042803	GO:0016788	GO:0016772	GO:0044877	GO:0019901	GO:0030695	GO:0042802	GO:0005539	GO:0004866	GO:0035639	GO:0061134	GO:0019900	GO:0003677	GO:0008270	GO:1901681	GO:0140096	GO:0003723	GO:0030234	GO:0060090	GO:0097367	GO:0060589	GO:0002020
0.6029866337776184	0.5025463104248047	0.2824212610721588	0.2706071138381958	0.839048445224762	0.2996234595775604	0.286269873380661	0.4165845513343811	0.5298958420753479	0.3100983202457428	0.39380988478660583	0.3339913785457611	0.317587673664093	0.4599146544933319	0.7921043634414673	0.8509597182273865	0.31394505500793457	0.40770307183265686	0.584595263004303	0.36598026752471924	0.359064519405365	0.2922837436199188	0.35172635316848755	0.2680376172065735	0.389259397983551	1.0	0.671970546245575	0.17602621018886566	0.04161130636930466	0.7110937833786011	0.403802752494812	0.38887158036231995	0.25576961040496826	0.5961982011795044	0.37705546617507935
0.6327305436134338	0.5253534913063049	0.3411804139614105	0.3380424678325653	0.7947206497192383	0.35125723481178284	0.3516116738319397	0.4654954671859741	0.5456779599189758	0.3673431873321533	0.4179694354534149	0.3826400637626648	0.36619648337364197	0.472662091255188	0.7574219107627869	0.833969235420227	0.35301104187965393	0.44740718603134155	0.5991530418395996	0.388802707195282	0.3969966173171997	0.3583812713623047	0.3921188414096832	0.33486437797546387	0.432182639837265	0.9300497174263	0.6568814516067505	0.23730409145355225	0.1745212823152542	0.6712090969085693	0.45760396122932434	0.41938814520835876	0.31881022453308105	0.610257625579834	0.42212074995040894
0.6247552633285522	0.49462270736694336	0.34759721159935	0.3542011082172394	0.7910777926445007	0.3653145432472229	0.3658452332019806	0.46547630429267883	0.552958071231842	0.3514959216117859	0.399332195520401	0.40491071343421936	0.3811764717102051	0.4556449353694916	0.753209114074707	0.8258326649665833	0.3588322699069977	0.43754899501800537	0.6000216007232666	0.3745480477809906	0.3998054265975952	0.37383002042770386	0.4111037850379944	0.3497238755226135	0.4219752848148346	0.9297690391540527	0.6579914093017578	0.2086903154850006	0.15784311294555664	0.6608519554138184	0.4555295407772064	0.4218359887599945	0.336355984210968	0.6118876934051514	0.43065139651298523
0.577035665512085	0.5251635313034058	0.3777717351913452	0.4022751748561859	0.7402383089065552	0.4936910569667816	0.41051697731018066	0.4938020706176758	0.5854253768920898	0.32366836071014404	0.3276808559894562	0.5230722427368164	0.5039523243904114	0.39844492077827454	0.6197270750999451	0.7986420392990112	0.3534908592700958	0.4022243618965149	0.6196144223213196	0.30722561478614807	0.38767874240875244	0.4206411838531494	0.5432199835777283	0.3941342830657959	0.3823050558567047	0.8276069164276123	0.6219030022621155	0.1722673922777176	0.18397867679595947	0.6063382625579834	0.49391233921051025	0.40665948390960693	0.45393985509872437	0.6230253577232361	0.4202841520309448
0.6048403382301331	0.4972071051597595	0.42019763588905334	0.4391924738883972	0.7245215773582458	0.5209253430366516	0.45009350776672363	0.5398609042167664	0.5825128555297852	0.42863184213638306	0.4377787411212921	0.5531752109527588	0.5328429937362671	0.48257359862327576	0.6988171935081482	0.849001944065094	0.40352144837379456	0.4849247336387634	0.6202647089958191	0.3818148076534271	0.4308827221393585	0.4585627317428589	0.5607121586799622	0.43543002009391785	0.47125244140625	0.8548869490623474	0.602331280708313	0.26584336161613464	0.3172881305217743	0.6539645195007324	0.5336183905601501	0.44137364625930786	0.4935462474822998	0.6272960305213928	0.472644567489624
0.5962632894515991	0.4540741741657257	0.39559468626976013	0.42625629901885986	0.7424302697181702	0.5589171648025513	0.4367695152759552	0.5180189609527588	0.5681101679801941	0.40650618076324463	0.4324938654899597	0.5956868529319763	0.572353184223175	0.4804455041885376	0.7100054025650024	0.8859663605690002	0.3885549306869507	0.4749270975589752	0.597917377948761	0.38190674781799316	0.42683881521224976	0.4458807110786438	0.6025566458702087	0.42177748680114746	0.4617864191532135	0.8583161234855652	0.6275973916053772	0.2564288377761841	0.35395926237106323	0.6645444631576538	0.5045470595359802	0.43551963567733765	0.5296699404716492	0.6094491481781006	0.4716199040412903
0.5719774961471558	0.5669993758201599	0.5280818343162537	0.5930988192558289	0.5817915201187134	0.7356269955635071	0.5996221899986267	0.6320871710777283	0.6022023558616638	0.5297226309776306	0.44071412086486816	0.7510038614273071	0.7414723634719849	0.4851418733596802	0.6520967483520508	0.9269328117370605	0.4703895151615143	0.5488461256027222	0.6126313209533691	0.3396303355693817	0.511542558670044	0.6125019192695618	0.7583369016647339	0.5843275785446167	0.5370351672172546	0.6871923804283142	0.5533515214920044	0.34084638953208923	0.6790158152580261	0.6389017105102539	0.6273901462554932	0.4528448283672333	0.7217795848846436	0.6185349225997925	0.5601908564567566
0.49918049573898315	0.47394484281539917	0.4381581246852875	0.5048477649688721	0.5416330099105835	0.8153896927833557	0.5130724310874939	0.5664047002792358	0.5301707983016968	0.4301680326461792	0.3915444612503052	0.8312571048736572	0.8225415349006653	0.4204617738723755	0.5839004516601562	0.8617965579032898	0.39308273792266846	0.46184512972831726	0.5235661864280701	0.30113476514816284	0.4280793070793152	0.5275091528892517	0.8487361073493958	0.49525678157806396	0.44241756200790405	0.6896544694900513	0.5422288179397583	0.26940542459487915	0.5137514472007751	0.644441545009613	0.5516449809074402	0.3900509178638458	0.7960630059242249	0.5308136940002441	0.4659109115600586
0.5535885095596313	0.41543325781822205	0.5697343349456787	0.6278278827667236	0.6577205061912537	0.787035346031189	0.6349208354949951	0.6618258953094482	0.6376212239265442	0.6139189600944519	0.5825936198234558	0.8135033249855042	0.7925265431404114	0.607784628868103	0.7239230275154114	0.9166043400764465	0.5460891723632812	0.6450194716453552	0.6319723129272461	0.48803797364234924	0.5873952507972717	0.6451593637466431	0.7999828457832336	0.6243321895599365	0.639667272567749	0.7107025384902954	0.6358940601348877	0.5165337324142456	0.7893351316452026	0.712761402130127	0.631200909614563	0.5630178451538086	0.7844375967979431	0.6470561623573303	0.657168984413147
0.41866326332092285	0.3823513090610504	0.5453944206237793	0.5431615114212036	0.7133246064186096	0.8392055034637451	0.5575997829437256	0.7040941715240479	0.5972819924354553	0.5927822589874268	0.5898099541664124	0.8370592594146729	0.8415958285331726	0.5805498957633972	0.5629254579544067	0.7377361059188843	0.4744400084018707	0.6297134757041931	0.6252603530883789	0.534100353717804	0.48787322640419006	0.5645344853401184	0.8465842008590698	0.5391276478767395	0.6218273639678955	0.7840529084205627	0.7345417737960815	0.5247800946235657	0.5420045852661133	0.649648904800415	0.664753794670105	0.5118712186813354	0.8127577304840088	0.6292500495910645	0.5359582304954529
0.1858258992433548	0.5213386416435242	0.3083284795284271	0.28830134868621826	0.7675210237503052	0.5967171788215637	0.3097948431968689	0.49237167835235596	0.2676698565483093	0.3492428660392761	0.2730087637901306	0.5925804376602173	0.6011054515838623	0.23765680193901062	0.15849779546260834	0.41952723264694214	0.1736900955438614	0.3895336985588074	0.35556963086128235	0.338884174823761	0.22315296530723572	0.3164440989494324	0.6033095121383667	0.27484646439552307	0.3789968192577362	0.6394889950752258	0.8110776543617249	0.3096739649772644	0.3342335522174835	0.28286242485046387	0.45434340834617615	0.24203446507453918	0.5915619730949402	0.36032503843307495	0.23078705370426178
0.5369566082954407	0.4304029643535614	0.5376814007759094	0.5413455367088318	0.6933841705322266	0.8017963767051697	0.551782488822937	0.6896242499351501	0.579391598701477	0.6149415373802185	0.6232127547264099	0.8117020726203918	0.8061328530311584	0.6061044335365295	0.6363646984100342	0.7362534403800964	0.48367950320243835	0.6324920058250427	0.6136062741279602	0.5660587549209595	0.4969874918460846	0.5579801201820374	0.8031553030014038	0.5393094420433044	0.6282572150230408	0.7332928776741028	0.7228407859802246	0.48400208353996277	0.589255154132843	0.6679210066795349	0.6636000871658325	0.49573707580566406	0.8073661923408508	0.617062509059906	0.525434672832489
0.5421102046966553	0.4938172996044159	0.601414144039154	0.6078781485557556	0.7454636693000793	0.679510772228241	0.6137852668762207	0.7393477559089661	0.6503427028656006	0.6804336905479431	0.661954402923584	0.6998870372772217	0.6818428635597229	0.6736013889312744	0.6750615239143372	0.7259661555290222	0.5780962705612183	0.677428662776947	0.6737463474273682	0.594666063785553	0.5869262218475342	0.6192858815193176	0.6750965714454651	0.607855498790741	0.6742202639579773	0.7179040312767029	0.7314131855964661	0.5600189566612244	0.7064059376716614	0.7108320593833923	0.6978309750556946	0.5768033266067505	0.70099276304245	0.6795089244842529	0.6173115968704224
0.3561914265155792	0.47965821623802185	0.4473739564418793	0.39157265424728394	0.9161438345909119	0.4299347698688507	0.407103955745697	0.5996838808059692	0.4378458559513092	0.5376933813095093	0.5625454187393188	0.4500069320201874	0.4314959645271301	0.5039821863174438	0.43000173568725586	0.37464088201522827	0.3953886926174164	0.5760594010353088	0.5063093304634094	0.6096843481063843	0.4318142831325531	0.4085516631603241	0.4171009659767151	0.3873519003391266	0.5696070790290833	0.7050929665565491	0.9444928169250488	0.4181198477745056	0.28717654943466187	0.5340514183044434	0.5518895387649536	0.4749029278755188	0.4779479205608368	0.517553448677063	0.39993247389793396
0.5467545986175537	0.44753357768058777	0.39796364307403564	0.395012229681015	0.7362464070320129	0.5830965638160706	0.41663509607315063	0.5343230962753296	0.3827519416809082	0.4929998219013214	0.4973004460334778	0.6087506413459778	0.5828750133514404	0.4498692452907562	0.44860997796058655	0.532139778137207	0.33215731382369995	0.4898001551628113	0.40745195746421814	0.49919039011001587	0.3859710693359375	0.41936153173446655	0.5767239928245544	0.39570847153663635	0.481793075799942	0.5836955904960632	0.6959887146949768	0.39419683814048767	0.4736570417881012	0.47592607140541077	0.4897167980670929	0.3526183068752289	0.6433860659599304	0.4178662896156311	0.40369874238967896
0.7306290864944458	0.5130525827407837	0.593214750289917	0.6216599941253662	0.6227113008499146	0.6589322686195374	0.6329805254936218	0.7085811495780945	0.6283814907073975	0.7225436568260193	0.6863175630569458	0.685998260974884	0.658308744430542	0.689660906791687	0.7539263367652893	0.8234837651252747	0.5495473146438599	0.6691681146621704	0.6332136392593384	0.5753116011619568	0.5845679044723511	0.6367287635803223	0.644399881362915	0.6267210245132446	0.6705642938613892	0.6478202939033508	0.529052197933197	0.5954666137695312	0.8886417150497437	0.6581453084945679	0.6726477742195129	0.5238215923309326	0.7013577818870544	0.6401872038841248	0.6590955257415771
0.5682137608528137	0.49813246726989746	0.6540189385414124	0.6348122358322144	0.8371598720550537	0.6274697184562683	0.6488834619522095	0.7751472592353821	0.6472910642623901	0.7480933666229248	0.7204878926277161	0.6466758251190186	0.629020631313324	0.7143096923828125	0.7157545685768127	0.7344586253166199	0.5906814336776733	0.752382218837738	0.6828864812850952	0.640696108341217	0.6314331293106079	0.6520314812660217	0.6149462461471558	0.6321420669555664	0.748645544052124	0.7880693078041077	0.8008645176887512	0.5880236029624939	0.6009504795074463	0.7198264598846436	0.7342732548713684	0.6014057397842407	0.6618335247039795	0.6909908056259155	0.6489807367324829
0.4980235993862152	0.584903359413147	0.41185641288757324	0.4198220670223236	0.7749710083007812	0.4925304353237152	0.43666505813598633	0.48696964979171753	0.4219473600387573	0.5092159509658813	0.47885221242904663	0.5131685137748718	0.4899965524673462	0.46206599473953247	0.48904988169670105	0.5492799282073975	0.3679827153682709	0.5329777598381042	0.4443710148334503	0.5001252889633179	0.4458051323890686	0.43561869859695435	0.47961685061454773	0.4242892563343048	0.5316786170005798	0.5105032920837402	0.7538828253746033	0.4824357330799103	0.6303952932357788	0.4949135482311249	0.4590487480163574	0.4082363545894623	0.5405286550521851	0.454945832490921	0.4792637228965759
0.6799421906471252	0.37162548303604126	0.41281557083129883	0.5206789374351501	0.24818770587444305	0.5190238356590271	0.5331987738609314	0.4119358956813812	0.43379008769989014	0.490978479385376	0.44060394167900085	0.5543513894081116	0.5233160257339478	0.4338374435901642	0.9822054505348206	0.840683102607727	0.43212947249412537	0.46669793128967285	0.35225173830986023	0.30739742517471313	0.499743789434433	0.5414324402809143	0.5073689222335815	0.5357789397239685	0.4586876928806305	0.48008447885513306	0.23847706615924835	0.37435972690582275	0.9766327142715454	0.5682961940765381	0.39932116866111755	0.3262344300746918	0.6255676746368408	0.36736732721328735	0.5727328062057495
0.5268641114234924	0.4095354974269867	0.6043278574943542	0.6452412009239197	0.7572466135025024	0.41505149006843567	0.6588858962059021	0.5920363068580627	0.584191620349884	0.6171262264251709	0.653337836265564	0.4809025824069977	0.41185063123703003	0.6467968225479126	0.7240574955940247	0.5393341183662415	0.5881108641624451	0.6355828642845154	0.545146644115448	0.6506704688072205	0.68553626537323	0.6570512652397156	0.3982848525047302	0.6489800810813904	0.6325362920761108	0.4694460332393646	0.7093803286552429	0.6672845482826233	0.7060973644256592	0.5729491710662842	0.5644448399543762	0.5943199992179871	0.5333496928215027	0.5510309934616089	0.7018651962280273
0.49307262897491455	0.5117777585983276	0.8065322041511536	0.7674430012702942	0.8503522276878357	0.459258496761322	0.7716222405433655	0.8901638984680176	0.8832765817642212	0.9621238112449646	0.9082883596420288	0.453728049993515	0.45201224088668823	0.9334939122200012	1.0	0.8705330491065979	0.8202989101409912	0.9350765347480774	0.9211593866348267	0.7941617965698242	0.8135765194892883	0.7719170451164246	0.41566044092178345	0.7763538360595703	0.9365493655204773	0.764678418636322	0.7808380126953125	0.7425075173377991	0.721716046333313	0.9159292578697205	0.8980174660682678	0.7715188264846802	0.4973134994506836	0.9212878942489624	0.8371475338935852
