EC:3.6.4.13	EC:3.1.26.13	EC:3.4.23.-	EC:2.7.7.49	EC:2.7.7.-	EC:2.1.1.56	EC:2.3.1.-	EC:3.1.13.2	EC:3.6.3.14	EC:2.4.1.-	EC:2.7.7.48	EC:3.1.4.-	EC:3.6.3.-	EC:3.4.21.91	EC:1.3.1.-	EC:3.1.26.-	EC:3.6.1.-	EC:3.4.21.-	EC:2.7.7.7	EC:2.7.8.-	GO:0022804	GO:0005215	GO:0015297	GO:0015075	GO:0015293	GO:0008509	GO:0022884	GO:0022890	GO:0015078	GO:0008514	GO:0042625	GO:0022853	GO:0022857	GO:0005342	GO:0015291	GO:0042887	GO:0042626	GO:0008324	GO:0015144	GO:0015399	GO:0046943	GO:1901505	GO:0042910	GO:0015318	GO:1904680
0.5738738179206848	0.41251251101493835	0.5270020961761475	0.46252280473709106	0.60689377784729	0.5953697562217712	0.5547569394111633	0.40253746509552	0.6228567957878113	0.5245068073272705	0.6197096109390259	0.5904424786567688	0.6565351486206055	0.5306135416030884	0.6367658972740173	0.5415711998939514	0.5810006260871887	0.48019394278526306	0.594696044921875	0.406362384557724	0.2508116066455841	0.18084584176540375	0.5874336361885071	0.2645018994808197	0.7594754695892334	0.619661808013916	0.8036789894104004	0.5220686197280884	0.831821858882904	0.6869277358055115	0.4403264820575714	0.44275784492492676	0.19363407790660858	0.8558089137077332	0.5517308712005615	0.8021120429039001	0.34530118107795715	0.42208507657051086	0.726007878780365	0.3627782464027405	0.8494383692741394	0.7258721590042114	0.809057354927063	0.45264172554016113	0.8197990655899048
0.43925637006759644	0.31904545426368713	0.7813041806221008	0.37029242515563965	0.46788114309310913	0.41877052187919617	0.45420125126838684	0.3195798993110657	0.5330607295036316	0.38369226455688477	0.49171358346939087	0.3608800172805786	0.5935672521591187	0.4116709232330322	0.41068363189697266	0.3652341365814209	0.5012286901473999	0.3381706476211548	0.4514864683151245	0.30171817541122437	0.542322039604187	0.4685347080230713	0.705208957195282	0.4932647943496704	0.7682189345359802	0.6675623655319214	0.6976937651634216	0.647462785243988	0.8550055623054504	0.6292583346366882	0.5990048050880432	0.6221300363540649	0.4677543044090271	0.8229520320892334	0.6569926142692566	0.7387853264808655	0.6044074296951294	0.6105231046676636	0.6009993553161621	0.5998383164405823	0.8457076549530029	0.637893557548523	0.7634695172309875	0.644306480884552	0.7289502620697021
0.33180922269821167	0.10166338831186295	0.8282729983329773	0.14692465960979462	0.19422699511051178	0.3553242087364197	0.20116576552391052	0.1084660068154335	0.9559232592582703	0.20555250346660614	0.3082679510116577	0.2150440514087677	1.0	0.3247062563896179	0.25624874234199524	0.15942245721817017	0.25116512179374695	0.215659499168396	0.19152787327766418	0.31133198738098145	0.2815719246864319	0.4837672710418701	0.2071988880634308	0.35850071907043457	0.3461056351661682	0.10202671587467194	0.2670975923538208	0.47779381275177	0.46936577558517456	0.11758731305599213	0.4539414942264557	0.17436684668064117	0.4579351842403412	0.4799913167953491	0.10298315435647964	0.30198773741722107	0.46299320459365845	0.23017708957195282	0.14042088389396667	0.46721869707107544	0.5285205245018005	0.17133896052837372	0.4307502806186676	0.5240337252616882	0.3053760528564453
0.3948986530303955	0.3011157512664795	0.6925449371337891	0.36810392141342163	0.4529068171977997	0.4545968472957611	0.3803356885910034	0.29585012793540955	0.753503143787384	0.36704182624816895	0.42862680554389954	0.4305121600627899	0.7943665385246277	0.3950451910495758	0.4209485352039337	0.4087170660495758	0.4268631935119629	0.31137895584106445	0.4340480864048004	0.48726361989974976	0.0	0.13449618220329285	0.15444092452526093	0.07849783450365067	0.35049742460250854	0.21691785752773285	0.4877261519432068	0.2480379194021225	0.5000483393669128	0.3543470799922943	0.18536673486232758	0.0	0.12463729828596115	0.5422548055648804	0.11716059595346451	0.4236639142036438	0.15498264133930206	0.03673817217350006	0.43172022700309753	0.16003353893756866	0.5332664847373962	0.39377498626708984	0.6051186323165894	0.28935757279396057	0.47786903381347656
0.42399168014526367	0.3286009132862091	0.6639072299003601	0.3953143358230591	0.4752791225910187	0.49850502610206604	0.40116626024246216	0.32238322496414185	0.7810910940170288	0.38783666491508484	0.45190954208374023	0.48117005825042725	0.8138973712921143	0.42963773012161255	0.4620351493358612	0.4460548758506775	0.44374486804008484	0.35051149129867554	0.46112191677093506	0.5172209739685059	0.009482028894126415	0.14242221415042877	0.21057720482349396	0.10197264701128006	0.4004368484020233	0.2500035762786865	0.4928279221057892	0.27044981718063354	0.4930809736251831	0.3785482943058014	0.195298969745636	0.03469187393784523	0.13643774390220642	0.5748428702354431	0.16519586741924286	0.44173291325569153	0.1428508311510086	0.05062269791960716	0.42438381910324097	0.14404705166816711	0.57084059715271	0.4164391756057739	0.5975886583328247	0.28670915961265564	0.48967185616493225
0.1625635325908661	0.12216430902481079	0.8833497762680054	0.21713386476039886	0.23873744904994965	0.17751455307006836	0.12710827589035034	0.1172746941447258	0.8609491586685181	0.12103080749511719	0.1706787347793579	0.2296946495771408	0.8913842439651489	0.13443732261657715	0.16354158520698547	0.22635774314403534	0.16138646006584167	0.09120602905750275	0.2254050225019455	0.5733017921447754	0.10595442354679108	0.4489448666572571	0.0	0.37878283858299255	0.24290551245212555	0.0585147850215435	0.17340727150440216	0.38403579592704773	0.2684617340564728	0.08226112276315689	0.3035510778427124	0.0625496655702591	0.43218037486076355	0.3331705331802368	0.0	0.18000172078609467	0.2040376216173172	0.15986302495002747	0.13333433866500854	0.20471058785915375	0.3450472950935364	0.10907634347677231	0.19669875502586365	0.4532974362373352	0.18563182651996613
0.15073642134666443	0.14383813738822937	0.901166558265686	0.24365656077861786	0.2694720923900604	0.16185465455055237	0.1582971066236496	0.13855673372745514	0.7914303541183472	0.13612806797027588	0.16945724189281464	0.24294579029083252	0.8350435495376587	0.12917718291282654	0.16742010414600372	0.2556436061859131	0.17058740556240082	0.09596804529428482	0.2508639991283417	0.5936607718467712	0.10599849373102188	0.4259364902973175	0.024345312267541885	0.3494241535663605	0.2515760064125061	0.07456099987030029	0.19665612280368805	0.3623739182949066	0.28518128395080566	0.1101967841386795	0.2780149281024933	0.054651349782943726	0.40920689702033997	0.3439715802669525	0.02084151841700077	0.19044017791748047	0.19051146507263184	0.14278775453567505	0.15836602449417114	0.19236285984516144	0.3581832945346832	0.1382519006729126	0.23344075679779053	0.42513737082481384	0.20430919528007507
0.37771856784820557	0.3553991913795471	0.7035688161849976	0.4232892096042633	0.49466565251350403	0.42799896001815796	0.43801459670066833	0.34338316321372986	0.6733183264732361	0.35267749428749084	0.4183804988861084	0.5029596090316772	0.640611469745636	0.3804387152194977	0.4826520085334778	0.49445387721061707	0.42812448740005493	0.3088350296020508	0.4781550168991089	0.6054825782775879	0.056201301515102386	0.15952639281749725	0.30232691764831543	0.12161340564489365	0.3248791992664337	0.3432569205760956	0.515812873840332	0.17196525633335114	0.4390048682689667	0.4658941328525543	0.13591311872005463	0.044982075691223145	0.1576942801475525	0.497597873210907	0.25910961627960205	0.4362008273601532	0.12039956450462341	0.030059151351451874	0.48395296931266785	0.11816073209047318	0.4953216314315796	0.49848970770835876	0.5935462117195129	0.17934870719909668	0.49192288517951965
0.34591320157051086	0.32969924807548523	0.6639909148216248	0.4160197675228119	0.4649035632610321	0.3783131539821625	0.37920624017715454	0.3143328130245209	0.6904341578483582	0.3040059208869934	0.37936931848526	0.48988857865333557	0.6280321478843689	0.33567970991134644	0.4546472728252411	0.4793769419193268	0.37498044967651367	0.2839566767215729	0.4559238851070404	0.6413450241088867	0.10648278892040253	0.2752973735332489	0.2631872296333313	0.2104320228099823	0.16475547850131989	0.32599395513534546	0.4036579430103302	0.10749304294586182	0.2889440059661865	0.39534369111061096	0.11017707735300064	0.03638654947280884	0.27281150221824646	0.32176586985588074	0.23587676882743835	0.3414720594882965	0.11104623973369598	0.0	0.3994000256061554	0.1127241924405098	0.3240338861942291	0.43046966195106506	0.45113638043403625	0.11554474383592606	0.38160133361816406
0.16067709028720856	0.275831013917923	0.8020995259284973	0.3873331844806671	0.3738487660884857	0.15789814293384552	0.2676081359386444	0.2594258189201355	0.6016207337379456	0.19189561903476715	0.20256534218788147	0.3718342185020447	0.5479775667190552	0.16174884140491486	0.2901829481124878	0.416000097990036	0.22607849538326263	0.16005899012088776	0.3668220341205597	0.7785306572914124	0.229676753282547	0.4419916570186615	0.3284568786621094	0.36693280935287476	0.1005256175994873	0.42188602685928345	0.3121223747730255	0.08752446621656418	0.18585896492004395	0.4124261438846588	0.07148980349302292	0.11602123081684113	0.44295021891593933	0.17551760375499725	0.35064011812210083	0.2655321955680847	0.08225023746490479	0.06679896265268326	0.37709394097328186	0.07084591686725616	0.17730920016765594	0.4278113842010498	0.32890334725379944	0.10362815856933594	0.28379613161087036
0.18872754275798798	0.2866918742656708	0.7914488315582275	0.3926964998245239	0.39822959899902344	0.18907430768013	0.295157790184021	0.2710341513156891	0.5885961651802063	0.21557189524173737	0.23309405148029327	0.39309579133987427	0.5440739989280701	0.1844119429588318	0.3198115825653076	0.43288275599479675	0.25633516907691956	0.17515891790390015	0.38694044947624207	0.7502396106719971	0.2515851557254791	0.43474289774894714	0.37755540013313293	0.37960606813430786	0.1667158156633377	0.45956122875213623	0.36560216546058655	0.14209279417991638	0.2627156972885132	0.4528113007545471	0.1257302612066269	0.17120082676410675	0.4370622932910919	0.24201053380966187	0.3909403383731842	0.32269731163978577	0.13114729523658752	0.1288193166255951	0.41979214549064636	0.11681785434484482	0.2451612949371338	0.4687894880771637	0.37446141242980957	0.15053287148475647	0.33869317173957825
0.4025358557701111	0.3872860372066498	0.6539409756660461	0.4679093658924103	0.5530932545661926	0.4012167751789093	0.4666021764278412	0.37179872393608093	0.5190431475639343	0.36963722109794617	0.4548897445201874	0.5347095727920532	0.4937664568424225	0.36421385407447815	0.5168710947036743	0.5384940505027771	0.46184706687927246	0.33221521973609924	0.5372939109802246	0.5809928774833679	0.4514310956001282	0.4642695486545563	0.6912106275558472	0.5377880930900574	0.5837175846099854	0.7275304794311523	0.6612036228179932	0.48277318477630615	0.6407344341278076	0.68053138256073	0.48922112584114075	0.5753405690193176	0.4787386357784271	0.6149365305900574	0.6771909594535828	0.6730052828788757	0.4304492175579071	0.5166354775428772	0.6348650455474854	0.41265907883644104	0.6292243003845215	0.6986615657806396	0.5711122751235962	0.41696399450302124	0.661214292049408
0.26107266545295715	0.34218472242355347	0.7216238975524902	0.439475953578949	0.4529096782207489	0.24974533915519714	0.3384179174900055	0.32347527146339417	0.56153404712677	0.25981226563453674	0.31256839632987976	0.4503884017467499	0.504773736000061	0.24095554649829865	0.3905361592769623	0.48071885108947754	0.3287106454372406	0.24028658866882324	0.45205897092819214	0.7120655179023743	0.46409541368484497	0.5489669442176819	0.6740471124649048	0.5625529885292053	0.32370248436927795	0.717228889465332	0.49568846821784973	0.260030597448349	0.36183151602745056	0.6323778033256531	0.2809464931488037	0.4470895528793335	0.5641127228736877	0.33019280433654785	0.6746732592582703	0.4924758970737457	0.27386710047721863	0.3490658402442932	0.552200198173523	0.25786179304122925	0.34251371026039124	0.652584969997406	0.4270227253437042	0.2080303132534027	0.4810245633125305
0.23650391399860382	0.38381561636924744	0.7143045663833618	0.482939749956131	0.4825420677661896	0.2043037712574005	0.3872920274734497	0.3651370406150818	0.39977481961250305	0.28848934173583984	0.29739993810653687	0.4915057122707367	0.36670252680778503	0.22503620386123657	0.4181227684020996	0.5356863737106323	0.3348654508590698	0.25879520177841187	0.4876965582370758	0.7377230525016785	0.6230778098106384	0.6905322074890137	0.8279862999916077	0.772471010684967	0.4508642554283142	0.8600485324859619	0.541644811630249	0.42599546909332275	0.43463122844696045	0.705504298210144	0.4601001739501953	0.687265157699585	0.7135573625564575	0.38544347882270813	0.8392184376716614	0.5820984244346619	0.3999272882938385	0.5829347968101501	0.5975900292396545	0.3812883794307709	0.41159042716026306	0.7234975099563599	0.35993826389312744	0.3285193145275116	0.5393213629722595
