EC:2.1.1.63	EC:3.6.4.13	EC:2.7.13.-	EC:6.5.1.-	EC:1.18.1.-	EC:3.1.26.13	EC:3.4.23.16	EC:3.4.23.-	EC:2.4.2.-	EC:2.7.7.49	EC:2.7.7.-	EC:2.1.1.56	EC:2.1.1.37	EC:2.3.1.-	EC:3.1.26.4	EC:3.1.13.2	EC:6.5.1.1	EC:3.1.3.-	EC:3.6.3.14	EC:1.14.13.-	EC:1.8.3.-	EC:1.14.99.-	EC:4.2.99.-	EC:2.4.1.-	EC:2.1.1.-	EC:3.6.4.12	EC:1.14.11.-	EC:3.6.1.15	EC:3.1.4.-	EC:1.1.1.-	EC:3.6.3.-	EC:5.1.1.-	EC:3.4.21.91	EC:2.1.1.57	EC:1.3.1.-	EC:2.4.99.-	EC:3.1.26.-	EC:3.6.4.-	EC:3.6.1.-	EC:1.5.1.-	EC:3.4.21.-	EC:2.7.6.-	EC:2.7.7.7	EC:5.3.99.-	EC:2.7.8.-	EC:2.7.1.-	GO:0022804	GO:0005215	GO:0015075	GO:0008509	GO:0022857
0.6078987717628479	0.3620712459087372	0.39084532856941223	0.26778683066368103	0.367718905210495	0.4987652003765106	0.5158227682113647	0.41919785737991333	0.5772282481193542	0.5708683729171753	0.44314420223236084	0.3681306838989258	0.4829305112361908	0.6643531918525696	0.3719618022441864	0.48242658376693726	0.3526955246925354	0.39107608795166016	0.4219260811805725	0.4491666853427887	0.49986085295677185	0.5447750687599182	0.5360767245292664	0.6145577430725098	0.5228378772735596	0.53360915184021	0.5891722440719604	0.4049737751483917	0.48911961913108826	0.4090679883956909	0.3863464295864105	0.41164830327033997	0.41065308451652527	0.4151691794395447	0.7060176730155945	0.4657973051071167	0.5531971454620361	0.4625488221645355	0.4232179522514343	0.481210857629776	0.49868136644363403	0.4972212016582489	0.5737192630767822	0.5431732535362244	0.6418805718421936	0.3840404748916626	0.3992750346660614	0.06565435230731964	0.09786063432693481	0.10345553606748581	0.06719627231359482
0.5777801871299744	0.3444601595401764	0.36619943380355835	0.24150386452674866	0.34684139490127563	0.4801686406135559	0.5013217926025391	0.3750988245010376	0.5802956819534302	0.5701373815536499	0.4120084047317505	0.3447672128677368	0.49185797572135925	0.6252745389938354	0.3590945601463318	0.4655097424983978	0.3330027163028717	0.38911038637161255	0.40221089124679565	0.4385555684566498	0.5161139965057373	0.5304681658744812	0.5384286046028137	0.5911175608634949	0.5237957239151001	0.5189037322998047	0.5945826768875122	0.3999706208705902	0.4945824146270752	0.3811618387699127	0.3777058720588684	0.38506653904914856	0.38263529539108276	0.3924829363822937	0.7220437526702881	0.49366238713264465	0.5381837487220764	0.4401358664035797	0.405370831489563	0.46752944588661194	0.47890543937683105	0.4978508949279785	0.5609116554260254	0.5489853620529175	0.6496784090995789	0.35545241832733154	0.40946370363235474	0.10988201200962067	0.09553730487823486	0.11291226744651794	0.10542082786560059
0.3187342584133148	0.22793051600456238	0.2697758078575134	0.1654493659734726	0.19177404046058655	0.46691715717315674	0.44471848011016846	0.3662804365158081	0.6113251447677612	0.6456688046455383	0.6097456812858582	0.28408077359199524	0.4473998248577118	0.5313714742660522	0.2682192623615265	0.45322829484939575	0.22123390436172485	0.3524899482727051	0.2886885702610016	0.3341837525367737	0.3849632740020752	0.4317111372947693	0.4617801606655121	0.49158617854118347	0.3377242684364319	0.27482640743255615	0.6497564315795898	0.26522883772850037	0.553053617477417	0.24111638963222504	0.24810171127319336	0.3067808449268341	0.28406456112861633	0.2975989878177643	0.7107639908790588	0.2721478044986725	0.7021960020065308	0.20200520753860474	0.39796745777130127	0.3279288411140442	0.25064101815223694	0.41056230664253235	0.6218984723091125	0.5257114171981812	0.8104705810546875	0.24902190268039703	0.466725617647171	0.13748906552791595	0.13791793584823608	0.16531890630722046	0.13389454782009125
0.3146331012248993	0.24067485332489014	0.29613038897514343	0.14521589875221252	0.16252022981643677	0.45121726393699646	0.44346678256988525	0.33074310421943665	0.5929650068283081	0.6538820266723633	0.6095066070556641	0.2709229290485382	0.47146427631378174	0.4694856107234955	0.24887758493423462	0.4457291066646576	0.23464348912239075	0.4683065712451935	0.25351089239120483	0.36749356985092163	0.43190884590148926	0.4281497001647949	0.47482648491859436	0.5156612396240234	0.24375946819782257	0.2929385006427765	0.6960896253585815	0.27848631143569946	0.5835956931114197	0.2672670781612396	0.22810690104961395	0.2904747426509857	0.26752543449401855	0.2792969048023224	0.755791962146759	0.35774022340774536	0.6463659405708313	0.20137570798397064	0.3846159875392914	0.3527737259864807	0.2771044373512268	0.4812391698360443	0.6356616616249084	0.5824522972106934	0.8127545118331909	0.26839780807495117	0.45335352420806885	0.14193309843540192	0.14736035466194153	0.1796187460422516	0.138436421751976
0.35469090938568115	0.2312130630016327	0.29684656858444214	0.1441172957420349	0.15367786586284637	0.4637730121612549	0.45170238614082336	0.3651677668094635	0.5710489153862	0.6351417303085327	0.6042795777320862	0.27074751257896423	0.4642871022224426	0.5028933882713318	0.2646220624446869	0.45257994532585144	0.22013939917087555	0.47758960723876953	0.2721691429615021	0.3326742351055145	0.41411155462265015	0.40480414032936096	0.46182283759117126	0.490312397480011	0.23229826986789703	0.28922322392463684	0.6797260642051697	0.2791769802570343	0.5862914323806763	0.30142706632614136	0.23584593832492828	0.2989805042743683	0.2628524601459503	0.2713945209980011	0.782222330570221	0.311247855424881	0.6582963466644287	0.19734002649784088	0.3787282109260559	0.35682451725006104	0.32580307126045227	0.44202911853790283	0.6229426264762878	0.5584850907325745	0.8137961030006409	0.2479960173368454	0.711124837398529	0.5915971994400024	0.6509737372398376	0.6957221627235413	0.5895034074783325
0.2480936497449875	0.3041602373123169	0.4517432451248169	0.15913799405097961	0.13378848135471344	0.5030991435050964	0.5047369003295898	0.4318285882472992	0.6963931322097778	0.732353150844574	0.8705145120620728	0.40043210983276367	0.6456926465034485	0.21325798332691193	0.3972468674182892	0.5203824043273926	0.29454299807548523	0.7699225544929504	0.2752842307090759	0.3852200210094452	0.5671483874320984	0.471415638923645	0.5618526935577393	0.4513593018054962	0.032505523413419724	0.19965387880802155	0.9003649950027466	0.3995036482810974	0.901179313659668	0.30119001865386963	0.23538576066493988	0.2859025299549103	0.3241121172904968	0.32963016629219055	1.0	0.20225359499454498	0.822820246219635	0.13703536987304688	0.5031982064247131	0.27046099305152893	0.4919198453426361	0.44370612502098083	0.7973975539207458	0.6993533372879028	0.9703407883644104	0.11358082294464111	0.5071887373924255	0.35976290702819824	0.36427295207977295	0.3941037058830261	0.36572831869125366
0.5955309867858887	0.38038527965545654	0.4735170006752014	0.19771508872509003	0.28786081075668335	0.4583437144756317	0.5284388661384583	0.3769787549972534	0.5984945893287659	0.6068946719169617	0.5198021531105042	0.33348819613456726	0.6935887336730957	0.2653539478778839	0.4070432484149933	0.4656130075454712	0.3852126896381378	0.8512632250785828	0.33924034237861633	0.5179075598716736	0.7366523742675781	0.5394014120101929	0.6076205372810364	0.5692566633224487	0.1540645807981491	0.5091455578804016	0.7941446900367737	0.4720623791217804	0.7622681856155396	0.5052144527435303	0.3439587652683258	0.3420611023902893	0.3110855221748352	0.32154762744903564	0.9941893815994263	0.6953352689743042	0.5085596442222595	0.3761166036128998	0.4046083390712738	0.5707120895385742	0.6793863773345947	0.6571848392486572	0.6480066180229187	0.745573103427887	0.7818900346755981	0.3133288025856018	0.7073468565940857	0.6541545987129211	0.6975401043891907	0.7472171187400818	0.6547844409942627
0.5128241777420044	0.26367616653442383	0.33822721242904663	0.14889320731163025	0.19153138995170593	0.3860587775707245	0.4206806719303131	0.3339539170265198	0.49674299359321594	0.5394238829612732	0.4219340682029724	0.23104800283908844	0.5229995846748352	0.34588778018951416	0.2902771234512329	0.38037458062171936	0.2548424303531647	0.624811053276062	0.304370641708374	0.3995600640773773	0.4854990541934967	0.43318766355514526	0.46339741349220276	0.5296596884727478	0.23116375505924225	0.4618927836418152	0.6352975964546204	0.34122467041015625	0.5914010405540466	0.4386502802371979	0.3071041703224182	0.3117278218269348	0.22717630863189697	0.22910942137241364	0.8554087281227112	0.522423505783081	0.4459860622882843	0.3173944354057312	0.31562843918800354	0.5106765627861023	0.5165721774101257	0.5400885939598083	0.528353750705719	0.6040349006652832	0.7377055287361145	0.3043222427368164	0.6050480604171753	0.5508207082748413	0.6361942291259766	0.6745812892913818	0.5557144284248352
0.4055340588092804	0.24675226211547852	0.3914639353752136	0.1191343367099762	0.09609444439411163	0.3681265115737915	0.38601669669151306	0.36325499415397644	0.500942051410675	0.5634993314743042	0.5775719881057739	0.27917078137397766	0.5794450640678406	0.20649245381355286	0.3256118595600128	0.38030141592025757	0.23329554498195648	0.7289352416992188	0.2863039970397949	0.3555195927619934	0.4528934359550476	0.43754199147224426	0.43791326880455017	0.5333117246627808	0.12017085403203964	0.3666931092739105	0.7281944155693054	0.3692893981933594	0.7296343445777893	0.42229539155960083	0.2726573050022125	0.28279152512550354	0.23216228187084198	0.2260233461856842	0.9646837115287781	0.29741761088371277	0.5137034058570862	0.2317810207605362	0.3495827317237854	0.4200872778892517	0.599311351776123	0.48210135102272034	0.5800149440765381	0.6400630474090576	0.8430702090263367	0.18770675361156464	0.48919135332107544	0.3958841860294342	0.446626216173172	0.5220100283622742	0.4054531455039978
0.6384051442146301	0.20083728432655334	0.32889237999916077	0.11353926360607147	0.16008584201335907	0.2765433192253113	0.3271852433681488	0.36858630180358887	0.4152519404888153	0.39775732159614563	0.28156960010528564	0.20566317439079285	0.5739279389381409	0.3977159559726715	0.3015195429325104	0.2671090364456177	0.21201050281524658	0.5841417908668518	0.36379024386405945	0.3479152023792267	0.459485799074173	0.48888254165649414	0.38997432589530945	0.558923065662384	0.32414510846138	0.5190378427505493	0.5882427096366882	0.3573530614376068	0.585637629032135	0.5042308568954468	0.3539705276489258	0.3051483631134033	0.1847526878118515	0.17914755642414093	0.8987933397293091	0.3319704830646515	0.30578774213790894	0.3447898328304291	0.23485052585601807	0.5274366736412048	0.7038519382476807	0.5086690187454224	0.41333192586898804	0.6014813780784607	0.7317313551902771	0.23848402500152588	0.540477991104126	0.4431374669075012	0.5551419854164124	0.6532439589500427	0.44788607954978943
