GO:0016614	GO:0046914	GO:0016757	GO:0016616	GO:0031419	GO:0016874	GO:0051287	GO:0016725	GO:0070403	GO:0048029	GO:0016831	GO:0030246	GO:0016830	GO:0019842	GO:0050661	GO:0016903	GO:0042802	GO:0050660	GO:0016627	GO:0016833	GO:0140096	GO:0016829	GO:0016645	GO:0016879	GO:0016840	GO:0071949
0.1407252848148346	0.704620361328125	0.7061110138893127	0.0877288430929184	0.3353443443775177	0.4436424970626831	0.19259300827980042	0.43868836760520935	0.7938079237937927	0.5000709891319275	0.6077580451965332	0.5784052610397339	0.5519822239875793	0.4913143515586853	0.21728764474391937	0.32875844836235046	0.8091230392456055	0.5209742188453674	0.605195164680481	0.48253974318504333	0.708111584186554	0.566319465637207	0.579541802406311	0.5459621548652649	0.3979736566543579	0.574516773223877
0.28859689831733704	0.6727602481842041	0.8120740056037903	0.23471307754516602	0.5127066373825073	0.43312400579452515	0.22265323996543884	0.39048755168914795	0.8302721977233887	0.5218955874443054	0.6694489121437073	0.5866539478302002	0.6349283456802368	0.5733740329742432	0.3198308050632477	0.4415472447872162	0.8154748678207397	0.5114441514015198	0.627684473991394	0.5716150403022766	0.7000432014465332	0.6106657385826111	0.6864464282989502	0.5758264660835266	0.5061060786247253	0.5676781535148621
0.22666606307029724	0.6775391697883606	0.8141154050827026	0.2000580132007599	0.5301699638366699	0.3671952486038208	0.22505518794059753	0.3701857924461365	0.7463414669036865	0.46501708030700684	0.6531661748886108	0.5492781400680542	0.6158393621444702	0.6071150898933411	0.36093801259994507	0.4284965395927429	0.7865824699401855	0.5139304399490356	0.6364297866821289	0.5448165535926819	0.6800323724746704	0.6146286725997925	0.6714891195297241	0.4811951816082001	0.5004189014434814	0.5567222833633423
0.38252881169319153	0.7672783732414246	0.8672122359275818	0.30237480998039246	0.7185792326927185	0.369270920753479	0.12844513356685638	0.40974995493888855	0.8573055267333984	0.6216800808906555	0.7553882002830505	0.6936244368553162	0.7239487767219543	0.8027340769767761	0.44609707593917847	0.4994233548641205	0.826637327671051	0.5403127074241638	0.6040328145027161	0.6660745739936829	0.7411074042320251	0.7023051381111145	0.7582585215568542	0.6577425003051758	0.6940198540687561	0.5948242545127869
0.06792417168617249	0.7058372497558594	0.7748686075210571	0.0516529381275177	0.46527671813964844	0.39998555183410645	0.17947223782539368	0.32625195384025574	0.7351317405700684	0.4534485638141632	0.6233406066894531	0.536618173122406	0.5734248161315918	0.631014347076416	0.2403324544429779	0.4098917245864868	0.8033275008201599	0.4882565438747406	0.5827954411506653	0.4968860447406769	0.7406483888626099	0.5902976989746094	0.60825115442276	0.5503748059272766	0.4554949402809143	0.534359335899353
0.19811704754829407	0.7132231593132019	0.7761980295181274	0.1712331771850586	0.47034376859664917	0.46958568692207336	0.22782838344573975	0.2771860957145691	0.7850965857505798	0.5001545548439026	0.6970162391662598	0.5424357056617737	0.6411265134811401	0.6325947046279907	0.1354459673166275	0.4617515504360199	0.8626235723495483	0.4493631422519684	0.5191711783409119	0.582705557346344	0.8218078017234802	0.6844350099563599	0.577267050743103	0.6900874376296997	0.5199311971664429	0.5307973027229309
0.5511199235916138	0.7013206481933594	0.7547807693481445	0.5339985489845276	0.9075986742973328	0.33564314246177673	0.31804612278938293	0.5500388741493225	0.8206274509429932	0.6344093084335327	0.8264227509498596	0.6391071081161499	0.7653944492340088	0.828323483467102	0.5034797787666321	0.7303446531295776	0.7325333952903748	0.39223235845565796	0.333107054233551	0.7844577431678772	0.8216617107391357	0.7648493647575378	0.5941661596298218	0.754524290561676	0.901875913143158	0.49071893095970154
0.6158345937728882	0.7966048717498779	0.7695665955543518	0.5548916459083557	0.7863810062408447	0.26834723353385925	0.26491275429725647	0.3435578942298889	0.8718838095664978	0.7017408609390259	0.8467857837677002	0.6945170760154724	0.7348048686981201	0.8538532257080078	0.4447217285633087	0.7153327465057373	0.8612748980522156	0.43290576338768005	0.45387953519821167	0.6489055156707764	0.8519266843795776	0.7738907337188721	0.7120570540428162	0.6365602016448975	0.8414952158927917	0.5550592541694641
0.6846900582313538	0.8044804334640503	0.9456652402877808	0.6254503130912781	1.0	0.3414493501186371	0.2912546396255493	0.23956887423992157	0.9796013236045837	0.7752929329872131	0.9876226782798767	0.7310507893562317	0.9172456860542297	0.9460595846176147	0.4214625358581543	0.8957909941673279	0.9731852412223816	0.4491146504878998	0.48584848642349243	0.8892253041267395	0.9432819485664368	0.9385399222373962	0.8242610692977905	0.7924007177352905	1.0	0.6034443378448486
0.5850313901901245	0.6821078062057495	0.6931062936782837	0.5786729454994202	0.845981240272522	0.3208562731742859	0.40958747267723083	0.4474042057991028	0.7828134894371033	0.6485266089439392	0.7614604234695435	0.6186406016349792	0.6749895811080933	0.7162501215934753	0.4008537530899048	0.7836296558380127	0.7398423552513123	0.29656100273132324	0.26718848943710327	0.678318440914154	0.8053978085517883	0.6962330341339111	0.5870941877365112	0.7510583400726318	0.8385323882102966	0.427938848733902
0.7032763361930847	0.7620598077774048	0.7140886187553406	0.6735180616378784	0.8406392335891724	0.25812509655952454	0.3743518888950348	0.5640514492988586	0.8131340742111206	0.700792670249939	0.8041041493415833	0.6811299920082092	0.6912497282028198	0.7056686878204346	0.574971079826355	0.690597414970398	0.771681547164917	0.4249909818172455	0.45674464106559753	0.6635742783546448	0.7719576954841614	0.7190461754798889	0.6885188817977905	0.6218245625495911	0.8683484792709351	0.5435475707054138
0.6113605499267578	0.8817657828330994	0.7366212010383606	0.5433751940727234	0.805088222026825	0.22559157013893127	0.25712740421295166	0.38155558705329895	0.9000407457351685	0.7718832492828369	0.8701997995376587	0.7441173791885376	0.7366551160812378	0.7827392220497131	0.43404752016067505	0.7268301248550415	0.9310332536697388	0.4656939208507538	0.5354618430137634	0.6427958011627197	0.8800702095031738	0.7986693978309631	0.7657042741775513	0.6263923645019531	0.8721247315406799	0.607778787612915
0.44927215576171875	0.8414468169212341	0.8467601537704468	0.4019072353839874	0.8834779858589172	0.37878766655921936	0.20813073217868805	0.3865489959716797	0.9016385674476624	0.7289680242538452	0.9349707365036011	0.6934130787849426	0.8653141260147095	0.8903616070747375	0.3062484860420227	0.7480168342590332	0.9521268010139465	0.4860267639160156	0.5263175964355469	0.8151654005050659	0.9808329939842224	0.9295483231544495	0.7283545136451721	0.8223350048065186	0.9246657490730286	0.617129385471344
0.503311276435852	0.8793861269950867	0.8835071325302124	0.4108918011188507	0.8693799376487732	0.4696508049964905	0.13811299204826355	0.6358040571212769	1.0	0.7976332902908325	1.0	0.7804223895072937	0.9417308568954468	0.8657763600349426	0.4090617299079895	0.625432550907135	0.9650009274482727	0.6431512236595154	0.6449248790740967	0.9205425977706909	1.0	0.9839739799499512	0.7419918179512024	0.8738193511962891	0.9597757458686829	0.7565014362335205
0.515097439289093	0.8503212332725525	0.7693371772766113	0.43803492188453674	0.7473320960998535	0.38203781843185425	0.21563367545604706	0.6198838949203491	0.9406397938728333	0.8288783431053162	0.8866896629333496	0.8035222887992859	0.7639960050582886	0.732266902923584	0.4272564947605133	0.5837288498878479	0.9013358354568481	0.5438940525054932	0.575324296951294	0.7165194153785706	0.9071425199508667	0.8061912655830383	0.688893735408783	0.7604776620864868	0.8495074510574341	0.6750412583351135
0.5608020424842834	0.8462284803390503	0.848095178604126	0.4747998118400574	0.8701035380363464	0.4129011332988739	0.18051770329475403	0.6367723345756531	0.9847468137741089	0.8318575620651245	0.9806747436523438	0.7993150949478149	0.9146329164505005	0.8511149883270264	0.40471333265304565	0.6120030283927917	0.9191371202468872	0.5804315805435181	0.5660900473594666	0.8935413956642151	0.9520953297615051	0.952874481678009	0.719411313533783	0.8331819176673889	0.9717533588409424	0.7054268717765808
0.4388387203216553	0.857728123664856	0.7549449801445007	0.36331120133399963	0.8140771389007568	0.330569326877594	0.18193329870700836	0.6448317170143127	0.9323290586471558	0.7851908206939697	0.9193433523178101	0.7739516496658325	0.8221301436424255	0.7452751994132996	0.3515581488609314	0.6274763345718384	0.9071698784828186	0.5278913974761963	0.51248699426651	0.797304093837738	0.9411656856536865	0.8872604370117188	0.6706717014312744	0.7519412040710449	0.915893018245697	0.6622763872146606
0.5600989460945129	0.8961536884307861	0.8421815633773804	0.4562470018863678	0.958088219165802	0.2601189911365509	0.12472549080848694	0.7314958572387695	0.9768004417419434	0.8363178372383118	0.9483421444892883	0.8437219858169556	0.8589984178543091	0.7984054684638977	0.6281672120094299	0.6260552406311035	0.9046234488487244	0.6486650109291077	0.7126696109771729	0.8061816096305847	0.8663602471351624	0.8723844289779663	0.8416920304298401	0.6079952120780945	0.9685351848602295	0.756711483001709
0.38901036977767944	0.8203549981117249	0.6232386827468872	0.32524678111076355	0.6817564368247986	0.2523402273654938	0.2334815412759781	0.7010050415992737	0.834039032459259	0.7588105201721191	0.7473276257514954	0.7754386067390442	0.6064338684082031	0.5117673277854919	0.40677762031555176	0.4767749607563019	0.8101367950439453	0.4966494143009186	0.5537608861923218	0.5542657971382141	0.7898887991905212	0.6381509900093079	0.6387413740158081	0.5706950426101685	0.7109147310256958	0.6115742921829224
