EC:2.3.2.-	EC:1.14.19.-	EC:5.6.2.-	EC:2.4.1.-	EC:5.6.2.1	EC:3.1.4.-	GO:0016614	GO:0046914	GO:0016757	GO:0004497	GO:0008289	GO:0043177	GO:0005506	GO:0016758	GO:0030246	GO:0046906	GO:0019842	GO:0030170	GO:0016701	GO:0042802	GO:0050660	GO:0031406	GO:0033218	GO:0070279	GO:0008270	GO:1901681	GO:0140096	GO:0016705	GO:0016829	GO:0016853	GO:0016638	GO:0033293	GO:0071949
0.38545072078704834	0.5414786338806152	0.5577132105827332	0.41749173402786255	0.5014378428459167	0.494430810213089	0.605545699596405	1.0	0.06230224668979645	0.939079225063324	0.27451765537261963	0.19883321225643158	0.9834582805633545	0.07532177120447159	0.03486194461584091	0.8311257362365723	0.39603832364082336	1.0	1.0	0.9839512705802917	1.0	0.10386122763156891	0.3511521816253662	1.0	1.0	0.06840363889932632	0.1547028124332428	0.7909345030784607	0.9044021964073181	0.9665824174880981	0.7064621448516846	0.26080504059791565	1.0
0.388200968503952	0.547685980796814	0.5925048589706421	0.41213157773017883	0.5526995062828064	0.4890085458755493	0.5831522345542908	0.9439371228218079	0.1193201094865799	0.8770867586135864	0.3153213560581207	0.2040339857339859	0.9315351247787476	0.1312272995710373	0.0913737416267395	0.7928630709648132	0.3830411434173584	0.9375178217887878	0.9330022931098938	0.9480611085891724	0.9483504891395569	0.11347957700490952	0.3666495680809021	0.9370746612548828	0.9438645839691162	0.1019013524055481	0.2259475439786911	0.7416400909423828	0.854343831539154	0.9154258370399475	0.671132504940033	0.28476154804229736	0.9394668340682983
0.40380188822746277	0.5685679316520691	0.5915510654449463	0.42804577946662903	0.5529088377952576	0.5089841485023499	0.5561156868934631	0.875304102897644	0.1648506373167038	0.7989451289176941	0.3376205265522003	0.23349535465240479	0.872130274772644	0.17952074110507965	0.11824071407318115	0.7402504086494446	0.41978785395622253	0.9212309122085571	0.8620532155036926	0.9091083407402039	0.8945563435554504	0.1541489064693451	0.3927604854106903	0.9200457334518433	0.8926708698272705	0.14243191480636597	0.2566899061203003	0.673050582408905	0.8154852986335754	0.8910161852836609	0.6559154987335205	0.34523317217826843	0.8791466355323792
0.4150301516056061	0.5891897082328796	0.6057915091514587	0.45182710886001587	0.5700111389160156	0.5234481692314148	0.5271216034889221	0.7758415937423706	0.13742412626743317	0.701651930809021	0.24737660586833954	0.21644212305545807	0.7830014228820801	0.18735332787036896	0.0806116908788681	0.680633544921875	0.3764488697052002	0.8920657634735107	0.7675796151161194	0.888523519039154	0.8571229577064514	0.12544848024845123	0.43188145756721497	0.8895158171653748	0.8291090130805969	0.2161722332239151	0.16509397327899933	0.5912781357765198	0.7713937759399414	0.7605611085891724	0.6254141330718994	0.3277534246444702	0.8218970894813538
0.3955130875110626	0.5885708928108215	0.6571575403213501	0.47053465247154236	0.6665310263633728	0.47398343682289124	0.6666951775550842	0.45618996024131775	0.647489070892334	0.3513735234737396	0.48677220940589905	0.3146284818649292	0.5194349884986877	0.7243784666061401	0.48995140194892883	0.569236159324646	0.15204186737537384	0.4396452009677887	0.44400471448898315	0.7909218668937683	0.5217279195785522	0.24427619576454163	0.6051273345947266	0.43396684527397156	0.5100443959236145	0.5982224941253662	0.48228919506073	0.31957077980041504	0.5379431247711182	0.600434422492981	0.5483568906784058	0.5613657832145691	0.4818452298641205
0.3559608459472656	0.5547195672988892	0.5973492860794067	0.4685888886451721	0.6216595768928528	0.4522339403629303	0.6264493465423584	0.35443878173828125	0.5554250478744507	0.2818063795566559	0.49602174758911133	0.4093245565891266	0.4752339720726013	0.6499511003494263	0.5215014219284058	0.5046917796134949	0.365984708070755	0.47080883383750916	0.3396943509578705	0.7286229729652405	0.48315221071243286	0.40575242042541504	0.5825609564781189	0.46463435888290405	0.42337676882743835	0.5520374774932861	0.4246472716331482	0.29240748286247253	0.47037309408187866	0.45492005348205566	0.5589247345924377	0.6308882236480713	0.43763431906700134
0.37971097230911255	0.615095317363739	0.7236349582672119	0.5029545426368713	0.7826365828514099	0.39428460597991943	0.7691667079925537	0.2920742928981781	0.6374739408493042	0.20980903506278992	0.48802486062049866	0.6409151554107666	0.45692285895347595	0.7417268753051758	0.8133381605148315	0.47607141733169556	0.45539388060569763	0.5372135639190674	0.41733306646347046	0.9966776967048645	0.5559799671173096	0.46976977586746216	0.7623710036277771	0.5323649644851685	0.4398573935031891	0.8033608198165894	0.4016838073730469	0.28269070386886597	0.7706705927848816	0.5747925639152527	0.8293168544769287	0.7420256733894348	0.5569846034049988
0.3679981529712677	0.6144763231277466	0.7935727834701538	0.45830410718917847	0.8680371642112732	0.22317609190940857	0.7166378498077393	0.1837206780910492	0.796781063079834	0.11707635223865509	0.355287104845047	0.8748338222503662	0.42253461480140686	0.8971006870269775	0.8685702085494995	0.3511222302913666	0.8083312511444092	0.5965160131454468	0.3849307894706726	0.9106651544570923	0.44863924384117126	0.6783287525177002	0.7750588059425354	0.5907384157180786	0.30765095353126526	0.8950467705726624	0.45291244983673096	0.271206796169281	0.8612314462661743	0.667678952217102	0.8960361480712891	0.7501530647277832	0.4484640955924988
0.3611580729484558	0.5601354837417603	0.7221325635910034	0.3665406405925751	0.7824920415878296	0.12349233776330948	0.7102562189102173	0.12125338613986969	0.8410499095916748	0.0	0.41805529594421387	0.9282990097999573	0.3586340844631195	0.9304870367050171	0.7937085628509521	0.29459699988365173	0.9153054356575012	0.7590581774711609	0.36373451352119446	0.9912075400352478	0.4435875713825226	0.6973872184753418	0.9017224311828613	0.7525516152381897	0.3412850499153137	1.0	0.4055461585521698	0.13234658539295197	0.9478462338447571	0.8192839622497559	0.9720814228057861	0.9659221172332764	0.4485463500022888
0.37414267659187317	0.5801070928573608	0.7105636596679688	0.3608829081058502	0.7612731456756592	0.09695737063884735	0.7265944480895996	0.1410994529724121	0.8323131799697876	0.038369156420230865	0.4105275273323059	0.9456167817115784	0.39183178544044495	0.9159400463104248	0.7530230283737183	0.3199274241924286	0.9786114692687988	0.7872314453125	0.3723372519016266	0.9514428973197937	0.4559081494808197	0.7632246613502502	0.8552179336547852	0.7804209589958191	0.34075063467025757	0.9511238932609558	0.3618893623352051	0.18014493584632874	0.9370808601379395	0.8192397952079773	0.9678682684898376	0.9623247981071472	0.4598301947116852
0.4997155964374542	0.6209724545478821	0.6767317652702332	0.4748117923736572	0.6365420818328857	0.23127871751785278	0.7537721395492554	0.3183160424232483	0.7384672164916992	0.3067624270915985	0.43456754088401794	0.8153074979782104	0.6252225637435913	0.7995433211326599	0.5902169942855835	0.5111620426177979	0.9841809868812561	0.6649539470672607	0.42863643169403076	0.6900737285614014	0.4744301438331604	0.8764641880989075	0.5138539671897888	0.6590421199798584	0.315051406621933	0.648089587688446	0.29193824529647827	0.4539881646633148	0.7068540453910828	0.7108811736106873	0.8606786727905273	0.7298763394355774	0.48316457867622375
