EC:1.13.11.-	EC:2.7.11.-	GO:0140097	GO:0016842	GO:0070569	GO:0098772	GO:0005085	GO:0019899	GO:0046983	GO:0042578	GO:0140110	GO:0042803	GO:0016788	GO:0003690	GO:0016772	GO:0004527	GO:0042802	GO:0003729	GO:0000287	GO:0003700	GO:0003677	GO:0140096	GO:0008081	GO:0016829	GO:0003723	GO:0004518	GO:0016779	GO:0030234
0.7162549495697021	0.4502720236778259	1.0	0.2045896202325821	0.3845058083534241	0.6777129769325256	0.373617947101593	0.5608168840408325	0.8892871737480164	0.31459757685661316	0.15212184190750122	0.7524248361587524	0.18518514931201935	0.8584560751914978	0.14915259182453156	0.6003485321998596	0.849862813949585	0.6098918914794922	0.12592311203479767	0.18347670137882233	0.7223734259605408	0.15092308819293976	0.3356699049472809	0.5986335873603821	0.1832263022661209	0.5817911624908447	0.2552489936351776	0.6837056875228882
0.6582131385803223	0.46973806619644165	0.702152669429779	0.238289475440979	0.3769797086715698	0.7889133095741272	0.7128108739852905	0.6435277462005615	0.8078334331512451	0.4007146954536438	0.41916602849960327	0.678931474685669	0.22300079464912415	0.681461751461029	0.245486781001091	0.4377475082874298	0.7603961229324341	0.6742767691612244	0.11653047800064087	0.4312674105167389	0.5980420708656311	0.11380799859762192	0.4086356461048126	0.37939146161079407	0.2955165505409241	0.38781505823135376	0.24225042760372162	0.8095880746841431
0.6998842358589172	0.5014402866363525	0.8775593042373657	0.2845654785633087	0.5283069610595703	0.7342008352279663	0.6865563988685608	0.6392722129821777	0.8628830313682556	0.5117754936218262	0.4190182387828827	0.7693720459938049	0.40605640411376953	0.7456411719322205	0.3984180986881256	0.626441240310669	0.8323678374290466	0.712121307849884	0.2024727165699005	0.44204217195510864	0.659241259098053	0.20348793268203735	0.4970664381980896	0.3575182259082794	0.4055851399898529	0.5645986795425415	0.45198461413383484	0.7701388001441956
0.7749135494232178	0.6090623140335083	0.9056277871131897	0.2686506509780884	0.6017147898674011	0.6576454043388367	0.6112995743751526	0.6099696159362793	0.7643026113510132	0.4642382860183716	0.5281873345375061	0.7037660479545593	0.5882983803749084	0.7458208203315735	0.4363420009613037	0.7249767780303955	0.6990057229995728	0.6210441589355469	0.35770970582962036	0.5757174491882324	0.7002840042114258	0.16382992267608643	0.5172148942947388	0.4498935341835022	0.42771458625793457	0.6930264234542847	0.49526137113571167	0.6775183081626892
0.8766254186630249	0.7795475125312805	0.8803806304931641	0.47205182909965515	0.7829071283340454	0.5192828178405762	0.5324416160583496	0.5895885229110718	0.6318520307540894	0.6405097842216492	0.5950666666030884	0.6731873750686646	0.8467913269996643	0.7217024564743042	0.6715428829193115	0.897637128829956	0.5380377173423767	0.645225465297699	0.6315892338752747	0.6877864003181458	0.5525829195976257	0.2624019682407379	0.7268310189247131	0.568687915802002	0.6458953022956848	0.8451933264732361	0.7568532824516296	0.5560308694839478
0.9230507612228394	0.8074281215667725	0.8882268071174622	0.42523372173309326	0.7435230016708374	0.5159249901771545	0.5219553709030151	0.5790899395942688	0.616629958152771	0.5941799879074097	0.5653788447380066	0.6497285962104797	0.821247935295105	0.7377009391784668	0.613434910774231	0.897996187210083	0.5487337708473206	0.6370590925216675	0.5457892417907715	0.6542786955833435	0.5624446272850037	0.24114376306533813	0.6768237352371216	0.5430939197540283	0.6188923716545105	0.865359902381897	0.70814448595047	0.5487163662910461
0.9325482845306396	0.8756939172744751	0.8749284744262695	0.35690784454345703	0.6757025718688965	0.39979884028434753	0.4477545917034149	0.4723888337612152	0.5160729289054871	0.5349116325378418	0.5167334079742432	0.5333981513977051	0.9003257751464844	0.6311936378479004	0.5422276854515076	0.917111337184906	0.4294443130493164	0.613776445388794	0.6422683596611023	0.6195169687271118	0.5534204244613647	0.10063199698925018	0.6342503428459167	0.5591413378715515	0.6357671618461609	0.8953476548194885	0.6833399534225464	0.4388824999332428
1.0	1.0	0.953585684299469	0.3724716901779175	0.7924873232841492	0.41491466760635376	0.4691828787326813	0.5029997229576111	0.5460764765739441	0.5866534113883972	0.5708748698234558	0.5794961452484131	1.0	0.7386873364448547	0.5847570300102234	0.9908056855201721	0.46494629979133606	0.5693830251693726	0.6079282760620117	0.6910787224769592	0.637116014957428	0.12131205201148987	0.7094273567199707	0.6022480726242065	0.616057813167572	1.0	0.7350854277610779	0.45210984349250793
0.8919258713722229	0.9554502367973328	0.9339095950126648	0.37330344319343567	0.8328513503074646	0.5363467335700989	0.5426605343818665	0.6087403297424316	0.6333190202713013	0.6318495273590088	0.5753359198570251	0.6483911275863647	0.8716275095939636	0.8025760650634766	0.6233981847763062	0.9290799498558044	0.5433468818664551	0.64775550365448	0.48968324065208435	0.6693902611732483	0.6056272387504578	0.2626363933086395	0.7213279008865356	0.5834609866142273	0.6404398679733276	0.9043037295341492	0.7397777438163757	0.5548915863037109
0.821103572845459	0.9006829857826233	0.956974983215332	0.33925944566726685	0.7861723303794861	0.4837707281112671	0.5014711618423462	0.5453170537948608	0.6012241840362549	0.5814694166183472	0.5426258444786072	0.6202574968338013	0.8219208717346191	0.7750861048698425	0.5942596793174744	0.9042983055114746	0.530153214931488	0.5924717783927917	0.4303142726421356	0.6350288987159729	0.6497530937194824	0.2555585503578186	0.655043363571167	0.5412801504135132	0.5911211967468262	0.8907421231269836	0.7347185015678406	0.5043050050735474
0.7501481771469116	0.8194458484649658	0.8757967352867126	0.3533003628253937	0.7308464050292969	0.39692550897598267	0.3778401017189026	0.45917803049087524	0.5066177248954773	0.4984796941280365	0.4196033179759979	0.5356066226959229	0.742242157459259	0.6620289087295532	0.5036745667457581	0.7992470860481262	0.4650058150291443	0.5100367665290833	0.3996383845806122	0.514735996723175	0.5656534433364868	0.24260881543159485	0.5730953812599182	0.6534145474433899	0.5045538544654846	0.8163097500801086	0.6597274541854858	0.4083242118358612
0.5797247886657715	0.6393556594848633	0.6157166957855225	0.18452692031860352	0.44875332713127136	0.38958555459976196	0.29137730598449707	0.39954128861427307	0.35109683871269226	0.28275734186172485	0.294720321893692	0.3235829174518585	0.48287859559059143	0.44056445360183716	0.18055355548858643	0.5226442217826843	0.35036295652389526	0.33279743790626526	0.16132475435733795	0.34814363718032837	0.469491571187973	0.2199908047914505	0.34327757358551025	0.5611621141433716	0.2777737081050873	0.5655735731124878	0.29098212718963623	0.3615812361240387
0.4422963857650757	0.48371079564094543	0.4352896809577942	0.19371886551380157	0.20919227600097656	0.5304747819900513	0.4084324240684509	0.45924660563468933	0.38372451066970825	0.24163863062858582	0.20742420852184296	0.3185805678367615	0.18773385882377625	0.3809219002723694	0.10023060441017151	0.3582209646701813	0.42504560947418213	0.440622478723526	0.022842206060886383	0.2203119993209839	0.3523961007595062	0.2618301808834076	0.23186418414115906	0.4578668177127838	0.2353382557630539	0.3536435067653656	0.13644282519817352	0.5175155401229858
0.43995586037635803	0.42887812852859497	0.5227200984954834	0.285287469625473	0.39007312059402466	0.7225134968757629	0.5860149264335632	0.6680727005004883	0.6134713292121887	0.4560514986515045	0.33380430936813354	0.5811156034469604	0.2069706916809082	0.5210026502609253	0.38550427556037903	0.48970863223075867	0.6152766346931458	0.6016525626182556	0.217934712767601	0.3302430212497711	0.35584399104118347	0.472260057926178	0.4034339487552643	0.44099438190460205	0.39383450150489807	0.3747914731502533	0.38074856996536255	0.7262159585952759
0.5586526393890381	0.42259666323661804	0.5359815359115601	0.26511719822883606	0.36123257875442505	0.688452959060669	0.5894699692726135	0.629657506942749	0.5673460960388184	0.4012378752231598	0.3734103739261627	0.5369152426719666	0.23916901648044586	0.5259284377098083	0.38770920038223267	0.5090783834457397	0.5704985857009888	0.6032967567443848	0.20090816915035248	0.37130066752433777	0.392892986536026	0.4252837300300598	0.3684045374393463	0.37301090359687805	0.41048744320869446	0.41816234588623047	0.38966476917266846	0.6935214400291443
0.6083029508590698	0.3974742293357849	0.5255162119865417	0.32748839259147644	0.3726000189781189	0.6290807127952576	0.5436859726905823	0.5958618521690369	0.5326365232467651	0.3952840566635132	0.3950292766094208	0.5269890427589417	0.31136593222618103	0.4773508906364441	0.3882058262825012	0.5410515069961548	0.5333276391029358	0.5948811173439026	0.32817116379737854	0.40701812505722046	0.36716964840888977	0.39045336842536926	0.3863829970359802	0.40568360686302185	0.4367928206920624	0.44976866245269775	0.40627914667129517	0.6455390453338623
0.6234767436981201	0.3827145993709564	0.5991287231445312	0.350504994392395	0.45176443457603455	0.6572515368461609	0.5687742829322815	0.6156023740768433	0.5639656186103821	0.4240472912788391	0.4350059926509857	0.5751557946205139	0.30459100008010864	0.5254742503166199	0.4427582621574402	0.5525270700454712	0.5558714866638184	0.5788796544075012	0.3294725716114044	0.4408797323703766	0.41627538204193115	0.4572017192840576	0.40694430470466614	0.42693135142326355	0.4078982472419739	0.46177661418914795	0.4757842719554901	0.6725715398788452
0.5557114481925964	0.38744068145751953	0.6365504860877991	0.2786947786808014	0.4304015040397644	0.6440982818603516	0.5723431706428528	0.6046409606933594	0.5558134913444519	0.37921953201293945	0.4638083875179291	0.5547603964805603	0.33314311504364014	0.5539187788963318	0.43449100852012634	0.5872014164924622	0.5421625971794128	0.6107228398323059	0.2797679305076599	0.4738667607307434	0.4673449695110321	0.424834668636322	0.37843915820121765	0.333728164434433	0.4658099412918091	0.5018227696418762	0.4693378806114197	0.6542722582817078
0.4302186369895935	0.3957846760749817	0.6990504860877991	0.3347953259944916	0.5213298201560974	0.757962167263031	0.8048134446144104	0.6548153162002563	0.5923106670379639	0.3817176818847656	0.7364917993545532	0.6714784502983093	0.3753434121608734	0.713512659072876	0.6239355802536011	0.625482439994812	0.6471349000930786	0.5806218981742859	0.2318650186061859	0.7390578985214233	0.6675639748573303	0.4640774726867676	0.39919552206993103	0.23074205219745636	0.391038179397583	0.5919339656829834	0.6050555109977722	0.7934279441833496
0.4813033640384674	0.41279906034469604	0.7651203870773315	0.3743453919887543	0.5300021767616272	0.6323980689048767	0.6156164407730103	0.6290258169174194	0.6219188570976257	0.39910000562667847	0.6132949590682983	0.6223761439323425	0.47906866669654846	0.6863185167312622	0.49380671977996826	0.7088593244552612	0.5911940932273865	0.6857152581214905	0.34601378440856934	0.6545476317405701	0.597057044506073	0.36431267857551575	0.4505155384540558	0.391012966632843	0.5472859144210815	0.6430211067199707	0.522339403629303	0.6485903263092041
0.5185971260070801	0.42959803342819214	0.7300003170967102	0.35728222131729126	0.5098516345024109	0.6763879060745239	0.6469622254371643	0.6660049557685852	0.6355931162834167	0.3977557122707367	0.6094824075698853	0.6257091760635376	0.46285122632980347	0.6882473230361938	0.48447319865226746	0.7019103765487671	0.5923146605491638	0.7070873379707336	0.3524151146411896	0.6462582945823669	0.5544581413269043	0.364740788936615	0.4517262578010559	0.3750922977924347	0.5536097288131714	0.6259906888008118	0.4950678050518036	0.6881981492042542
